dictionary	dictionnaire
dictionary	dico
free	libre
free	disponible
free	sans
free	gratuitement
free	gratis
free	gratos
free	libérer
free	dégager
free	affranchir
thesaurus	dictionnaire des synonymes
thesaurus	thésaurus
thesaurus	dictionnaire de notions
thesaurus	dictionnaire par ordre de matières
encyclopedia	encyclopédie
rain cats and dogs	pleuvoir des cordes
rain cats and dogs	pleuvoir à verse
rain cats and dogs	pleuvoir des hallebardes
rain cats and dogs	pleuvoir comme vache qui pisse
rain cats and dogs	pleuvoir à boire debout
rain cats and dogs	dracher
nonsense	bêtise
nonsense	absurdité
nonsense	sottise
nonsense	n'importe quoi
nonsense	connerie
nonsense	non-sens
nonsense	n'importe quoi !
elephant	éléphant
elephant	éléphante
elephant	éléphanteau
elephant	éléphantelle
elephant	elephant
elephant	olifan
elephant	éléphantesque
brown	marron
brown	brun
brown	brunir
brown	faire dorer
brown	faire revenir
brown	faire roussir
december	décembre
month	mois
february	février
april	avril
june	juin
july	juillet
september	septembre
october	octobre
november	novembre
multiculturalism	multiculturalisme
current events	actualités
tuesday	mardi
saturday	samedi
sunday	dimanche
sunday	presse dominicale
lexicography	lexicographie
antonym	antonyme
synonym	synonyme
hyponym	hyponyme
semantics	sémantique
false friend	faux-ami
alphabetical	alphabétique
alphabetical	abécédaire
barter	troc
barter	troquer
etymology	étymologie
polysemic	polysémique
trade	commerce
trade	magasin
trade	négoce
trade	corps de métier
trade	ouvriers
trade	techniciens
trade	métier
trade	affaires
trade	presse spécialisée
trade	commercer
trade	échanger
quid pro quo	quiproquo
quid pro quo	contrepartie
quid pro quo	donnant donnant
quid pro quo	on ne donne rien pour rien
quid pro quo	quid pro quo
verb	verbe
adjective	nom adjectif
adjective	adjectif
adjective	nons adjectyfs
adjective	procédure
adjective	adjectiver
adjective	adjectiviser
adjective	adjectivaliser
craft	ruse
craft	métier
craft	nef
substantive	substantif
substantive	direct
trade wind	alizé
trade wind	vent alizé
patronage	soutien
patronage	mécénat
patronage	parrainage
patronage	clientèle
patronage	clientélisme
patronage	patronage
patronage	anglicism
merchandise	marchandise
product	produit
eagle	aigle
eagle	eagle
eagle	réussir un aigle
pumpkin	citrouille
pumpkin	potiron
portmanteau word	mot-valise
portmanteau word	mot valise
portmanteau word	mot porte-manteau
portmanteau word	mot portemanteau
portmanteau word	mot-portemanteau
fa	fa
fabian	Fabien
aardvark	oryctérope
aardwolf	protèle
aardwolf	loup fouisseur
abaca	abaca
abaft	en arrière de
abaft	sur l'arrière de
abaft	sur l'arrière
abaft	vers l'arrière
abalone	ormeau
abalone	haliotide
abandoned	dévergondé
abandoned	dévergondée
abandoned	abandonné
abandonee	abandonnataire
abandonment	désertion
abandonment	abandon
abasement	humiliation
abash	confondre
abbacy	abbatiat
abbess	abbesse
abbess	abeesse
abbey	abbaye
abbot	abbé
abbreviated	abrégé
abbreviation	abréviation
abdomen	abdomen
abdominous	ventru
abduct	enlever
abduct	ravir
abed	au lit
abelmosk	ambrette
aberration	anomalie
aberration	anormalité
aberration	aberration
abet	encourager
abeyance	vacance
abeyance	vacant
abeyance	en suspens
abeyance	suspension
abhor	avoir horreur
abhor	abhorrer
abhorrence	aversion
abhorrence	répulsion
abhorrence	horreur
ability	capacité
ability	pouvoir
ability	habileté
abiogenesis	abiogenèse
abjectly	abjectement
abjure	abjurer
ablative	ablatif
ablaut	apophonie
ablaze	embrasé
ablaze	flamme
ablet	ablette
ably	habilement
abnegation	abnégation
abnormality	anomalie
abnormality	anormalité
abnormally	anormalement
aboard	à bord
aboard	à bord de
abolish	abolir
abolish	supprimer
abolish	détruire
abolishment	abolissement
abolishment	abolition
abolishment	abrogation
abolitionism	abolitionnisme
abolitionist	abolitionniste
abominably	abominablement
aboriginal	indigène
aboriginal	aborigène
aborted	avorté
abortifacient	abortif
abortifacient	remède abortif
abortion	fausse couche
abortion	avortement
abortion	interruption volontaire de grossesse
abortion	IVG
abortion	avorton
abortionist	faiseur d'anges
abortionist	faiseuse d'anges
abortionist	médecin avorteur
abortionist	avorteur
abortionist	avorteuse
abound	foisonner
abound	abonder
about	autour
about	au-dessus
about	par-dessus
about	sur le point
about	de
about	sur
about	au sujet de
about	à propos de
about	aux environs de
about	proche
about	environ
about	vers
above	au-dessus de
above	par-dessus
above	plus de
above	en haut
above	ci-dessus
above	au-dessus
above-mentioned	susmentionné
above-mentioned	précité
above-mentioned	susdit
abovesaid	susmentionné
abovesaid	susdit
abovesaid	susnommé
abracadabra	abracadabra
abrahamic	abrahamique
abrasion	abrasion
abreast	côte à côte
abreast	au courant
abridge	abréger
abridgment	raccourcissement
abroad	à l'étranger
abroad	étranger
abruptly	abruptement
abruptly	tout d'un coup
abruptly	précipitamment
traditional chinese	chinois traditionnel
traditional chinese	caractère traditionnel
simplified chinese	chinois simplifié
simplified chinese	caractère simplifié
simplified chinese	caractère chinois simplifié
simplified chinese	sinogramme simplifié
odd	bizarre
odd	étrange
odd	impair
odd	à peu près
quiz	quiz
millennium	millénaire
abashed	confus
abashed	décontenancé
watchlist	liste de suivi
winter	hiver
winter	yver
winter	hiverner
robot	robot
english	anglais
english	anglaise
english	Anglais
english	Anglaise
english	gros-texte
english	langue de Shakespeare
english	year=1901 
today	aujourd'hui
today	de nos jours
today	actuellement
crude oil	pétrole brut
absentee	absent
absenteeism	absentéisme
absent-minded	distrait
absolutely	absolument
absolutely	mets-en
absolutory	absolutoire
absolve	absoudre
absorber	absorbant
absorptivity	absorptivité 
abstractionist	abstractionniste
abstractionist	idéaliste
abstruseness	dur de comprenure
abundantly	abondamment
academicism	académisme
acadian	acadien
acadian	Canada
acadian	rare
acadian	Acadian French
acadian	Acadien
acadian	Acadienne
acanthocarpous	acanthocarpe
acarus	acarien
acceptability	acceptabilité
accessibility	accessibilité
accidentally	accidentellement
accismus	accisme
acclimate	acclimater
accordingly	en conséquence
accordingly	conséquemment
accordion	accordéon
accurately	précisément
achene	akène
first name	prénom
first name	petit nom
first name	nom de baptême
plural	pluriel
outer space	espace cosmique
outer space	cosmos
avatar	avatar
avatar	incarnation
avatar	matérialisation
avatar	personnification
avatar	allégorie
avatar	emblème
avatar	symbole
avatar	photo de profil
alien	étranger
alien	étrangère
alien	extraterrestre
alien	alien
definition	définition
definition	definition
autumn	automne
spring	printemps
spring	printans
spring	source
spring	fontaine
spring	ressort
spring	garde
libre	libre
libre	historical
color	couleur
color	en couleur
color	colorer
color	teinter
color	colorier
color	rougir
foreign debt	dette extérieure
foreign debt	dette extérieur
lens	lentille
lens	cristallin
lens	filmer
whatever	quel que soit
whatever	n'importe quel
whatever	n'importe quelle
whatever	peu importe
whatever	tampis
whatever	quoi que
whatever	n'importe quoi
whatever	bof
whatever	c'est ça !
your mileage may vary	des goûts et des couleurs, on ne discute pas
your mileage may vary	des goûts et des couleurs&amp;nbsp;…
transvestite	travesti
transvestite	travelo
fanny	Fanny
domestic debt	dette intérieure
domestic debt	dette nationale
domestic debt	dette publique
orange	oranger
orange	orange
polish	polonais
seven	sept
premature	prématuré
wolf	loup
wolf	tombeur
wolf	dévorer
wolf	engloutir
planet	planète
star	tenir le rôle principal
obfuscate	obscurcir
obfuscate	embrouiller
obfuscate	occulter
zero	zéro
zero	zéroter
zero	mettre à zéro
count noun	nom dénombrable
count noun	nom comptable
mass noun	nom massif
mass noun	nom non comptable
mass noun	nom indénombrable
oxymoron	oxymore
numeral	chiffre
bureaucrat	bureaucrate
alphabet	alphabet
achievement	réalisation
achievement	accomplissement
achievement	haut fait
achievement	succès
achilles tendon	tendon d’Achille
acid	aigre
acid	acide
tachygraphy	tachygraphie
polytheistic	polythéiste
lightspeed	vitesse de la lumière
teleport	téléporter
growth	croissance
nafta	ALÉNA
parole	libération conditionnelle
futurism	futurisme
german	Allemand
german	Allemande
german	alman
german	Germain
german	Germaine
german	Aleman
german	allemand
pre-columbian	précolombien
faq	FAQ
mexico	Mexique
decade	décennie
decade	dizaine
decade	décade
fortnight	quinze jours
fortnight	deux semaines
fortnight	quinzaine
pm	après-midi
dollarization	dollarisation
bellgirl	chasseuse
alphabetism	alphabétisme
grass	herbe
grass	pelouse
grass	gazon
grass	beuh
grass	balance
grass	moucharder
one	on
one	quelqu’un
one	un
one	billet d’un dollar
one	une
one	un certain
two	deux
two	billet de deux dollars
five	cinq
five	cinc
ad	ap. J.-C.
ad	apr. J.-C.
proper noun	nom propre
roman numeral	chiffre romain
decrypt	déchiffrer
century	siècle
century	centennie
century	centurie
millisecond	milliseconde
polytheism	polythéisme
japan	Japon
computer science	informatique
few	peu
few	quelques
meat	viande
i love you	je t'aime
i love you	je vous aime
i love you	je t'adore
i love you	je vous adore
i love you	je t'aim
i love you	mo laime toi
i love you	mi aime a ou
encrypt	coder
encrypt	chiffrer
encrypt	crypter
asap	dès que possible
asap	au plus vite
pseudo-	pseudo-
trade union	syndicat
