interjection	no?         	what     	eh?                                         
interjection	ya!         	come     	come on!, let's go!                         
interjection	bueno       	ok       	good; okay; fine                            
interjection	este...     	think    	uh... [filler word]                         
interjection	cómo?       	what     	pardon?                                     
interjection	gracias     	thanks   	thank you                                   
interjection	de nada     	welcome  	you're welcome; no problem                  
interjection	hola        	hello    	hello                                       
interjection	verdad      	right    	right                                       
interjection	hombre!     	man      	Man!                                        
interjection	claro       	obviously	of course                                   
interjection	otro!       	again    	Not again!                                  
interjection	vale        	ok       	ok [Spain]                                  
interjection	oye!        	attention	hey!                                        
interjection	mierda!     	shit     	shit!                                       
interjection	vaya!       	woah     	whoa! geez!                                 
interjection	adiós       	goodbye  	goodbye                                     
interjection	suerte!     	luck     	good luck!                                  
interjection	adelante    	enter    	come in                                     
interjection	cuidado!    	caution  	watch out!                                  
interjection	venga!      	come     	come on!                                    
interjection	punto!      	that     	that's it!                                  
interjection	arriba!     	come     	come on!                                    
interjection	listo!      	ready    	get set!                                    
interjection	abajo       	destroy  	down with                                   
interjection	atrás!      	scram    	back off!                                   
interjection	alto!       	stop     	stop!                                       
interjection	basta!      	enough   	enough!                                     
interjection	diablos!    	damnit   	damnit!                                     
interjection	perdón      	sorry    	sorry                                       
interjection	fuego!      	fire     	fire!                                       
interjection	maldito!    	damnit   	damn!                                       
interjection	cambio      	radio    	over [and out]                              
interjection	largo!      	scram    	scram!                                      
interjection	aire!       	scram    	away with you!                              
interjection	ay!         	woah     	ah! alas!                                   
interjection	mira!       	look     	look!                                       
interjection	tranquilo!  	relax    	relax!                                      
interjection	entendido   	ok       	got it; roger that                          
interjection	sale        	ok       	ok [Mexico]                                 
interjection	dale        	ok       	all right [Argentina]                       
interjection	anda!       	come     	come on!                                    
interjection	salud!      	bless you	cheers! gesundheit!                         
interjection	adentro!    	enter    	come in!                                    
interjection	jesús!      	bless you	gesundheit!                                 
interjection	ojo!        	look     	look! watch out!                            
interjection	ojalá       	pray     	god willing                                 
interjection	bienvenida  	welcome  	welcome                                     
interjection	leche       	shit     	shit [Spain]                                
interjection	coño        	fuck     	fuck! [Dominican Republic]                  
interjection	rayos       	darn     	bother; shoot                               
interjection	bravo       	ok       	well done!, good show!                      
interjection	ja!         	laugh    	ha!                                         
interjection	socorro     	help     	help! mayday!                               
interjection	jo!         	woah     	woah! [stop!]                               
interjection	amén        	pray     	amen                                        
interjection	igualmente  	point    	likewise; right back at you                 
interjection	miércoles!  	darn     	shoot!                                      
interjection	tocado!     	fence    	touché! [fencing]                           
interjection	cojones!    	testicles	bollocks!                                   
interjection	ánimo!      	happy    	cheer up!                                   
interjection	guay        	cool     	alas; cool [Spain]                          
interjection	caramba!    	woah     	blimey!                                     
interjection	aguas!      	caution  	be careful!                                 
interjection	so          	woah     	whoa; so [El Salvador]                      
interjection	bo          	dude     	hey; dude                                   
interjection	chau        	bye      	bye [Spain]                                 
interjection	ajá!        	laugh    	aha!                                        
interjection	sip         	yes      	yep                                         
interjection	hostia      	woah     	christ; jeez [Spain]                        
interjection	hurra!      	laugh    	yay!                                        
interjection	fu          	bite     	hissing of a cat                            
interjection	descuida!   	ok       	no worries!                                 
interjection	bum!        	explosion	boom!                                       
interjection	simón!      	excited  	hell yeah! [Mexico]                         
interjection	conforme    	radio    	roger that                                  
interjection	huy!        	hurt     	ouch! yikes!                                
interjection	tá          	ok       	ok [Uruguay]                                
interjection	che         	attention	hey [Valencia]                              
interjection	aló?        	telephone	hello? [answering telephone] [Latin America]
interjection	ostras!     	darn     	fiddlesticks!                               
interjection	pum!        	gun      	pow! bang!                                  
interjection	bah!        	dubious  	yeah right!                                 
interjection	arre!       	horse    	giddyup!                                    
interjection	filo        	dubious  	whatever [I don't care]                     
interjection	ca!         	woah     	oh no! [Spain]                              
interjection	uf!         	hurt     	oof!                                        
interjection	caracoles!  	woah     	gosh!                                       
interjection	fa          	disgusted	ew! [disgusting] [Argentina]                
interjection	hala        	come     	come on! let’s go! wow!                     
interjection	cremallera! 	shut up  	zip it! shush!                              
interjection	cresta!     	shit     	shit! [Chile]                               
interjection	eureka!     	idea     	eureka!                                     
interjection	fije!       	cool     	cool!                                       
interjection	porra!      	woah     	no way! hell no!                            
interjection	ups         	oops     	oops                                        
interjection	miau        	cat      	meow                                        
interjection	meca        	darn     	shoot!                                      
interjection	abracadabra!	wizard   	abracadabra!                                
interjection	olé         	come     	come on! [you can do it!]                   
interjection	zas!        	gun      	pow! bang!                                  
interjection	puf!        	explosion	poof!                                       
interjection	síp         	yes      	yup                                         
interjection	ea!         	ok       	come now! [you can do it!]                  
interjection	órale!      	come     	let's go! [Mexico]                          
interjection	bombo!      	attention	attention!                                  
interjection	posta!      	really   	really! [it's true!]                        
interjection	voilá       	magic    	voila                                       
interjection	jaja!       	laugh    	haha!                                       
interjection	ñam!        	delicious	yum!                                        
interjection	tictac!     	clock    	tick tock!                                  
interjection	tachán!     	magic    	ta-da!                                      
interjection	ops!        	oops     	oops!                                       
interjection	za!         	scram    	scat! [get out of here!]                    
