gratis	adverb
gratis	adjective
pie	adjective
aquila	noun
minute	adjective
f	noun
fa	adverb
fa	noun
fa	verb
abaca	noun
abada	noun
abalienate	verb
abate	noun
abba	noun
abbreviate	verb
abbreviature	noun
abdicate	verb
abduce	verb
aberrate	verb
ablative	adjective
abominate	verb
abortive	adjective
abrade	verb
abrase	verb
abrase	noun
abrasive	adjective
abrogate	verb
abrogative	adjective
quiz	noun
nu	noun
lente	adjective
lente	noun
bone	adjective
robot	noun
y	noun
abusive	adjective
accidie	noun
acclimate	verb
acclive	adjective
accresce	verb
accurate	adjective
avatar	noun
libre	noun
color	noun
te	pronoun
te	pronoun
die	noun
in	preposition
premature	adjective
premature	noun
star	noun
can	noun
can	noun
o	noun
o	conjunction
o	verb
zero	numeral
zero	adjective
zero	noun
parole	noun
decade	noun
decade	verb
ad	noun
seme	noun
crude	adjective
i	noun
medicine	noun
be	noun
are	noun
are	noun
qualitative	adjective
rape	noun
transfinite	adjective
date	noun
date	verb
transitive	adjective
esperanto	noun
sabato	noun
tago	noun
flute	noun
peso	noun
peso	verb
centavo	noun
libero	adjective
libero	verb
libero	noun
ananke	noun
tao	noun
andante	adjective
andante	noun
andante	verb
stock	noun
aria	noun
arietta	noun
langue	verb
guerra	noun
spa	noun
country	noun
euro	noun
euro	noun
relegate	verb
deficit	noun
big	noun
meeting	noun
monetario	adjective
acacia	noun
mobile	adjective
mobile	noun
sms	noun
wireless	noun
wireless	adjective
radio	noun
radio	noun
radio	noun
radio	verb
ci	noun
ci	pronoun
ci	adverb
ci	noun
false	adjective
comma	noun
colon	noun
gas	noun
angla	adjective
angla	noun
mi	pronoun
mi	noun
mi	noun
ami	verb
digito	verb
indice	noun
standard	adjective
standard	noun
vi	pronoun
vi	adverb
vi	noun
software	noun
computer	noun
amar	verb
fero	adjective
accelerate	adjective
accelerate	verb
accentuate	adjective
accentuate	verb
eo	pronoun
bio	adjective
nomo	verb
ufo	noun
accumulate	verb
accuse	noun
ace	noun
shuttle	noun
ad	preposition
retrovirus	noun
gag	noun
bancario	adjective
bancario	noun
night	noun
drink	noun
congo	noun
baby	noun
baby	adjective
stand	noun
emoticon	noun
derivative	adjective
