fire	cuneiform
fire	heteroclitic noun
fire	neuter gender	singular	plural
fire	absolutive	𒉺𒄴𒄯, 𒉺𒄴𒄷𒉿𒅈, 𒉺𒄴𒄷𒌋𒌨	–
fire		pa-aḫ-ḫur, pa-aḫ-ḫu-wa-ar, pa-aḫ-ḫu-u-ur	
fire	ergative	𒉺𒄴𒄷𒂊𒈾𒀭𒍝	–
fire		pa-aḫ-ḫu-e-na-an-za	
fire	genitive	𒉺𒄴𒄷𒂊𒈾𒀸	–
fire		pa-aḫ-ḫu-e-na-aš	
fire	dative-locative	𒉺𒄴𒄷𒂊𒉌	–
fire		pa-aḫ-ḫu-e-ni	
fire	allative	𒉺𒄴𒄷𒂊𒈾	–
fire		pa-aḫ-ḫu-e-na	
fire	ablative	𒉺𒄴𒄷𒂊𒈾𒊍	–
fire		pa-aḫ-ḫu-e-na-az	
fire	instrumental	𒉺𒄴𒄷𒀭𒋫, 𒉺𒄴𒄷𒂊𒉌𒀉	–
fire		pa-aḫ-ḫu-an-ta, pa-aḫ-ḫu-e-ni-it	
fire		The desinences in this table have been normalized. For alternative endings see Appendix:Hittite declension
water	cuneiform
water	heteroclitic noun
water	neuter gender	singular	plural
water	absolutive	𒉿𒀀𒋻	𒌑𒄿𒋫𒀀𒅈
water		wa-a-tar	ú-i-ta-a-ar
water	ergative	𒌑𒄿𒋼𒈾𒀭𒍝	𒌑𒄿𒋼𒈾𒀭𒋼𒌍
water		ú-i-te-na-an-za	ú-i-te-na-an-te-eš
water	genitive	𒌑𒄿𒋼𒈾𒀸	𒌑𒄿𒋼𒈾𒀸
water		ú-i-te-na-aš	ú-i-te-na-aš
water	dative-locative	𒌑𒄿𒋼𒂊𒉌	𒌑𒄿𒋼𒈾𒀸
water		ú-i-te-e-ni	ú-i-te-na-aš
water	allative	𒌑𒄿𒋼𒈾	–
water		ú-i-te-na	
water	ablative	𒌑𒄿𒋼𒈾𒊍	𒌑𒄿𒋼𒈾𒊍
water		ú-i-te-na-az	ú-i-te-na-az
water	instrumental	𒌑𒄿𒋫𒀭𒋫, 𒌑𒄿𒋼𒉌𒀉	𒌑𒄿𒋫𒀭𒋫, 𒌑𒄿𒋼𒉌𒀉
water		ú-i-ta-an-ta, ú-i-te-ni-it	ú-i-ta-an-ta, ú-i-te-ni-it
water		The desinences in this table have been normalized. For alternative endings see Appendix:Hittite declension
bone	cuneiform
bone	noun class
bone	neuter gender	singular	plural
bone	nominative	𒄩𒀸𒋫𒄿	𒄩𒀸𒋫𒂊, 𒄩𒀸t𒀀𒄿
bone		ḫa-aš-ta-i	ḫa-aš-ta-e, ḫa-aš-ta-i
bone	accusative	𒄩𒀸𒋫𒄿	𒄩𒀸𒋫𒂊, 𒄩𒀸t𒀀𒄿
bone		ḫa-aš-ta-i	ḫa-aš-ta-e, ḫa-aš-ta-i
bone	genitive	𒄩𒀸𒋾𒅀𒀸, 𒄩𒀸𒋫𒅀𒀸	𒄩𒀸𒋾𒅀𒀸, 𒄩𒀸𒋫𒅀𒀸
bone		ḫa-aš-ti-ya-aš, ḫa-aš-ta-ya-aš	ḫa-aš-ti-ya-aš, ḫa-aš-ta-ya-aš
bone	dative-locative	𒄩𒀸𒋾𒅀, 𒄩𒀸𒋫𒄿	𒄩𒀸𒋾𒅀𒀸, 𒄩𒀸𒋫𒅀𒀸
bone		ḫa-aš-ti-ya, ḫa-aš-ta-i	ḫa-aš-ti-ya-aš, ḫa-aš-ta-ya-aš
bone	allative	𒄩𒀸𒋾𒅀	–
bone		ḫa-aš-ti-ya	
bone	ablative	𒄩𒀸𒋾𒅀𒊍, 𒄩𒀸𒋫𒅀𒊍	𒄩𒀸𒋾𒅀𒊍, 𒄩𒀸𒋫𒅀𒊍
bone		ḫa-aš-ti-ya-az, ḫa-aš-ta-ya-az	ḫa-aš-ti-ya-az, ḫa-aš-ta-ya-az
bone	instrumental	𒄩𒀸𒋫𒀉	𒄩𒀸𒋫𒀉
bone		ḫa-aš-ta-it	ḫa-aš-ta-it
king	cuneiform
king	u-stem noun
king	common gender	singular	plural
king	nominative	𒈗𒍑	𒈗𒌋𒌍
king		LUGAL-uš	LUGAL-ú-eš
king	accusative	𒈗𒌦	𒈗𒍑
king		LUGAL-un	LUGAL-uš
king	genitive	𒈗𒌋𒉿𒀸	𒈗𒌋𒉿𒀸
king		LUGAL-ú-wa-aš	LUGAL-ú-wa-aš
king	dative-locative	𒈗𒌋𒄿	𒈗𒌋𒉿𒀸
king		LUGAL-ú-i	LUGAL-ú-wa-aš
king	allative	𒈗𒌋𒉿	–
king		LUGAL-ú-wa	
king	ablative	𒈗𒌋𒉿𒊍, 𒈗𒌋𒉿𒍝	𒈗𒌋𒉿𒊍, 𒈗𒌋𒉿𒍝
king		LUGAL-ú-wa-az, LUGAL-ú-wa-za	LUGAL-ú-wa-az, LUGAL-ú-wa-za
king	instrumental	𒈗𒌋𒀉	𒈗𒌋𒀉
king		LUGAL-ú-it	LUGAL-ú-it
king		More than one syllabification is possible. For more information see Wiktionary:Hittite transliteration
