appear	imperfective aspect		imperfective aspect		imperfective aspect	
appear	infinitive		появля́ться	pojavljátʹsja	появля́ться	pojavljátʹsja
appear	participles		present tense		past tense	
appear	active		появля́ющийся	pojavljájuščijsja	появля́вшийся	pojavljávšijsja
appear	passive		—		—	
appear	adverbial		появля́ясь	pojavljájasʹ	появля́вшись	pojavljávšisʹ
appear			present tense		future tense	
appear	1st singular (я)		появля́юсь	pojavljájusʹ	бу́ду появля́ться	búdu pojavljátʹsja
appear	2nd singular (ты)		появля́ешься	pojavljáješʹsja	бу́дешь появля́ться	búdešʹ pojavljátʹsja
appear	3rd singular (он/она́/оно́)		появля́ется	pojavljájetsja	бу́дет появля́ться	búdet pojavljátʹsja
appear	1st plural (мы)		появля́емся	pojavljájemsja	бу́дем появля́ться	búdem pojavljátʹsja
appear	2nd plural (вы)		появля́етесь	pojavljájetesʹ	бу́дете появля́ться	búdete pojavljátʹsja
appear	3rd plural (они́)		появля́ются	pojavljájutsja	бу́дут появля́ться	búdut pojavljátʹsja
appear	imperative		singular		plural	
appear			появля́йся	pojavljájsja	появля́йтесь	pojavljájtesʹ
appear	past tense		singular		plural(мы/вы/они́)	
appear	masculine (я/ты/он)		появля́лся	pojavljálsja	появля́лись	pojavljálisʹ
appear	feminine (я/ты/она́)		появля́лась	pojavljálasʹ	появля́лись	pojavljálisʹ
appear	neuter (оно́)		появля́лось	pojavljálosʹ	появля́лись	pojavljálisʹ
be-inherently	imperfective aspect				imperfective aspect				imperfective aspect			
be-inherently	infinitive				бы́ть	býtʹ			бы́ть	býtʹ		
be-inherently	participles				present tense				past tense			
be-inherently	active				су́щий	súščij			бы́вший	bývšij		
be-inherently	passive				—				—			
be-inherently	adverbial				бу́дучи	búduči			бы́в,бы́вшиši	býv	bývši	
be-inherently					present tense				future tense			
be-inherently	1st singular (я)				есть1△,е́смь1△1△	jestʹ1△	jésmʹ1△1△		бу́ду	búdu		
be-inherently	2nd singular (ты)				есть1△,еси́2△1△,е́сь2△1△	jestʹ1△	jesí2△1△	jésʹ2△1△	бу́дешь	búdešʹ		
be-inherently	3rd singular (он/она́/оно́)				есть1△	jestʹ1△			бу́дет	búdet		
be-inherently	1st plural (мы)				есть1△,есмы́2△1△	jestʹ1△	jesmý2△1△		бу́дем	búdem		
be-inherently	2nd plural (вы)				есть1△,е́сте2△1△	jestʹ1△	jéste2△1△		бу́дете	búdete		
be-inherently	3rd plural (они́)				есть1△,су́ть1△1△	jestʹ1△	sútʹ1△1△		бу́дут	búdut		
be-inherently	imperative				singular				plural			
be-inherently					бу́дь	búdʹ			бу́дьте	búdʹte		
be-inherently	past tense				singular				plural(мы/вы/они́)			
be-inherently	masculine (я/ты/он)				бы́л	býl			бы́ли	býli		
be-inherently	feminine (я/ты/она́)				была́	bylá			бы́ли	býli		
be-inherently	neuter (оно́)				бы́ло	býlo			бы́ли	býli		
change	imperfective aspect			imperfective aspect			imperfective aspect		
change	infinitive			изменя́ть	izmenjátʹ		изменя́ть	izmenjátʹ	
change	participles			present tense			past tense		
change	active			изменя́ющий	izmenjájuščij		изменя́вший	izmenjávšij	
change	passive			изменя́емый	izmenjájemyj		—		
change	adverbial			изменя́я	izmenjája		изменя́в,изменя́вшиši	izmenjáv	izmenjávši
change				present tense			future tense		
change	1st singular (я)			изменя́ю	izmenjáju		бу́ду изменя́ть	búdu izmenjátʹ	
change	2nd singular (ты)			изменя́ешь	izmenjáješʹ		бу́дешь изменя́ть	búdešʹ izmenjátʹ	
change	3rd singular (он/она́/оно́)			изменя́ет	izmenjájet		бу́дет изменя́ть	búdet izmenjátʹ	
change	1st plural (мы)			изменя́ем	izmenjájem		бу́дем изменя́ть	búdem izmenjátʹ	
change	2nd plural (вы)			изменя́ете	izmenjájete		бу́дете изменя́ть	búdete izmenjátʹ	
change	3rd plural (они́)			изменя́ют	izmenjájut		бу́дут изменя́ть	búdut izmenjátʹ	
change	imperative			singular			plural		
change				изменя́й	izmenjáj		изменя́йте	izmenjájte	
change	past tense			singular			plural(мы/вы/они́)		
change	masculine (я/ты/он)			изменя́л	izmenjál		изменя́ли	izmenjáli	
change	feminine (я/ты/она́)			изменя́ла	izmenjála		изменя́ли	izmenjáli	
change	neuter (оно́)			изменя́ло	izmenjálo		изменя́ли	izmenjáli	
climb	imperfective aspect		imperfective aspect		imperfective aspect	
climb	infinitive		взбира́ться	vzbirátʹsja	взбира́ться	vzbirátʹsja
climb	participles		present tense		past tense	
climb	active		взбира́ющийся	vzbirájuščijsja	взбира́вшийся	vzbirávšijsja
climb	passive		—		—	
climb	adverbial		взбира́ясь	vzbirájasʹ	взбира́вшись	vzbirávšisʹ
climb			present tense		future tense	
climb	1st singular (я)		взбира́юсь	vzbirájusʹ	бу́ду взбира́ться	búdu vzbirátʹsja
climb	2nd singular (ты)		взбира́ешься	vzbiráješʹsja	бу́дешь взбира́ться	búdešʹ vzbirátʹsja
climb	3rd singular (он/она́/оно́)		взбира́ется	vzbirájetsja	бу́дет взбира́ться	búdet vzbirátʹsja
climb	1st plural (мы)		взбира́емся	vzbirájemsja	бу́дем взбира́ться	búdem vzbirátʹsja
climb	2nd plural (вы)		взбира́етесь	vzbirájetesʹ	бу́дете взбира́ться	búdete vzbirátʹsja
climb	3rd plural (они́)		взбира́ются	vzbirájutsja	бу́дут взбира́ться	búdut vzbirátʹsja
climb	imperative		singular		plural	
climb			взбира́йся	vzbirájsja	взбира́йтесь	vzbirájtesʹ
climb	past tense		singular		plural(мы/вы/они́)	
climb	masculine (я/ты/он)		взбира́лся	vzbirálsja	взбира́лись	vzbirálisʹ
climb	feminine (я/ты/она́)		взбира́лась	vzbirálasʹ	взбира́лись	vzbirálisʹ
climb	neuter (оно́)		взбира́лось	vzbirálosʹ	взбира́лись	vzbirálisʹ
cool	perfective aspect			perfective aspect			perfective aspect		
cool	infinitive			остуди́ть	ostudítʹ		остуди́ть	ostudítʹ	
cool	participles			present tense			past tense		
cool	active			—			остуди́вший	ostudívšij	
cool	passive			—			осту́женный	ostúžennyj	
cool	adverbial			—			остуди́в,остуди́вшиši	ostudív	ostudívši
cool				present tense			future tense		
cool	1st singular (я)			—			остужу́	ostužú	
cool	2nd singular (ты)			—			осту́дишь	ostúdišʹ	
cool	3rd singular (он/она́/оно́)			—			осту́дит	ostúdit	
cool	1st plural (мы)			—			осту́дим	ostúdim	
cool	2nd plural (вы)			—			осту́дите	ostúdite	
cool	3rd plural (они́)			—			осту́дят	ostúdjat	
cool	imperative			singular			plural		
cool				остуди́	ostudí		остуди́те	ostudíte	
cool	past tense			singular			plural(мы/вы/они́)		
cool	masculine (я/ты/он)			остуди́л	ostudíl		остуди́ли	ostudíli	
cool	feminine (я/ты/она́)			остуди́ла	ostudíla		остуди́ли	ostudíli	
cool	neuter (оно́)			остуди́ло	ostudílo		остуди́ли	ostudíli	
direct	imperfective aspect			imperfective aspect			imperfective aspect		
direct	infinitive			води́ть	vodítʹ		води́ть	vodítʹ	
direct	participles			present tense			past tense		
direct	active			водя́щий	vodjáščij		води́вший	vodívšij	
direct	passive			води́мый	vodímyj		во́женный	vóžennyj	
direct	adverbial			водя́	vodjá		води́в,води́вшиši	vodív	vodívši
direct				present tense			future tense		
direct	1st singular (я)			вожу́	vožú		бу́ду води́ть	búdu vodítʹ	
direct	2nd singular (ты)			во́дишь	vódišʹ		бу́дешь води́ть	búdešʹ vodítʹ	
direct	3rd singular (он/она́/оно́)			во́дит	vódit		бу́дет води́ть	búdet vodítʹ	
direct	1st plural (мы)			во́дим	vódim		бу́дем води́ть	búdem vodítʹ	
direct	2nd plural (вы)			во́дите	vódite		бу́дете води́ть	búdete vodítʹ	
direct	3rd plural (они́)			во́дят	vódjat		бу́дут води́ть	búdut vodítʹ	
direct	imperative			singular			plural		
direct				води́	vodí		води́те	vodíte	
direct	past tense			singular			plural(мы/вы/они́)		
direct	masculine (я/ты/он)			води́л	vodíl		води́ли	vodíli	
direct	feminine (я/ты/она́)			води́ла	vodíla		води́ли	vodíli	
direct	neuter (оно́)			води́ло	vodílo		води́ли	vodíli	
displease	imperfective aspect			imperfective aspect			imperfective aspect		
displease	infinitive			огорча́ть	ogorčátʹ		огорча́ть	ogorčátʹ	
displease	participles			present tense			past tense		
displease	active			огорча́ющий	ogorčájuščij		огорча́вший	ogorčávšij	
displease	passive			огорча́емый	ogorčájemyj		—		
displease	adverbial			огорча́я	ogorčája		огорча́в,огорча́вшиši	ogorčáv	ogorčávši
displease				present tense			future tense		
displease	1st singular (я)			огорча́ю	ogorčáju		бу́ду огорча́ть	búdu ogorčátʹ	
displease	2nd singular (ты)			огорча́ешь	ogorčáješʹ		бу́дешь огорча́ть	búdešʹ ogorčátʹ	
displease	3rd singular (он/она́/оно́)			огорча́ет	ogorčájet		бу́дет огорча́ть	búdet ogorčátʹ	
displease	1st plural (мы)			огорча́ем	ogorčájem		бу́дем огорча́ть	búdem ogorčátʹ	
displease	2nd plural (вы)			огорча́ете	ogorčájete		бу́дете огорча́ть	búdete ogorčátʹ	
displease	3rd plural (они́)			огорча́ют	ogorčájut		бу́дут огорча́ть	búdut ogorčátʹ	
displease	imperative			singular			plural		
displease				огорча́й	ogorčáj		огорча́йте	ogorčájte	
displease	past tense			singular			plural(мы/вы/они́)		
displease	masculine (я/ты/он)			огорча́л	ogorčál		огорча́ли	ogorčáli	
displease	feminine (я/ты/она́)			огорча́ла	ogorčála		огорча́ли	ogorčáli	
displease	neuter (оно́)			огорча́ло	ogorčálo		огорча́ли	ogorčáli	
eat	imperfective aspect			imperfective aspect			imperfective aspect		
eat	infinitive			е́сть	jéstʹ		е́сть	jéstʹ	
eat	participles			present tense			past tense		
eat	active			едя́щий	jedjáščij		е́вший	jévšij	
eat	passive			едо́мый*	jedómyj*		е́денный	jédennyj	
eat	adverbial			едя́	jedjá		е́в,е́вшиši	jév	jévši
eat				present tense			future tense		
eat	1st singular (я)			е́м	jém		бу́ду е́сть	búdu jéstʹ	
eat	2nd singular (ты)			е́шь	jéšʹ		бу́дешь е́сть	búdešʹ jéstʹ	
eat	3rd singular (он/она́/оно́)			е́ст	jést		бу́дет е́сть	búdet jéstʹ	
eat	1st plural (мы)			еди́м	jedím		бу́дем е́сть	búdem jéstʹ	
eat	2nd plural (вы)			еди́те	jedíte		бу́дете е́сть	búdete jéstʹ	
eat	3rd plural (они́)			едя́т	jedját		бу́дут е́сть	búdut jéstʹ	
eat	imperative			singular			plural		
eat				е́шь	jéšʹ		е́шьте	jéšʹte	
eat	past tense			singular			plural(мы/вы/они́)		
eat	masculine (я/ты/он)			е́л	jél		е́ли	jéli	
eat	feminine (я/ты/она́)			е́ла	jéla		е́ли	jéli	
eat	neuter (оно́)			е́ло	jélo		е́ли	jéli	
endure	imperfective aspect			imperfective aspect			imperfective aspect		
endure	infinitive			терпе́ть	terpétʹ		терпе́ть	terpétʹ	
endure	participles			present tense			past tense		
endure	active			те́рпящий	térpjaščij		терпе́вший	terpévšij	
endure	passive			терпи́мый	terpímyj		—		
endure	adverbial			терпя́	terpjá		терпе́в,терпе́вшиši	terpév	terpévši
endure				present tense			future tense		
endure	1st singular (я)			терплю́	terpljú		бу́ду терпе́ть	búdu terpétʹ	
endure	2nd singular (ты)			те́рпишь	térpišʹ		бу́дешь терпе́ть	búdešʹ terpétʹ	
endure	3rd singular (он/она́/оно́)			те́рпит	térpit		бу́дет терпе́ть	búdet terpétʹ	
endure	1st plural (мы)			те́рпим	térpim		бу́дем терпе́ть	búdem terpétʹ	
endure	2nd plural (вы)			те́рпите	térpite		бу́дете терпе́ть	búdete terpétʹ	
endure	3rd plural (они́)			те́рпят	térpjat		бу́дут терпе́ть	búdut terpétʹ	
endure	imperative			singular			plural		
endure				терпи́	terpí		терпи́те	terpíte	
endure	past tense			singular			plural(мы/вы/они́)		
endure	masculine (я/ты/он)			терпе́л	terpél		терпе́ли	terpéli	
endure	feminine (я/ты/она́)			терпе́ла	terpéla		терпе́ли	terpéli	
endure	neuter (оно́)			терпе́ло	terpélo		терпе́ли	terpéli	
fall	imperfective aspect			imperfective aspect			imperfective aspect		
fall	infinitive			па́дать	pádatʹ		па́дать	pádatʹ	
fall	participles			present tense			past tense		
fall	active			па́дающий	pádajuščij		па́давший	pádavšij	
fall	passive			—			—		
fall	adverbial			па́дая	pádaja		па́дав,па́давшиši	pádav	pádavši
fall				present tense			future tense		
fall	1st singular (я)			па́даю	pádaju		бу́ду па́дать	búdu pádatʹ	
fall	2nd singular (ты)			па́даешь	pádaješʹ		бу́дешь па́дать	búdešʹ pádatʹ	
fall	3rd singular (он/она́/оно́)			па́дает	pádajet		бу́дет па́дать	búdet pádatʹ	
fall	1st plural (мы)			па́даем	pádajem		бу́дем па́дать	búdem pádatʹ	
fall	2nd plural (вы)			па́даете	pádajete		бу́дете па́дать	búdete pádatʹ	
fall	3rd plural (они́)			па́дают	pádajut		бу́дут па́дать	búdut pádatʹ	
fall	imperative			singular			plural		
fall				па́дай	pádaj		па́дайте	pádajte	
fall	past tense			singular			plural(мы/вы/они́)		
fall	masculine (я/ты/он)			па́дал	pádal		па́дали	pádali	
fall	feminine (я/ты/она́)			па́дала	pádala		па́дали	pádali	
fall	neuter (оно́)			па́дало	pádalo		па́дали	pádali	
fly	imperfective aspect			imperfective aspect			imperfective aspect		
fly	infinitive			лета́ть	letátʹ		лета́ть	letátʹ	
fly	participles			present tense			past tense		
fly	active			лета́ющий	letájuščij		лета́вший	letávšij	
fly	passive			—			—		
fly	adverbial			лета́я	letája		лета́в,лета́вшиši	letáv	letávši
fly				present tense			future tense		
fly	1st singular (я)			лета́ю	letáju		бу́ду лета́ть	búdu letátʹ	
fly	2nd singular (ты)			лета́ешь	letáješʹ		бу́дешь лета́ть	búdešʹ letátʹ	
fly	3rd singular (он/она́/оно́)			лета́ет	letájet		бу́дет лета́ть	búdet letátʹ	
fly	1st plural (мы)			лета́ем	letájem		бу́дем лета́ть	búdem letátʹ	
fly	2nd plural (вы)			лета́ете	letájete		бу́дете лета́ть	búdete letátʹ	
fly	3rd plural (они́)			лета́ют	letájut		бу́дут лета́ть	búdut letátʹ	
fly	imperative			singular			plural		
fly				лета́й	letáj		лета́йте	letájte	
fly	past tense			singular			plural(мы/вы/они́)		
fly	masculine (я/ты/он)			лета́л	letál		лета́ли	letáli	
fly	feminine (я/ты/она́)			лета́ла	letála		лета́ли	letáli	
fly	neuter (оно́)			лета́ло	letálo		лета́ли	letáli	
hear	imperfective aspect			imperfective aspect			imperfective aspect		
hear	infinitive			слы́шать	slýšatʹ		слы́шать	slýšatʹ	
hear	participles			present tense			past tense		
hear	active			слы́шащий	slýšaščij		слы́шавший	slýšavšij	
hear	passive			слы́шимый	slýšimyj		слы́шанный	slýšannyj	
hear	adverbial			слы́ша	slýša		слы́шав,слы́шавшиši	slýšav	slýšavši
hear				present tense			future tense		
hear	1st singular (я)			слы́шу	slýšu		бу́ду слы́шать	búdu slýšatʹ	
hear	2nd singular (ты)			слы́шишь	slýšišʹ		бу́дешь слы́шать	búdešʹ slýšatʹ	
hear	3rd singular (он/она́/оно́)			слы́шит	slýšit		бу́дет слы́шать	búdet slýšatʹ	
hear	1st plural (мы)			слы́шим	slýšim		бу́дем слы́шать	búdem slýšatʹ	
hear	2nd plural (вы)			слы́шите	slýšite		бу́дете слы́шать	búdete slýšatʹ	
hear	3rd plural (они́)			слы́шат	slýšat		бу́дут слы́шать	búdut slýšatʹ	
hear	imperative			singular			plural		
hear				—			—		
hear	past tense			singular			plural(мы/вы/они́)		
hear	masculine (я/ты/он)			слы́шал	slýšal		слы́шали	slýšali	
hear	feminine (я/ты/она́)			слы́шала	slýšala		слы́шали	slýšali	
hear	neuter (оно́)			слы́шало	slýšalo		слы́шали	slýšali	
occupy	imperfective aspect			imperfective aspect			imperfective aspect		
occupy	infinitive			занима́ть	zanimátʹ		занима́ть	zanimátʹ	
occupy	participles			present tense			past tense		
occupy	active			занима́ющий	zanimájuščij		занима́вший	zanimávšij	
occupy	passive			занима́емый	zanimájemyj		—		
