animal	attic	case / #	singular	dual	plural										
animal	attic	nominative	τὸ ζῷον	tò zôion	τὼ ζῴω	tṑ zṓiō	τᾰ̀ ζῷᾰ	tà zôia							
animal	attic	genitive	τοῦ ζῴου	toû zṓiou	τοῖν ζῴοιν	toîn zṓioin	τῶν ζῴων	tôn zṓiōn							
animal	attic	dative	τῷ ζῴῳ	tôi zṓiōi	τοῖν ζῴοιν	toîn zṓioin	τοῖς ζῴοις	toîs zṓiois							
animal	attic	accusative	τὸ ζῷον	tò zôion	τὼ ζῴω	tṑ zṓiō	τᾰ̀ ζῷᾰ	tà zôia							
animal	attic	vocative	ζῷον	zôion	ζῴω	zṓiō	ζῷᾰ	zôia							
animal	attic	notes:	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.
attention	attic	case / #	singular	dual	plural																							
attention	attic	nominative	ἡ φροντῐ́ς	hē phrontís	τὼ φροντῐ́δε	tṑ phrontíde	αἱ φροντῐ́δες	hai phrontídes																				
attention	attic	genitive	τῆς φροντῐ́δος	tês phrontídos	τοῖν φροντῐ́δοιν	toîn phrontídoin	τῶν φροντῐ́δων	tôn phrontídōn																				
attention	attic	dative	τῇ φροντῐ́δῐ	têi phrontídi	τοῖν φροντῐ́δοιν	toîn phrontídoin	ταῖς φροντῐ́σῐ / φροντῐ́σῐν	taîs phrontísi(n)																				
attention	attic	accusative	τὴν φροντῐ́δᾰ	tḕn phrontída	τὼ φροντῐ́δε	tṑ phrontíde	τᾱ̀ς φροντῐ́δᾰς	tā̀s phrontídas																				
attention	attic	vocative	φροντῐ́ς	phrontís	φροντῐ́δε	phrontíde	φροντῐ́δες	phrontídes																				
attention	attic	notes:	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.Nominative singular -ς () arose by reduction of the original cluster *-ds.	-s	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.Nominative singular -ς () arose by reduction of the original cluster *-ds.	-s	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.Nominative singular -ς () arose by reduction of the original cluster *-ds.	-s	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.Nominative singular -ς () arose by reduction of the original cluster *-ds.	-s	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.Nominative singular -ς () arose by reduction of the original cluster *-ds.	-s	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.Nominative singular -ς () arose by reduction of the original cluster *-ds.	-s	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.Nominative singular -ς () arose by reduction of the original cluster *-ds.	-s	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.Nominative singular -ς () arose by reduction of the original cluster *-ds.	-s	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.Nominative singular -ς () arose by reduction of the original cluster *-ds.	-s	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.Nominative singular -ς () arose by reduction of the original cluster *-ds.	-s	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.Nominative singular -ς () arose by reduction of the original cluster *-ds.	-s	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.Nominative singular -ς () arose by reduction of the original cluster *-ds.	-s	This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.Nominative singular -ς () arose by reduction of the original cluster *-ds.	-s
bird	attic	case / #	singular	dual	plural																							
bird	attic	nominative	ὁ, ἡ ὄρνῑς	ho, hē órnīs	τὼ ὄρνῑθε	tṑ órnīthe	οἱ, αἱ ὄρνῑθες	hoi, hai órnīthes																				
bird	attic	genitive	τοῦ, τῆς ὄρνῑθος	toû, tês órnīthos	τοῖν ὀρνῑ́θοιν	toîn ornī́thoin	τῶν ὀρνῑ́θων	tôn ornī́thōn																				
bird	attic	dative	τῷ, τῇ ὄρνῑθῐ	tôi, têi órnīthi	τοῖν ὀρνῑ́θοιν	toîn ornī́thoin	τοῖς, ταῖς ὄρνῑσῐ / ὄρνῑσῐν	toîs, taîs órnīsi(n)																				
