δύο	numeral
λύκος	noun
δημοκρατία	noun
νίκη	noun
μέλι	noun
φῶς	noun
μία	numeral
μελῳδία	noun
ἵππος	noun
καί	conjunction
ἐρώμενος	noun
ἐραστής	noun
ἀνήρ	noun
ὁ	pronoun
ἄγω	verb
ἀλλά	conjunction
βασίλεια	noun
γῆ	noun
εἰ	conjunction
κόρη	noun
ἄγγελος	noun
ἄνευ	preposition
ἄνθρωπος	noun
κυριακή	noun
γραμματική	noun
γραμματική	adjective
φόβος	noun
ἄστρον	noun
ἄλφα	noun
ι	numeral
πνεῦμα	noun
κύριος	adjective
κύριος	noun
θεός	adjective
θεός	noun
ἅγιος	adjective
ἅγιος	noun
θάνατος	noun
ἔθνος	noun
σοφία	noun
βίβλος	noun
λόγος	noun
ἀγάπη	noun
ἰατρός	noun
νέος	adjective
ὀλίγος	adjective
ἡδονή	noun
καρδία	noun
πλῆθος	noun
τρεῖς	numeral
ἀρχή	noun
ἑπτά	numeral
ἐκκλησία	noun
ἐρυθρός	adjective
καιρός	noun
ἀγαπάω	verb
ὀφθαλμός	noun
πεντηκοστή	noun
ἰουδαία	adjective
ἰουδαία	noun
ψυχή	noun
ὅλος	adjective
ἀπόστολος	noun
ἀσθένεια	noun
μάχαιρα	noun
ἕλλην	noun
βάρβαρος	adjective
ἡμέρα	noun
ζωή	noun
ἰουδαῖος	noun
ἀγαθός	adjective
νόμος	noun
ἀλήθεια	noun
σάρξ	noun
ὕπνος	noun
πρωτοτόκος	adjective
οὐρανός	noun
ἀμήν	adverb
φαρισαῖος	noun
ἀκούω	verb
ἀρχαῖος	adjective
ταχύ	adjective
ἀριστερός	adjective
σῶμα	noun
ὀδούς	noun
ἥλιος	noun
ἐλεημοσύνη	noun
ὑποκριτής	noun
ἀγρός	noun
κακία	noun
εὑρίσκω	verb
ἰχθύς	noun
ὥρα	noun
ἀνθρακιά	noun
στῆθος	noun
ἔξοδος	noun
αἴνιγμα	noun
ἄνθος	noun
ἄνθος	noun
βίος	noun
ὄνομα	noun
αἷμα	noun
πρῶτος	adjective
φοῖνιξ	noun
κάμηλος	noun
ὕδωρ	noun
ἀκάθαρτος	adjective
ᾄδω	verb
ἄλλος	adjective
διά	preposition
διά	adverb
εἰρήνη	noun
κράτος	noun
λέων	noun
μέλας	adjective
οὖς	noun
ῥέω	verb
στέφανος	noun
ταῦρος	noun
υἱός	noun
εὖ	adverb
ἀγαπητός	adjective
αἰών	noun
ἀεί	adverb
πυρετός	noun
πυρά	noun
πυρά	noun
πῦρ	noun
σύν	preposition
φίλος	adjective
φίλος	noun
παρά	preposition
λύω	verb
ἀήρ	noun
ὑγιής	adjective
ποιέω	verb
πρῶτον	adjective
ἀδελφός	adjective
ἀδελφός	noun
ῥίζα	noun
αὐξάνω	verb
ἑκατόν	numeral
εὐθέως	adverb
εὐθέως	adjective
ἄκαρπος	adjective
ὅμοιος	adjective
σίναπι	noun
ὑπό	preposition
μόνος	adjective
πρός	preposition
ὕψος	noun
δίς	adverb
ἄρχομαι	verb
ἔτος	noun
πιστεύω	verb
πείθω	verb
πατριά	noun
ἀδελφή	noun
ἀποκεφαλίζω	verb
ἀπό	preposition
γάμος	noun
γένεσις	noun
γενεά	noun
πρό	preposition
πρό	adverb
ἥμισυ	adjective
ἅμα	adverb
ἅμα	preposition
ἀββα	noun
πτῶμα	noun
ἰδέα	noun
ἴδιος	adjective
ἄγριος	adjective
μετά	preposition
μετά	adverb
σάλος	noun
ἑλληνικός	adjective
ἰῶτα	noun
χάρις	noun
ἀβαρής	adjective
ῥωμαϊκός	adjective
ῥωμαῖος	adjective
ῥωμαῖος	noun
νᾶνος	noun
καλός	adjective
γάρ	conjunction
τῷ	conjunction
τοῦ	pronoun
πούς	noun
δοῦλος	adjective
