						
						# natural items
be	ingredient	be	natural			
be	ingredient	be	item			
be	resource	be	natural			
be	resource	be	item			
be	material	be	item			
						
be	rock	be	natural			
be	rock	be	item			
be	rock	can	be-thrown			
						
be	bone	be	natural			
be	bone	be	biotic			
be	bone	be	item			
						
					# potables	
be	potable	can	be-drunk			
be	potable	be	liquid			
						
be	alcoholic	be	potable			
be	caffeinated	be	potable			
be	nonpsychoactive	be	potable			
						
be	water	be	nonpsychoactive			
be	wine	be	alcoholic			
be	wine	be	alcoholic			
be	beer	be	alcoholic			
be	mead	be	alcoholic			
be	coffee	be	caffeinated			
be	tea	be	caffeinated			
be	soda	be	caffeinated			
be	milk	be	nonpsychoactive			
be	milk	be	dairy			
be	cocoa	be	nonpsychoactive			
be	lemonade	be	nonpsychoactive			
be	cider	be	nonpsychoactive			
						
be	edible	can	be-tasted		#edibles	
be	edible	can	be-eaten			
be	edible	be	item			
						
be	egg	be	edible			
be	meat	be	edible			
be	cheese	be	edible			
be	cheese	be	dairly			
						
be	beef	be	meat			
be	pork	be	meat			
be	mutton	be	meat			
be	venison	be	meat			
be	bacon	be	pork			
						
						"# artificial items (""artifacts"")"
be	artifact	be	artificial			
be	artifact	be	item			
be	artifact	can	be-used			
be	artifact	can	be-owned			
						
be	luggage	be	artifact			
be	luggage	be	container			
						
be	textual	be	artifact			
be	textual	can	be-read			
be	textual	can	be-written			
be	textual	can	be-carried			
be	textual	can	be-held			
be	textual	can	be-used			
be	textual	bear	length			
						
be	book	be	textual			
be	book	can	be-owned			
be	message	be	textual			
be	letter	be	textual			
						
be	pictoral	be	artifact			
be	pictoral	can	be-drawn			
						
be	scetch	be	pictoral			
be	painting	be	pictoral			
be	portrait	be	pictoral			
						
be	line	be	graphical-element			
be	circle	be	graphical-element			
						
be	valuable	be	item			
be	valuable	can	be-owned			
be	valuable	bear	value			
be	valuable	can	be-given			
be	valuable	can	be-lost			
						
					#clothing	
be	clothing	be	artifact			
be	clothing	can	be-worn			
be	clothing	can	be-owned			
						
be	underwear	be	clothing			
be	bra	be	clothing			
be	sock	be	clothing			
be	pants	be	clothing			
be	shirt	be	clothing			
be	shoe	be	clothing			
be	hat	be	clothing			
be	belt	be	clothing			
be	tie	be	clothing			
be	gloves	be	clothing			
be	scarf	be	clothing			
be	jacket	be	clothing			
be	coat	be	clothing			
						
be	jeans	be	pants			
be	trousers	be	pants			
						
be	female-clothing	be	clothing			
be	dress	be	female-clothing			
be	skirt	be	female-clothing			
be	blouse	be	female-clothing			
						
be	armor	be	clothing			
be	armor	can	shield			
be	armor	can	protect			
						
					# weildable	
be	weildable	be	artifact			
be	weildable	can	be-held			
						
be	light-source	be	artifact			
be	light-source	can	light			
						
be	gift	be	valuable			
be	ring	be	valuable			
be	money	be	valuable			
						
be	tipstaff	be	weildable			
						
be	tool	be	weildable			
						
be	ax	be	weildable			
						
be	weapon	be	weildable	#weapons		
be	weapon	can	hit			
						
be	blunt-weapon	be	weapon			
be	blunt-weapon	can	bash			
						
be	piercing-weapon	be	weapon			
be	piercing-weapon	can	stab			
						
be	slashing-weapon	be	weapon			
be	slashing-weapon	can	cut			
be	slashing-weapon	can	slash			
						
be	ballistic-weapon	be	weapon			
be	ballistic-weapon	can	shoot			
be	gun	be	ballistic-weapon			
be	bow	be	ballistic-weapon			
						
be	projectile	be	weapon			
be	projectile	can	be-shot			
						
be	blunt-projectile	be	projectile			
be	bullet	be	blunt-projectile			
						
be	piercing-projectile	be	projectile			
be	piercing-projectile	can	stab			
be	arrow	be	piercing-projectile			
