								
						# immaterial or inaccessible physical observables		
be	phenomenon	be	physical					
be	phenomenon	can	can-be-sensed					
								
be	celestial	be	physical					
be	celestial	be	immovable					
be	celestial	can	can-be-seen					
								
be	atmospheric	be	physical					
be	atmospheric	be	immovable					
be	atmospheric	can	can-be-seen					
								
					# celestials			
be	sun	be	celestial					
be	moon	be	celestial					
be	star	be	celestial					
be	planet	be	celestial					
								
					# weather			
be	weather	be	atmospheric					
be	weather	be	phenomenon					
								
be	rain	can	can-fall					
be	rain	be	weather					
be	snow	can	can-fall					
be	snow	be	weather					
be	wind	can	can-blow					
be	wind	be	weather					
								
					# phenomenon			
be	visible-phenomenon	be	phenomenon					
be	visible-phenomenon	can	can-be-seen					
								
be	audible-phenomenon	be	phenomenon					
be	audible-phenomenon	can	can-be-heard					
								
				# visible phenomenon				
be	shadow	be	phenomenon					
be	light-ray	be	phenomenon					
								
				# audible phenomenon				
be	echo	be	audible					
be	echo	be	phenomenon					
be	rain	be	audible					
be	thunder	be	audible					
be	horn	be	audible					
								
be	spoken	be	audible					
								
be	name	be	spoken					
be	comment	be	spoken					
be	comment	bear	has-length					
								
						"# accessible fixed statics (""location"")"		
						# see location.tsv for more examples		
be	location	be	fixed					
be	location	be	static					
be	location	be	physical					
								
						#matter/energy		
be	energy	be	physical					
								
be	matter	can	can-be-seen					
be	matter	be	physical					
								
be	light	be	energy					
be	light	can	can-be-seen					
be	lightning	be	atmospheric					
be	lightning	be	energy					
be	lightning	can	can-be-seen					
be	wind	be	energy					
								
					#solid/liquid/gas			
be	fluid	can	can-flow					
be	fluid	be	matter					
								
be	solid	bear	has-shape					
be	solid	be	matter					
be	liquid	be	fluid					
be	liquid	can	can-be-poured					
be	gas	be	fluid					
be	gas	can	can-be-breathed					
be	gas	can	can-be-smelled					
								
be	living	be	solid					
								
					#classical elements			
be	earth	be	solid					
be	fire	be	energy					
be	air	be	gas					
be	water	be	liquid					
								
be	fire	be	dynamic					
be	fire	be	visible-phenomenon					
be	fire	can	can-burn					
be	fire	can	can-grow					
be	fire	can	can-move					
								
be	water	be	potable					
be	water	can	can-be-swam-in					
be	water	can	can-be-swam-on					
be	water	can	can-be-floated-in					
be	water	can	can-be-floated-on					
								
be	earth	can	can-be-burrowed-in					
be	earth	can	can-be-grown-in					
be	earth	can	can-be-grown-on					
be	earth	bear	has-surface					
								
be	ground	be	earth					
be	ground	can	can-be-walked-on					
be	dirt	be	earth					
be	dirt	can	can-be-walked-on					
be	soil	be	earth					
be	soil	can	can-be-walked-on					
be	hummus	be	earth					
be	hummus	be	biotic					
								
					# solids			
be	sessile	be	fixed					
be	motile	be	unfixed					
								
be	fixed	be	immoble					
be	fixed	be	static					
be	fixed	be	solid					
								
be	unfixed	be	mobile					
be	unfixed	be	solid					
								
				# solids that are not strictly fixed or unfixed				
be	furniture	be	artificial					
be	furniture	be	static					
be	furniture	be	solid					
be	furniture	can	can-be-used					
be	furniture	can	can-be-walked-to					
								
be	container	be	artificial					
be	container	be	static					
be	container	be	solid					
be	container	can	can-be-used					
be	container	can	can-store					
be	container	can	has-interior					
								
				# fixed solids				
be	tree	be	fixed					
								
be	installation	be	artificial					
be	installation	be	fixed					
								
be	construction	be	installation					
be	construction	be	location					
								
be	apparatus	be	installation					
be	apparatus	can	can-be-used					
								
be	door	be	apparatus					
be	door	can	can-open					
be	door	can	can-close					
be	door	can	can-lock					
be	door	can	can-unlock					
be	door	bear	has-interior					
								
				"# unfixed solids (""items"")"				
				# see item.tsv for more examples				
be	item	be	unfixed					
be	item	can	can-be-carried					
be	item	can	can-be-walked-to					
								
								
								
