	pronoun	я	4616321	
	particle	не	3244771	negative in full not, no, -n't, without
?	pronoun	что	2892688	what
←	conjunction	что	2858652	that
	pronoun	ты	2514817	second-person singular, nominative case: you, thou
	preposition	в	2212420	
∧	conjunction	и	2179689	and
	particle	и	2179689	
	pronoun	он	1959156	third-person masculine singular pronoun: he, it
🧑‍🤝‍🧑	pronoun	мы	1402150	we
🧍🧍	pronoun	вы	1393580	you plural or formal
	preposition	на	1240437	
	particle	на	1240437	here!
	preposition	с	1128276	
🧍🧍🐍	pronoun	оно́	992953	
📝?	conjunction	как	881303	how
💩	noun	ка́ка	881303	turd; poo
∧	conjunction	да	849761	and (сочинительный, соединительный союз
👍	particle	да	849761	let + verb
	pronoun	весь	848744	all, the whole, the whole of
	preposition	у	792931	
	adverb	нет	788483	nay
🧘	verb	быть	749240	to be
	noun	та́ка	745187	taka
📝←	adverb	так	743468	so; thus
	conjunction	но	733887	but, yet
	conjunction	а	715697	but, and introduces a new or different meaning
	particle	а	715697	colloquial particle used to seek confirmation: eh
	pronoun	а	715697	he, she or it
	pronoun	тот	587035	
	pronoun	она	539806	she, it third-person feminine singular pronoun
	preposition	о	528491	
	particle	бы	452494	A verbal particle used to render conditional and subjunctive patterns
	preposition	за	444669	
	pronoun	они́	442520	
🧍<sub>💎</sub>	pronoun	мой	371618	my, mine
	conjunction	же	345823	and, but
	particle	же	345823	Emphasises identity: very, same
	adjective	просто́й	344867	mere; raw; plain
	pronoun	она́	339178	
	preposition	из	336115	
	preposition	к	324326	
	preposition	по	298546	
	conjunction	то	294328	then
	preposition	от	254978	
	particle	вот	251781	here , this , there , that  directing attention towards something
🏋️	verb	мочь	248868	to may; to can
	noun	уж	245248	grass snake
🗣️	verb	говори́ть	232219	to speak; to talk; to say
🧓	noun	бог	222463	god
	particle	уже	207557	
	conjunction	или	204882	or
🗺️←	adverb	там	198450	there
	pronoun	твой	193073	your, yours, thy, thine '
🗺️?	conjunction	где	189182	where
🎁	verb	дава́ть	184080	to give
	pronoun	ее	182473	
🧼	verb	мыть	178276	to bath; to wash
	preposition	до	165265	
	preposition	со	147231	
	conjunction	раз	145156	if, since; as long as
	preposition	надо	140259	
🧍🧍<sub>💎</sub>	pronoun	ваш	135834	your, yours 2nd-person singular formal or 2nd-person plural
→	conjunction	ли	135282	whether, if
	particle	ли	135282	
	adverb	даже	133289	even
🧑‍🤝‍🧑<sub>💎</sub>	pronoun	наш	127313	our, ours
>	adverb	ещё	124810	yet; more
👀	verb	ви́деть	124482	to see
🏠	noun	дом	117091	house; building
	adverb	конечно	116667	last but not least
	adjective	коне́чный	116667	last
	conjunction	ни	116108	neither, nor
	particle	ни	116108	not a
	preposition	об	116106	
	conjunction	правда	114068	though, however, but
🗺️←	adverb	тут	113071	here
	noun	ту́та	113071	mulberry
📁	noun	де́ло	107794	file; act; cause
	pronoun	кото́рый	106967	
🙇	verb	прости́ть	102311	to pardon; to forgive; to excuse
🧍🧍🐍<sub>💎</sub>	pronoun	свой	99145	one's own; my, his, her, its, our, your, their '
🌱🌿🍂☃️	noun	год	98217	year
🎁	verb	дать	96863	to give
2	numeral	два	95957	two
	noun	том	92755	volume '
🏠←🚶	preposition	без	88773	
	pronoun	сам	87732	self, -self
🤑	verb	хоте́ть	83755	to want
🧍?	pronoun	кто	82607	
	preposition	после	81293	
	noun	посо́л	81293	ambassador
	preposition	во	79563	
	particle	во	79563	* year=1982|author=Сергей Донатович Довлатов |title=Зона |title2=The Zone: A Prison Camp Guard's Story|passage=— Во мужи́к, гоноре́и не зна́ет! Да трипа́к же, трипа́к!|newversion=translated as|translation="That's a peasant for you, doesn't know what gonorrhoea is! It's the clap, the clap!"|translator2=Anne Frydman|publisher2=A.A. Knopf|year2=1985|page2=74
🌿	noun	ле́то	77358	summer; year
🌹	noun	жизнь	74974	life
∵	conjunction	ведь	74564	as, because
👨‍💼	noun	сэр	72913	sir
→🕳️	preposition	через	72650	
	adverb	слишком	71448	way too
	pronoun	себя́	71156	
	particle	себе	71156	keep on
→	adjective	пра́вый	68768	right
🧍	noun	челове́к	67604	person; man
👂	verb	слу́шать	67350	to listen
	preposition	назад	64699	
	preposition	под	63863	
	adjective	то́чный	63109	just
	conjunction	точно	62977	as though, as if
	noun	друг	60980	close friend
	determiner	тот	57483	that, those
	noun	парень	55715	stripling
📍	noun	место	53666	place
➡️	noun	пра́во	51338	right
	adjective	гото́вый	49878	bound; prepared; willing
💎	noun	черта́	49410	feature; stroke; property
	adjective	рад	49132	glad
	noun	ра́да	49132	rada
3	numeral	три	46622	three
🧴	verb	тере́ть	46622	to grate; to rub
🥺	verb	проси́ть	46342	to request; to invite; to beg
😐🔫😐	verb	уби́ть	45197	to murder; to kill
😾	verb	жа́лить	43836	to sting; to bite
🌅🏙️🌇🌃	noun	день	43678	day
📥	verb	получи́ть	42684	to get
👫	noun	па́ра	42273	match; mate; couple
💩	noun	вещь	42212	shit; thing
	preposition	про	42020	
	pronoun	оно	41797	it third-person neuter singular pronoun
	adjective	уве́ренный	41697	certain; sure
	preposition	перед	41279	
🕊️	noun	мир	41187	peace
	pronoun	нее	40417	
🤑	adjective	ну́жный	39818	necessary; wanted
	verb	жить	38930	to live
	particle	ж	38765	
	noun	по́ра	38461	pore
	verb	реши́ть	38212	to resolve; to untie; to solve
	preposition	против	37516	
👦	noun	брат	36347	brother
	preposition	при	36043	
👩‍👦‍👦	noun	мать	35266	mother
	preposition	ко	34852	
🕰️	noun	час	34839	age; hour; time
	pronoun	никто́	34019	
	preposition	ради	33967	
👨‍👩‍👦	noun	сын	33209	son
🏠←🚶	verb	стать	33014	to become; to turn; to come
🕳️⃗	preposition	над	32979	
	adjective	ра́вный	32506	even
	preposition	между	32169	
🏙️	adjective	я́сный	32008	bright; clear; fine
😴	verb	спать	31999	to sleep
	adjective	ско́рый	31971	swift; rapid; express
	verb	извини́ть	31722	to forgive; to excuse
⏲️	noun	мину́та	30970	moment; minute
🙇	verb	почти́ть	30868	to grace; to honor
📏	adjective	норма́льный	30419	regular; normal; straight
🌃	noun	ночь	30012	night
	noun	ряд	29834	row; line; tier
⚖️	verb	ве́сить	29708	to weigh
∧	conjunction	хоть	29494	although
	particle	хоть	29494	at least, if only
	noun	гот	28793	goth
	preposition	насчет	27567	
➡️	noun	права́	27531	right
🧍	verb	стоя́ть	27475	to stand
	pronoun	мое	27307	
	noun	пола́	26973	flap; lap
1	numeral	оди́н	25584	one
	preposition	кроме	25411	
🤔	verb	по́мнить	24924	to remember
	noun	проблема	24649	trouble
	noun	дал	24096	dal
5	numeral	пять	23954	five
🧠	noun	ум	23859	mind
👶	noun	дитя́	23483	baby
🧒	noun	ребёнок	23483	kid; baby
	noun	чувак	23247	sod
🌧️	verb	идти́	23239	to rain; to suit; to step
🧑‍⚖️	noun	поли́ция	22866	law; police
🙇	adjective	дово́льный	22848	content; satisfied; pleased
💺	noun	ме́сто	22803	spot; seat; point
🔩	noun	часть	22507	part
🏢←	noun	сло́во	21779	floor; word; call
	verb	нача́ть	20981	to begin
💸	verb	ве́рить	20678	to credit; to buy; to believe
📏	noun	ме́ра	20638	measurement; gauge; remedy
🌃	noun	вечер	20414	night
	pronoun	твое	20310	
🎁	verb	брать	19489	to take
	preposition	обо	19449	
	noun	свет	19367	Light light
🔤	noun	слово	18983	word; term
	pronoun	свое	18812	
🥇	noun	во́на	18751	won
💸	verb	купи́ть	18662	to buy
🔎	verb	иска́ть	18436	to search; to look
◀️	adjective	обра́тный	18201	backward; reverse
🍷	noun	вино́	18159	wine
👍	adjective	до́брый	17851	kind; good
👩‍👦‍👦	noun	ма́ма	17621	mummy; mum; ma
👀	verb	узна́ть	17541	to recognize; to learn
👻	adjective	ужа́сный	17294	gruesome; ghastly; appalling
	adjective	живо́й	17207	active; merry; quick
📝	noun	план	17093	plan; scheme
	noun	ко́ма	17092	coma
	pronoun	нем	17077	
🔈	adjective	немо́й	17077	mute; silent
🩸	noun	кровь	16714	blood
	adjective	по́лый	16550	hollow
🤵	noun	муж	16476	husband
⚔️	noun	война́	16383	war
😬	noun	боль	16336	ache; pain
👰‍♀️	noun	жена́	16331	wife; woman
💪	noun	оружие	16164	arm
	noun	машина	16084	machinery
👣	noun	путь	16035	way; path; road
🚶	verb	ходи́ть	15868	to attend; to walk; to move
⚙️	noun	маши́на	15770	machine; car
	particle	угодно	15706	anyone, anybody, whomever one likes
👨‍👩‍👧‍👦	noun	семья́	15666	family
	adjective	далёкий	15450	far; distant; remote
🤰	noun	нача́ло	15441	prime; opening; birth
	noun	смог	15434	smog
🏋️	verb	смочь	15434	to can
	noun	приятель	15386	bud
6	numeral	шесть	15283	six
🤵	noun	господи́н	15251	gentleman; mister; master
🔤	noun	но́вость	14768	word
	noun	ми́ро	14730	chrism
🏠←🚶	preposition	около	14721	
🎭	verb	игра́ть	14638	to toy; to perform; to act
♀️	noun	же́нщина	14388	female; woman
🙇	noun	проще́ние	14257	forgiveness; apology; pardon
🏢	adjective	тру́дный	14050	complex; rough; tough
📝	noun	пробле́ма	14033	problem
✍️	verb	написа́ть	13951	to write
👻	noun	душа́	13791	spirit
	particle	б	13760	
	particle	добро	13534	okay
🐁	adjective	ма́ленький	13451	small; little
🐁	adjective	ма́лый	13451	small; little
	noun	суд	13381	court
🗣️	noun	речь	13106	speech; language
🏛️	noun	исто́рия	13078	history; story; talk
	adjective	очеви́дный	12861	conspicuous; evident; transparent
	noun	эм	12764	em
	adverb	очевидно	12683	overtly
	adjective	серьёзный	12634	serious; earnest
	adjective	изве́стный	12531	familiar; famous; known
	conjunction	либо	12506	either...or
🪨	noun	те́ло	12464	solid; flesh; body
	preposition	вместо	12403	
	pronoun	са́мый	12292	
👩‍💼	noun	да́ма	11996	dame; madam; queen
🖼️	noun	фотогра́фия	11909	photography; photograph; picture
🧾	noun	счёт	11839	score; account; mark
	adjective	абсолю́тный	11837	absolute
🤝	verb	обеща́ть	11812	to vow; to pledge; to promise
	preposition	насчёт	11676	
💨	noun	вид	11642	air; sort; kind
🕊️	adjective	споко́йный	11630	peaceful; calm; quiet
🏘️	noun	го́род	11270	town; city
📥	verb	принести́	11060	to bring; to get
	noun	компа́ния	11057	outfit; gang; crew
🕊️	adjective	ти́хий	10891	peaceful; silent; soft
🎞️	noun	фильм	10884	film; movie
	noun	причина	10826	cause
	verb	спасть	10725	to subside
	noun	ситуа́ция	10697	context; situation
🔤	noun	весть	10637	word
	verb	вести	10637	to conduct; to act
	noun	право	10574	claim
	adjective	вероя́тный	10493	likely; possible
	noun	предложение	10422	offer
📏	noun	шту́ка	10382	item; unit; grand
🧍	noun	лицо́	10254	individual; figure; person
🧑‍🔬	verb	откры́ть	10184	to discover; to open
	preposition	среди	10055	
🔞	noun	секс	9814	sex
	adjective	согла́сный	9574	consonant; agreeable; correspondent
🎨	verb	писа́ть	9436	to paint; to write
🪑	verb	сесть	9113	to board; to set; to sit
🌈	noun	цвет	8894	colour
🆘	noun	по́мощь	8815	help
🤪	noun	идиот	8796	idiot
	noun	команда	8726	outfit
🎮	noun	власть	8592	authority; force; control
👹	adjective	злой	8515	evil; angry; bad
	noun	врач	8514	physician; therapist
🧑‍🚒	verb	спасти́	8451	to rescue; to save
👹	noun	зло	8446	evil; wrong
🔑	noun	ключ	8360	key
	preposition	благодаря	8356	
	noun	клуб	8346	club
⏱️	noun	секу́нда	8276	second
😴	noun	сон	8256	sleep
🚪	noun	дверь	8227	door
🏢	noun	ро́та	8217	company
	noun	гость	8189	guest; visitor
🔥👹🔥	noun	ад	8177	hell
	noun	состоя́ние	8171	status; capital; shape
🤴	noun	шеф	8085	boss; chief
	noun	оу	8006	ou
	adverb	лично	7949	for one
	adjective	ли́чный	7949	intimate; individual; personal
	adverb	случайно	7811	fortuitously
	adjective	случа́йный	7811	impromptu; transient; contingent
🌍	noun	вселе́нная	7800	universe; world
💨	noun	газ	7687	gas
🌇	noun	ве́чер	7681	evening; even
📅	noun	вре́мя	7670	age; date; hour
😐🔫😐	verb	убива́ть	7638	to murder; to kill
☝️	noun	па́лец	7626	toe; finger
🥛	verb	пить	7580	to drink
🏃	adjective	за́нятый	7514	occupied; engaged; busy
🚶	noun	шаг	7501	step
🎥	noun	ка́мера	7493	chamber; camera; cell
	noun	обед	7388	luncheon
💌	noun	адрес	7378	address
	noun	удар	7335	knock
⛺	noun	стан	7181	camp
👀	verb	смотре́ть	7064	to eye; to watch; to look
📖	noun	магази́н	7019	supermarket; magazine; shop
🏦	noun	банк	7016	bank
📕	noun	кни́га	6977	volume; book
💡	noun	иде́я	6948	idea; thought
	adjective	ве́чный	6931	momentary; everlasting; eternal
🎤	verb	петь	6913	to sing
	noun	мор	6898	pestilence; pest; plague
🦅	verb	вести́	6894	to guide; to travel; to fly
👨‍👩‍👧‍👦	noun	род	6811	type; sort; family
	noun	профессор	6798	faculty
	noun	ме́на	6788	swap
	noun	ба́рин	6760	boyar
☎️	verb	звони́ть	6757	to telephone; to bell; to ring
	noun	опера́ция	6717	routine; surgery; operation
⚔️	noun	война	6685	warfare
	noun	те́сто	6676	batter; dough
👃	noun	нос	6673	nose
😨	noun	страх	6608	fear
💸	verb	плати́ть	6585	to pay
🦴	noun	кость	6565	bone
	noun	вина́	6497	guilt; blame; fault
	noun	ми́ля	6443	mile
😐🔫😐	noun	си́ла	6323	violence; strength; force
💸	verb	прода́ть	6310	to sell
⛰️	noun	гора́	6262	mountain
🪤	noun	люк	6225	hatch; trap
🤥	verb	врать	6189	to lie
100	numeral	сто	6120	hundred
	noun	член	6113	limb
	particle	де	6085	says used informally to mark reported speech
👩‍⚕️	noun	сестра́	6045	nurse; sister
🐚	noun	боб	6037	bean; shell
🧑‍⚖️	noun	закон	6021	law
🧠	noun	мозг	5987	noodle; brain
	noun	бой	5923	beating; breakage
	noun	джей	5913	jay
	noun	стол	5908	table
🌱🌿🍂☃️	noun	серия	5885	season
🧑‍🔬	noun	лаборато́рия	5876	laboratory
🏘️	noun	реше́ние	5874	settlement; verdict; award
	noun	костюм	5861	suit
📊	noun	факт	5815	fact
⛵	noun	су́дно	5780	vessel; ship
	noun	обвине́ние	5758	accusation; charge
💃	noun	су́ка	5722	slut; whore; bastard
	verb	заслужи́ть	5676	to merit; to earn; to deserve
	verb	помеша́ть	5659	to hinder; to prevent; to interrupt
	noun	дон	5647	don
✏️	noun	жи́ла	5641	vein; lead
🌌	noun	не́бо	5608	sky; heaven
🌰	noun	яйцо́	5533	nut; egg; ball
🪧	noun	знак	5527	sign; mark
🥁	noun	звук	5509	sound
🕳️→	preposition	вне	5508	
🧑‍💼	noun	мэр	5461	mayor
👻	noun	дух	5419	spirit
🤜	noun	эне́ргия	5404	punch; energy; power
🔪	noun	нож	5369	knife
🥇	verb	победи́ть	5356	to defeat; to beat; to win
🧠	noun	желание	5353	mind
	verb	души́ть	5346	to stifle; to smother; to suffocate
	noun	метр	5346	metre; gauge
👃	verb	па́хнуть	5306	to scent; to smell
💧	verb	пи́сать	5304	to wee; to water
💒	noun	брак	5275	marriage; matrimony
⚽	noun	пу́ля	5263	slug; bullet; ball
⚽	noun	мяч	5197	ball
🧎	noun	коле́но	5190	elbow; knee
	preposition	мимо	5177	
🗡️	noun	смысл	5177	meaning; sense; point
🔨	verb	бить	5157	to wang; to strike; to club
🖥️	noun	система	5145	system
	adjective	бли́зкий	5145	intimate; immediate; familiar
🚂	noun	поезд	5130	train
🤕	verb	боле́ть	5107	to hurt
👅	noun	вкус	5072	taste
😗	verb	поцелова́ть	5058	to kiss
🧍	noun	труп	5053	corpse; body
🤥	verb	лежа́ть	5043	to lie
🤓	adjective	спосо́бный	5010	capable; clever; able
	adjective	третий	4988	cubic
	noun	плюс	4987	plus sign
	noun	здание	4986	facility
🖥️	noun	систе́ма	4953	system
⛩️	noun	ра́ка	4950	shrine
	noun	ли́ния	4923	rank; policy; line
	noun	долг	4913	duty; obligation
	noun	ве́ко	4913	blinker; eyelid
::	adverb	столь	4894	as
🧍<sub>💎</sub>	verb	име́ть	4875	to own
<sub>😴</sub><sup>💭</sup>	verb	мечта́ть	4870	to dream
	noun	сад	4856	garden; orchard
🔩	noun	кусок	4819	piece
Mar	noun	ход	4814	current; march; travel
	noun	ко́да	4804	coda
😭	verb	пла́кать	4795	to weep; to cry
🧑‍🎓	verb	учи́ть	4771	to study; to teach; to train
	noun	инспектор	4762	inspector
	noun	ста́нция	4746	depot; terminal; station
	adverb	явно	4727	clearly
	adjective	я́вный	4727	specific; clear
🧑‍🤝‍🧑	noun	отноше́ние	4722	ratio; stance; relation
🥁	noun	шум	4617	noise; radio static
ℹ️	noun	информа́ция	4579	dope; data; information
	noun	чудо	4559	prodigy
	noun	отношение	4556	attitude
	noun	ко́мната	4541	chamber; room
🦹	noun	враг	4530	enemy
	adjective	внеза́пный	4527	sudden
