*	infinitive	aorist	aorist	aorist	aorist	aorist	aorist	aorist	aorist	aorist	perfective	imperfective	#	purpose
*		1	2	3									#	
*		singular	singular	singular	dual	trial	paucal	plural	superplural				#	
*		present	present	present	present	present	present	present	present	past			#	
halt	halt	halt	halt	halts	halt	halt	halt	halt	halt	halted	halted	halting	#	aspects
pause	pause	pause	pause	pauses	pause	pause	pause	pause	pause	paused	paused	pausing	#	aspects
resume	resume	resume	resume	resumes	resume	resume	resume	resume	resume	resumed	resumed	resuming	#	aspects
continue	continue	continue	continue	continues	continue	continue	continue	continue	continue	continued	continued	continuing	#	aspects
finish	finish	finish	finish	finishes	finish	finish	finish	finish	finish	finished	finished	finishing	#	aspects
experience	experience	experience	experience	experiences	experience	experience	experience	experience	experience	experienced	experienced	experiencing	#	aspects
have	have   	have	have	has	have	have	have	have	have	had	had	having	#	templates
command	command	command	command	commands	command	command	command	command	command	commanded	commanded	commanding	#	templates
forbid	forbid	forbid	forbid	forbids	forbid	forbid	forbid	forbid	forbid	forbade	forbidden	forbidding	#	templates
permit	permit	permit	permit	permits	permit	permit	permit	permit	permit	permitted	permitted	permitting	#	templates
intend	intend	intend	intend	intends	intend	intend	intend	intend	intend	intended	intended	intending	#	templates
wish	wish	wish	wish	wishes	wish	wish	wish	wish	wish	wished	wished	wishing	#	templates
push	push	push	push	pushes	push	push	push	push	push	pushed	pushed	pushing	#	templates
live	live	live	live	lives	live	live	live	live	live	lived	lived	living	#	templates
warm	warm	warm	warm	warms	warm	warm	warm	warm	warm	warmed	warmed	warming	#	templates
burn	burn	burn	burn	burns	burn	burn	burn	burn	burn	burn	burned	burning	#	templates
heal	heal	heal	heal	heals	heal	heal	heal	heal	heal	heal	healed	healing	#	templates
clean	clean	clean	clean	cleans	clean	clean	clean	clean	clean	clean	cleaned	cleaning	#	templates
do	do	do	do	does	do	do	do	do	do	did	done	doing	#	common
go	go     	go	go	goes	go	go	go	go	go	went	gone	going	#	common
want	want	want	want	wants	want	want	want	want	want	wanted	wanted	wanting	#	common
give	give	give	give	gives	give	give	give	give	give	gave	given	giving	#	common
say	say	say	say	say	say	say	say	say	say	said	said	saying	#	common
be-able	be able	am able	are able	is able	are able	are able	are able	are able	are able	was able	been able	being able	#	common
read	read	read	read	reads	read	read	read	read	read	read	read	reading	#	common
carry	carry	carry	carry	carries	carry	carry	carry	carry	carry	carried	carried	carrying	#	common
become	become	become	become	becomes	become	become	become	become	become	became	become	becoming	#	common
eat	eat	eat	eat	eats	eat	eat	eat	eat	eat	ate	eaten	eating	#	common
sew	sew	sew	sew	sews	sew	sew	sew	sew	sew	sewed	sewn	sewing	#	common
love	love	love	love	loves	love	love	love	love	love	loved	loved	loving	#	common
work	work	work	work	works	work	work	work	work	work	worked	worked	working	#	common
ask	ask	ask	ask	asks	ask	ask	ask	ask	ask	asked	asked	asking	#	common
navigate	navigate	navigate	navigate	navigates	navigate	navigate	navigate	navigate	navigate	navigated	navigated	navigating	#	declensions
