animal	masculine  a-stem declension of मृग (mṛgá)
animal		singular	dual	plural
animal	nominative	मृगः	mṛgáḥ	मृगौ	mṛgaú	मृगाः / मृगासः¹	mṛgā́ḥ / mṛgā́saḥ¹
animal	vocative	मृग	mṛ́ga	मृगौ	mṛ́gau	मृगाः / मृगासः¹	mṛ́gāḥ / mṛ́gāsaḥ¹
animal	accusative	मृगम्	mṛgám	मृगौ	mṛgaú	मृगान्	mṛgā́n
animal	instrumental	मृगेण	mṛgéṇa	मृगाभ्याम्	mṛgā́bhyām	मृगैः / मृगेभिः¹	mṛgaíḥ / mṛgébhiḥ¹
animal	dative	मृगाय	mṛgā́ya	मृगाभ्याम्	mṛgā́bhyām	मृगेभ्यः	mṛgébhyaḥ
animal	ablative	मृगात्	mṛgā́t	मृगाभ्याम्	mṛgā́bhyām	मृगेभ्यः	mṛgébhyaḥ
animal	genitive	मृगस्य	mṛgásya	मृगयोः	mṛgáyoḥ	मृगाणाम्	mṛgā́ṇām
animal	locative	मृगे	mṛgé	मृगयोः	mṛgáyoḥ	मृगेषु	mṛgéṣu
animal		Notes	¹Vedic
attention	neuter a-stem declension of ध्यान
attention	nom. sg.	ध्यानम् ()	dhyānam
attention	gen. sg.	ध्यानस्य ()	dhyānasya
attention		singular	dual	plural
attention	nominative	ध्यानम् ()	dhyānam	ध्याने ()	dhyāne	ध्यानानि ()	dhyānāni
attention	vocative	ध्यान ()	dhyāna	ध्याने ()	dhyāne	ध्यानानि ()	dhyānāni
attention	accusative	ध्यानम् ()	dhyānam	ध्याने ()	dhyāne	ध्यानानि ()	dhyānāni
attention	instrumental	ध्यानेन ()	dhyānena	ध्यानाभ्याम् ()	dhyānābhyām	ध्यानैः ()	dhyānaiḥ
attention	dative	ध्यानाय ()	dhyānāya	ध्यानाभ्याम् ()	dhyānābhyām	ध्यानेभ्यः ()	dhyānebhyaḥ
attention	ablative	ध्यानात् ()	dhyānāt	ध्यानाभ्याम् ()	dhyānābhyām	ध्यानेभ्यः ()	dhyānebhyaḥ
attention	genitive	ध्यानस्य ()	dhyānasya	ध्यानयोः ()	dhyānayoḥ	ध्यानानाम् ()	dhyānānām
