chapter_id	entry_id	meaning	Finnish_Phonemic	comment
11	650	pay (vb)	maksaa	
11	660	account, reckoning	lasku; tili	
11	690	tax, tribute	wer̃o	
11	770	hire	palkata	
11	780	wages	palkka	
11	790	earn	ansaita	
11	810	buy	ostaa	
11	820	sell	müüdæ	
11	830	trade, barter	kæüdæ kauppaa	
11	840	merchant	kauppias	
11	850	market (place)	tor̃i	
11	860	store, shop	kauppa; liike; müümælæ	
11	870	price	hinta	
11	880	dear (costly, expensive)	kallis	
11	890	cheap	halpa	
11	910	share (distribute)	yakaa	
11	920	weigh	punnita; painaa	Respectively: transitive; intransitive.; Respectively: transitive; intransitive.
12	10	after	yælkeen	
12	11	behind	takana	
12	20	beside	wier̃essæ	
12	30	down, below	alla; alle	Respectively: situation; moving to.; Respectively: situation; moving to.
12	40	before	ennen	
12	41	front	etupuoli	
12	50	inside, in	sisæssæ; sisællæ	
12	60	outside	ulkona	
12	70	under	alla	
12	80	up, above	ülhæællæ; üllæ	
12	110	place	paikka; kohta; siya	
12	120	put	panna; asettaa	
12	130	sit	istua	
12	140	lie down	maata; lewætæ	
12	150	stand	seisoa	
12	160	remain, stay	yæædæ	
12	170	remains, left overs	yæænnökset	
12	210	collect, gather	koota; ker̃ætæ	
12	212	pick up	poimia	
12	213	pile up	kasata	
12	220	join, unite	ühdistææ; liittææ	
12	230	separate	er̃ottaa	
12	232	divide	yakaa	
12	240	open	awata; aukaista	
12	250	shut, close	sulkea; panna kiinni	
12	260	cover	peittææ	
12	270	hide, conceal	piilottaa; kætkeæ	
12	310	high	kor̃kea	
12	320	low	matala	
12	330	top	huippu	
12	340	bottom	pohya	
12	350	end	loppu	
12	352	pointed	ter̃æwæ	
12	353	edge	r̃euna; laita	
12	360	side	puoli; siwu	
12	370	middle, center	keskimmæinen; keskus	Respectively: adjective; substantive.; Respectively: adjective; substantive.
12	410	right (side)	oikea	
12	420	left (side)	wasen	
12	430	near (adv)	læhellæ	
12	440	far (adv)	kaukana	
12	450	east	itæ	
12	460	west	lænsi	
12	470	north	pohyoinen	
12	480	south	etelæ	
12	530	grow	kaswaa	
12	540	measure	mitata	
12	541	span, fathom	waaksa; süli	
12	550	large, big	suur̃i; iso	
12	560	small, little	pieni; pikku	
12	570	long	pitkæ	
12	580	tall	pitkæ; kor̃kea	First form refers to humans.; First form refers to humans.
12	590	short	lühüt	
12	610	wide, broad	laaya; leweæ	
12	620	narrow	kapea; kaita	
12	630	thick (in dimension)	paksu	
12	650	thin (in dimension)	ohut; laiha	
12	670	deep	süwæ	
12	680	shallow	matala	
12	710	flat	tasainen	
12	730	straight	suor̃a	
12	740	crooked	kæür̃æ; kier̃o	
12	750	hook	koukko	
12	760	corner	kulma; nur̃kka	
12	770	cross	r̃isti	
12	780	square	nelikulmio	
12	810	round	püör̃eæ	
12	820	circle	kehæ	
12	830	sphere, ball	pallo	
12	840	line	wiiwa; linya; r̃iwi	
12	850	hole	aukko; r̃eikæ	
12	920	like, similar	samanlainen	
12	930	change	muuttaa; waihtaa	Respectively: 'change; exchange'.; Respectively: 'change; exchange'.
13	0	zero, nothing	nolla; ei mikææn	
13	10	one	üksi	
13	20	two	kaksi	
13	30	three	kolme	
13	40	four	nelyæ	
13	50	five	wiisi	
13	60	six	kuusi	
13	70	seven	seitsemæn	
13	80	eight	kahdeksan	
13	90	nine	ühdeksæn	
13	100	ten	kümmenen	
13	101	eleven	üksitoista	
13	102	twelve	kaksitoista	
13	103	fifteen	wiisitoista	
13	104	twenty	kaksikümmentæ	
13	105	hundred	sata	
13	106	thousand	tuhat	
13	107	count	luetella; laskea	
13	140	every, all	yokainen; kaikki	
13	150	much, many	palyon	
13	160	more	enemmæn; enempi	
13	170	little (quantity), few	wæhæn	
13	180	enough	külliksi; tar̃peeksi	
13	181	some	yotkut; yonkinwer̃r̃an	
13	190	multitude, crowd	youkko; palyous; tungos	
13	210	full	tæüsi	
13	220	empty	tühyæ	
13	230	part, piece	osa; kappale; pala	
13	240	half	puoli	
13	330	alone, only	üksin; ainoa; wain; ainoastaan	
13	340	first	esimmæinen	
13	350	last	wiimeinen	
13	360	second	toinen	
13	370	pair	par̃i	
13	380	two times	kahdesti	
13	420	third	kolmas	
13	440	three times	kolmesti	
14	110	time	aika	
14	120	age	ikæ	
14	130	new	uusi	
14	140	young	nuor̃i	
14	150	old	wanha	
14	160	early	war̃hain; aikaisin	
14	170	late	müöhææn	
14	180	now	nüt	
14	190	immediately	wælittömæsti; heti	
14	210	swift, fast, quick	nopea; kiir̃e; kiir̃einen	
14	220	slow	hidas	
14	230	hasten, hurry	kiir̃ehtiæ; pitææ kiir̃ettæ	
14	240	retard, delay	wiiwüttææ; hidastaa; wiiwütellæ; hidastella	First two forms are transitive; latter two forms are intransitive.; First two forms are transitive; latter two forms are intransitive.; First two forms are transitive; latter two forms are intransitive.; First two forms are transitive; latter two forms are intransitive.
14	250	begin, beginning	aloittaa; alkaa; r̃uweta; alku	
14	252	last, endure	kestææ	
14	260	end (temporal)	loppu; pæætös	
14	270	finish	lopettaa; pæættææ	
14	280	cease, stop	loppua; pæættüæ; püsæhtüæ	
14	290	ready	walmis	
14	310	always	aina	
14	320	often	usein	
14	330	sometimes	yoskus; silloin tællöin	
14	331	soon	pian; heti; kohta	
14	332	long-time (for a)	kauan	
14	340	never	milloinkaan; koskaan; ikinæ	
14	350	again	yælleen; taas; uudelleen	
14	410	day	pæiwæ	
14	420	night	üö	
14	430	dawn	aamur̃usko	
14	440	morning	aamu	
14	450	noon, midday	keskipæiwæ	
14	451	afternoon	iltapæiwæ	
14	460	evening	ilta	
14	470	today	tænææn	
14	480	tomorrow	huomenna	
14	481	day-after-tomorrow	ülihuomenna	
14	490	yesterday	eilen	
14	491	day-before-yesterday	toissa pæiwænæ	
14	510	hour	tunti	
14	530	clock, timepiece	kello	
14	610	week	wiikko	
14	620	Sunday	sunnuntai	
14	630	Monday	maanantai	
14	640	Tuesday	tiistai	
14	650	Wednesday	keskiwiikko	
14	660	Thursday	tor̃stai	
14	670	Friday	peryantai	
14	680	Saturday	lauantai	
14	710	month	kuukausi	
14	730	year	wuosi	
14	740	winter	talwi	
14	750	spring	kewæt	
14	760	summer	kesæ	
14	770	autumn	süksü	
14	780	season	wuodenaika	
15	210	smell (vb intrans)	haista; tuoksua	
15	212	sniff	nuuskia	
15	220	smell (vb trans)	haistaa; tuntea hayua	
15	250	fragrant, good smelling	tuoksuwa; hüwænhayunen	
15	260	stinking, bad smelling	haisewa; löühkææwæ	
15	310	taste	maistaa; maistua	Respectively: transitive; intransitive.; Respectively: transitive; intransitive.
15	350	sweet	makea	
15	360	salty	suolainen	
15	370	bitter	kar̃was; kitker̃æ	
15	380	acid, sour	hapan	
15	390	brackish	suolapitoinen	
15	410	hear	kuulla	
15	420	listen	kuunnella	
15	440	sound, noise	sæwel; sointu; ææni	
15	450	loud	kowa; woimakas	
15	460	quiet, silence	hilyaisuus	
15	510	see	næhdæ	
15	520	look, look at	katsoa; katsella	
15	550	show	næüttææ	
15	560	shine	paistaa; loistaa	
15	570	bright	waalea; kir̃kas	
15	610	color	wær̃i	
15	620	light (in color)	waalea	
15	630	dark (in color)	tumma	
15	640	white	walkoinen	
15	650	black	musta	
15	660	red	punainen	
15	670	blue	sininen	
15	680	green	wihr̃eæ	
15	690	yellow	keltainen	
15	710	touch	koskettaa; koskea	
15	712	pinch	nipistææ; næpistææ	
15	720	feel	tuntea	
15	740	hard	kowa; luya	
15	750	soft	pehmeæ	
15	760	rough	epætasainen; kar̃kea	
15	770	smooth	sileæ; tasainen	
15	780	sharp	ter̃æwæ	
15	790	blunt, dull	tülsæ; tülppæ	
15	810	heavy	r̃askas; painawa	
15	820	light (in weight)	kewüt	
15	830	wet, damp	mær̃kæ; kostea	
15	840	dry	kuiwa	
15	850	hot	kuuma; tulinen	
15	851	warm	læmmin	
15	860	cold	külmæ	
15	870	clean	puhdas; siisti	
15	880	dirty, soiled	likainen; likaantunut	
15	890	wrinkled	r̃üüpüinen	
16	110	soul, spirit	sielu; henki	
16	150	surprised, astonished	hæmmæstünüt; üllættünüt	
16	180	good fortune, luck	onni	
16	190	misfortune, bad luck	huono onni; onnettomuus	
16	230	joyful, glad, happy	iloinen; r̃iemukas; onnellinen	
16	250	laugh	naur̃aa	
16	251	smile	hümüillæ	
16	260	play	leikkiæ; pelata; soittaa	Respectively: play with toys etc.; play a game; a music instrument.; Respectively: play with toys etc.; play a game; a music instrument.; Respectively: play with toys etc.; play a game; a music instrument.
16	270	love	r̃akkaus; r̃akastaa	Respectively: substantive; verb.; Respectively: substantive; verb.
16	290	kiss	suudella	
16	300	embrace	süleillæ	
16	310	pain	kipu; tuska	
16	320	grief, sorrow, sadness	sur̃ullisuus; sur̃u	
16	330	anxiety, worry	mur̃he; huoli	
16	340	regret, be sorry	katua; pahoitella	
16	350	pity	sææli	
16	370	cry, weep	itkeæ	
16	380	tear (noun)	küünel	
16	390	groan	woihkia; waiker̃oida	
16	410	hate	wihata; wiha	Respectively: verb; substantive.; Respectively: verb; substantive.
16	420	anger	wiha	
16	440	envy, jealousy	kateus; mustasukkaisuus	
16	450	shame (noun)	hæpeæ; hæpü	
16	480	proud	ülpeæ; pöühkeæ	
16	510	dare	uskaltaa; r̃ohyeta	
16	520	brave	r̃ohkea	
16	530	fear, fright	pelko; kauhu	
16	540	danger	waar̃a	
16	620	desire, want	toiwoa; haluta; tahtoa	
16	622	choose	walita	
16	630	hope	toiwo; toiwe	
16	650	faithful	luotettawa; uskollinen	
16	660	true	oikea; todellinen	
16	670	lie, tell lies	walehdella	
16	680	deceit	pettæminen; petos	
16	690	forgive	antaa anteeksi	
16	710	good	hüwæ	
16	720	bad	huono; paha	
16	730	right, correct	oikea	
16	740	wrong	wæær̃æ	
16	760	fault	süü; wika	
16	770	mistake, error	wir̃he; er̃ehdüs	
16	780	blame	moite; nuhde	
16	790	praise	ülistüs	
16	810	beautiful	kaunis	
16	820	ugly	r̃uma	
16	830	greedy	ahne	
16	840	clever	wiisas; ælükæs	
17	110	mind	yær̃ki; ælü	
17	130	think (= reflect)	ayatella; miettiæ	
17	140	think (= be of the opinion)	luulla	
17	150	believe	uskoa	
17	160	understand	ümmær̃tææ; kæsittææ	
17	170	know	tietææ; tuntea	
17	171	guess	ar̃wata; luulla; ar̃wella	
17	172	imitate	yælyitellæ; matkia	
17	180	seem	næüttææ; tuntua	
17	190	idea, notion	ayatus; idea; mielikuwa	
17	210	wise	wiisas; yær̃kewæ	
17	220	foolish, stupid	tuhma; tühmæ; tüper̃æ	
17	230	insane, crazy	mielenwikainen; mieletön	
17	240	learn	oppia	
17	242	study	opiskella; lukea	
17	250	teach	opettaa	
17	260	pupil	oppilas; koululainen	
17	270	teacher	opettaya	
17	280	school	koulu	
17	310	remember	muistaa; pitææ mielessææn	
17	320	forget	unohtaa	
17	340	clear, plain	selwæ	
17	350	obscure	epæselwæ; hæmær̃æ	
17	360	secret	salainen	
17	370	sure, certain	war̃ma	
17	380	explain	selittææ; selwittææ	
17	410	intention, purpose	aikomus; tar̃koitus	
17	420	cause	aiheuttaa	
17	430	doubt	epæillæ	
17	440	suspect	epæillæ	
17	441	betray	pettææ; kawaltaa	
17	450	need, necessity	tar̃we	
17	460	easy	helppo	
17	470	difficult	waikea	
17	480	try, attempt	ür̃ittææ; koettaa	
17	490	way, manner	tapa; kæütös	
17	510	and	ya	
17	520	because	koska	
17	530	if	yos	
17	540	or	tai; wai	
17	550	yes, affirmative	küllæ; niin; yaa; müöntæwæ	
17	560	no, negative	ei; kieltæwæ; kielteinen	
17	610	how?	kuinka; miten	
17	620	how many?	kuinka palyon; palyonko	
17	630	how much?	kuinka palyon; palyonko	
17	640	what?	mikæ; mitæ	
17	650	when?	milloin; koska	
17	660	where?	missæ; mihin; minne	Respectively: situation; moving to; moving to.; Respectively: situation; moving to; moving to.; Respectively: situation; moving to; moving to.
17	670	which?	millainen; minkælæinen	
17	680	who?	kuka	
17	690	why?	miksi	
18	110	voice	ææni	
18	120	sing	laulaa	
18	130	shout, cry out	huutaa; kar̃yua	
18	150	whisper	kuiskata	
18	160	mumble	mumista; mutista	
18	170	whistle	wiheltææ	
18	180	shriek, screech	kir̃kua; kilyua	
18	190	howl	ulwoa	
18	210	speak, talk	puhua	
18	211	stutter, stammer	ænküttææ	
18	220	say	sanoa	
18	221	tell story	ker̃toa	
18	222	speech (make a)	pitææ puhe	
18	230	silent (be)	waieta; olla waiti	
18	240	language	kieli	
18	260	word	sana	
18	280	name	nimi	
18	310	ask (question, inquire)	küsüæ	
18	320	answer	wastata	
18	330	admit, confess	müöntææ; tunnustaa	
18	340	deny	kieltææ	
18	350	ask, request	püütææ; waatia	
18	360	promise	luwata	
18	370	refuse	kieltæütüæ	
18	380	forbid	kieltææ	
18	390	rebuke, scold	nuhdella; moittia	
18	410	call (=summon)	kutsua	
18	420	call (=name)	kutsua; nimittææ	
18	430	announce	ilmoittaa	
18	440	threaten	uhata	
18	450	boast	ker̃skailla	
18	510	write	kir̃yoittaa	
18	520	read	lukea	
18	560	paper	paper̃i	
18	570	pen	künæ	
18	610	book	kir̃ya	
18	670	poet	r̃unoiliya	
18	710	flute	huilu	
18	720	drum	r̃umpu	
18	730	horn, trumpet	tor̃wi; tr̃umpetti	
18	740	rattle	mar̃akassi	
19	110	country	maa	
19	120	one's native country	kotimaa; isænmaa	
19	150	city, town	kaupunki	
19	160	village	külæ	
19	170	boundary	r̃aya	
19	210	people (populace)	kansa	
19	230	tribe, clan	heimo; suku	
19	240	chief, chieftain	pæælikkö; yohtaya	
19	250	staff, walking stick	keppi; sauwa; kæwelükeppi	
19	310	rule, govern	hallita; yohtaa	
19	320	king, ruler	kuningas; hallitsiya	
19	330	queen	kuningatar̃	
19	360	noble, nobleman	aatelinen	
19	370	citizen, subject	kansalainen; alamainen	
19	410	master	her̃r̃a; isæntæ	
19	420	slave	or̃ya	
19	430	servant	palweliya	
19	440	freeman	wapaa	
19	450	command, order	kæskeæ; komentaa	
19	460	obey	totella	
19	470	let, permit	sallia; pææstææ	
19	510	friend, companion	üstæwæ; tower̃i; kumppani	
19	520	enemy	wihollinen	
19	540	neighbor	naapur̃i	
19	550	stranger	muukalainen	
19	560	guest	wier̃as	
19	570	host	isæntæ	
19	580	help, aid	auttaa	
19	590	hinder, prevent	estææ; ehkæistæ	
19	610	custom	tapa	
19	620	strife, quarrel	r̃iita	
19	630	conspiracy, plot	salaliitto	
19	650	meet	tawata	
19	720	prostitute	por̃tto; huor̃a	
20	110	fight (vb)	taistella	
20	130	war, battle	sota; taistelu	
20	140	peace	r̃auha	
20	150	army	ar̃meiya	
20	170	soldier	sotilas	
20	210	weapons, arms	aseet	
20	220	club	nuiya	
20	222	battle-ax	sotakir̃wes; tappar̃a	
20	230	sling	linko	
20	240	bow	kaar̃i; yousi	
20	250	arrow	nuoli	
20	260	spear	keihæs	
20	270	sword	miekka	
20	280	gun, cannon	kiwæær̃i; tykki	
20	310	armor (defensive)	panssar̃i; haar̃niska	
20	330	helmet	küpær̃æ	
20	340	shield	kilpi	
20	350	fortress	linnoitus	
20	360	tower	tor̃ni	
20	410	victory	woitto	
20	420	defeat	tappio; hæwiö	
20	430	attack	hüökkæüs	
20	440	defend	puolustaa	
20	450	retreat	per̃ææntüæ; per̃æütüæ	
20	460	surrender	alistua; antautua	
20	470	captive, prisoner	wangittu; wanki	
20	471	guard, sentinel	wahti; war̃tiya	
20	480	booty, spoils	saalis; sotasaalis	
20	490	ambush	wæiyütüs	
20	510	fisherman	kalastaya	
20	520	fishhook	ongenkoukku	
20	530	fishing line	ongensiima	
20	540	fishnet	kalawer̃kko	
20	550	fish trap	r̃üsæ	
20	560	bait	süötti	
20	610	hunt	metsæstææ	
20	620	shoot	ampua	
20	630	miss (target)	ampua ohi	
20	640	trap (noun)	püüdüs; loukku	
20	650	trap (vb)	püüdüstææ satimeen	
21	110	law	oikeus; laki	Respectively: general law (lat. ius); special law (lat. lex).; Respectively: general law (lat. ius); special law (lat. lex).
21	150	court	oikeus	
21	160	judge (vb)	tuomita	
21	170	judgment	tuomio	
21	180	judge (noun)	tuomar̃i	
21	210	plaintiff	kantaya	
21	220	defendant	süütettü	
21	230	witness	todistaya	
21	240	swear	wannoa	
21	250	oath	wala	
21	310	accuse	süüttææ	
21	320	condemn	tuomita	
21	330	convict (vb)	yulistaa süülliseksi; todistaa süülliseksi	
21	340	acquit	yulistaa süüttömæksi	
21	350	guilty	süüllinen	
21	360	innocent	süütön	
21	370	penalty, punishment	r̃angaistus	
21	380	fine	sakko	
21	390	prison, jail	wankila	
21	420	murder	mur̃ha	
21	430	adultery	awior̃ikos	
21	440	rape	r̃aiskaaminen; r̃aiskaus	
21	460	arson	tuhopoltto	
21	470	perjury	wæær̃æ wala	
21	510	steal	war̃astaa	
21	520	thief	war̃as	
22	110	religion	uskonto	
22	120	God	yumala	
22	130	temple, church	temppeli; kir̃kko	
22	140	altar	alttar̃i	
22	150	sacrifice, offering	uhr̃aus; uhr̃i	
22	160	worship	palwoa	
22	170	pray	r̃ukoilla	
22	180	priest	pappi	
22	190	holy, sacred	pühæ; pühitettü	
22	220	preach	saar̃nata	
22	230	bless	siunata	
22	240	curse	kir̃ota	
22	260	fast (vb)	paastota	
22	310	heaven	taiwas	
22	320	hell	helwetti	
22	350	demon (evil spirit)	demoni; paholainen; paha henki	
22	370	idol	epæyumala	
22	420	magic, witchcraft, sorcery	taikuus; noituus	
22	430	sorcerer, witch	noita; welho	
22	440	fairy, elf	haltiya	
22	450	ghost, phantom	kummitus; haamu; aawe	
22	470	omen, portent	enne	
