Matthew S. Dryer. 2013. Order of Relative Clause and Noun.
In: Dryer, Matthew S. & Haspelmath, Martin (eds.)
WALS Online (v2020.4) [Data set]. Zenodo.
https://doi.org/10.5281/zenodo.13950591
(Available online at http://wals.info/chapter/90, Accessed on 2025-03-22.)

wals code	name	value	description	latitude	longitude	genus	family	area
xoo	!Xóõ	1	Noun-Relative clause	-24.0	21.5	Tu	Tu	Word Order
huc	=|Hoan	1	Noun-Relative clause	-25.5	25.0	=|Hoan	Kxa	Word Order
aar	Aari	1	Noun-Relative clause	6.0	36.5833333333	South Omotic	Afro-Asiatic	Word Order
abi	Abipón	1	Noun-Relative clause	-29.0	-61.0	Abipon	Guaicuruan	Word Order
abk	Abkhaz	2	Relative clause-Noun	43.0833333333	41.0	Northwest Caucasian	Northwest Caucasian	Word Order
abv	Abui	1	Noun-Relative clause	-8.25	124.666666667	Alor-Pantar	Greater West Bomberai	Word Order
abu	Abun	1	Noun-Relative clause	-0.5	132.5	Abun	Abun	Word Order
ace	Acehnese	1	Noun-Relative clause	5.5	95.5	Malayo-Sumbawan	Austronesian	Word Order
acg	Achagua	1	Noun-Relative clause	4.41666666667	-72.25	Japura-Colombia	Arawakan	Word Order
acn	Achang	2	Relative clause-Noun	25.0	98.5	Burmese-Lolo	Sino-Tibetan	Word Order
acl	Acholi	1	Noun-Relative clause	3.0	32.6666666667	Western Nilotic	Eastern Sudanic	Word Order
adi	Adioukrou	1	Noun-Relative clause	5.41666666667	-4.58333333333	Agneby	Niger-Congo	Word Order
adz	Adzera	1	Noun-Relative clause	-6.25	146.25	Oceanic	Austronesian	Word Order
ain	Ainu	2	Relative clause-Noun	43.0	143.0	Ainu	Ainu	Word Order
ajg	Ajagbe	1	Noun-Relative clause	7.0	1.75	Gbe	Niger-Congo	Word Order
akh	Akha	2	Relative clause-Noun	21.8333333333	99.8333333333	Burmese-Lolo	Sino-Tibetan	Word Order
all	Ala'ala	1	Noun-Relative clause	-8.91666666667	146.75	Oceanic	Austronesian	Word Order
ala	Alamblak	2	Relative clause-Noun	-4.66666666667	143.333333333	Sepik Hill	Sepik	Word Order
alb	Albanian	1	Noun-Relative clause	41.0	20.0	Albanian	Indo-European	Word Order
aly	Alyawarra	1	Noun-Relative clause	-22.5	135.0	Central Pama-Nyungan	Pama-Nyungan	Word Order
aml	Ambae (Lolovoli Northeast)	1	Noun-Relative clause	-15.4166666667	167.883333333	Oceanic	Austronesian	Word Order
amq	Ambai	1	Noun-Relative clause	-1.83333333333	136.5	South Halmahera - West New Guinea	Austronesian	Word Order
amb	Ambulas	2	Relative clause-Noun	-3.83333333333	143.0	Ndu	Sepik	Word Order
amt	Amdo (Themchen)	7	Mixed	38.0	98.0	Bodic	Sino-Tibetan	Word Order
ame	Amele	1	Noun-Relative clause	-5.25	145.583333333	Mabuso	Trans-New Guinea	Word Order
amh	Amharic	2	Relative clause-Noun	10.0	38.0	Semitic	Afro-Asiatic	Word Order
ami	Amis	2	Relative clause-Noun	23.3333333333	121.333333333	East Formosan	Austronesian	Word Order
amo	Amo	1	Noun-Relative clause	10.3333333333	8.66666666667	Central Kainji	Niger-Congo	Word Order
anj	Anejom	1	Noun-Relative clause	-20.2	169.8	Oceanic	Austronesian	Word Order
agm	Angami	1	Noun-Relative clause	25.6666666667	94.5	Angami-Pochuri	Sino-Tibetan	Word Order
anc	Angas	1	Noun-Relative clause	9.5	9.5	West Chadic	Afro-Asiatic	Word Order
ang	Anggor	1	Noun-Relative clause	-3.75	141.166666667	Senagi	Senagi	Word Order
anu	Anufo	1	Noun-Relative clause	10.0833333333	0.25	Tano	Niger-Congo	Word Order
any	Anywa	1	Noun-Relative clause	8.0	33.5	Western Nilotic	Eastern Sudanic	Word Order
ao	Ao	7	Mixed	26.5833333333	94.6666666667	Central Naga	Sino-Tibetan	Word Order
apw	Apache (Western)	1	Noun-Relative clause	33.75	-110.0	Athapaskan	Na-Dene	Word Order
apt	Apatani	2	Relative clause-Noun	27.5	93.75	Tani	Sino-Tibetan	Word Order
apu	Apurinã	1	Noun-Relative clause	-9.0	-67.0	Purus	Arawakan	Word Order
aeg	Arabic (Egyptian)	1	Noun-Relative clause	30.0	31.0	Semitic	Afro-Asiatic	Word Order
arg	Arabic (Gulf)	1	Noun-Relative clause	26.0	49.0	Semitic	Afro-Asiatic	Word Order
arq	Arabic (Iraqi)	1	Noun-Relative clause	33.0	44.0	Semitic	Afro-Asiatic	Word Order
arj	Arabic (Kuwaiti)	1	Noun-Relative clause	29.5	47.5	Semitic	Afro-Asiatic	Word Order
amr	Arabic (Moroccan)	1	Noun-Relative clause	34.0	-6.0	Semitic	Afro-Asiatic	Word Order
asy	Arabic (Syrian)	1	Noun-Relative clause	34.0	38.0	Semitic	Afro-Asiatic	Word Order
ana	Araona	1	Noun-Relative clause	-12.3333333333	-67.75	Tacanan	Pano-Tacanan	Word Order
abo	Arbore	1	Noun-Relative clause	5.0	36.75	Lowland East Cushitic	Afro-Asiatic	Word Order
arm	Armenian (Eastern)	7	Mixed	40.0	45.0	Armenian	Indo-European	Word Order
arw	Armenian (Western)	1	Noun-Relative clause	38.5	43.5	Armenian	Indo-European	Word Order
