Matthew S. Dryer. 2013. Order of Adjective and Noun.
In: Dryer, Matthew S. & Haspelmath, Martin (eds.)
WALS Online (v2020.4) [Data set]. Zenodo.
https://doi.org/10.5281/zenodo.13950591
(Available online at http://wals.info/chapter/87, Accessed on 2025-03-22.)

wals code	name	value	description	latitude	longitude	genus	family	area
rwa	Rawa	2	Noun-Adjective	-5.83333333333	146.0	Finisterre	Trans-New Guinea	Word Order
raw	Rawang	2	Noun-Adjective	27.5	97.5	Nungish	Sino-Tibetan	Word Order
rem	Remo	1	Adjective-Noun	18.0	82.0	Munda	Austro-Asiatic	Word Order
res	Resígaro	1	Adjective-Noun	-2.41666666667	-71.5	Japura-Colombia	Arawakan	Word Order
ret	Retuarã	1	Adjective-Noun	-0.5	-70.6666666667	Tucanoan	Tucanoan	Word Order
rwe	Romani (Welsh)	1	Adjective-Noun	52.0	-4.0	Indic	Indo-European	Word Order
rom	Romanian	2	Noun-Adjective	46.0	25.0	Romance	Indo-European	Word Order
rsu	Romansch (Sursilvan)	2	Noun-Adjective	46.6666666667	8.83333333333	Romance	Indo-European	Word Order
rga	Ronga	2	Noun-Adjective	-26.0	32.5	Bantu	Niger-Congo	Word Order
rot	Rotuman	2	Noun-Adjective	-12.5	177.066666667	Oceanic	Austronesian	Word Order
rov	Roviana	2	Noun-Adjective	-8.25	157.333333333	Oceanic	Austronesian	Word Order
ruk	Rukai (Tanan)	3	No dominant order	22.8333333333	120.833333333	Rukai	Austronesian	Word Order
rum	Rumu	2	Noun-Adjective	-7.16666666667	144.25	Turama-Kikorian	Trans-New Guinea	Word Order
run	Runga	2	Noun-Adjective	10.3333333333	21.0	Maban	Maban	Word Order
rny	Runyankore	2	Noun-Adjective	-0.5	30.5	Bantu	Niger-Congo	Word Order
rru	Runyoro-Rutooro	2	Noun-Adjective	1.5	31.3333333333	Bantu	Niger-Congo	Word Order
rus	Russian	1	Adjective-Noun	56.0	38.0	Slavic	Indo-European	Word Order
rut	Rutul	1	Adjective-Noun	41.5	47.4166666667	Lezgic	Nakh-Daghestanian	Word Order
saa	Sa'a	2	Noun-Adjective	-9.61666666667	161.45	Oceanic	Austronesian	Word Order
sno	Saami (Northern)	1	Adjective-Noun	69.0	24.0	Saami	Uralic	Word Order
sah	Sahu	2	Noun-Adjective	1.16666666667	127.5	North Halmaheran	North Halmaheran	Word Order
sak	Sakao	2	Noun-Adjective	-15.1666666667	167.083333333	Oceanic	Austronesian	Word Order
slb	Saliba (in Papua New Guinea)	2	Noun-Adjective	-10.5833333333	150.716666667	Oceanic	Austronesian	Word Order
sal	Salinan	3	No dominant order	36.0	-121.0	Salinan	Hokan	Word Order
syu	Salt-Yui	2	Noun-Adjective	-6.28333333333	145.033333333	Chimbu-Wahgi	Trans-New Guinea	Word Order
sle	Samba Leko	2	Noun-Adjective	8.5	12.5	Samba-Duru	Niger-Congo	Word Order
sam	Samoan	2	Noun-Adjective	-13.9166666667	-171.833333333	Oceanic	Austronesian	Word Order
sdw	Sandawe	2	Noun-Adjective	-5.0	35.0	Sandawe	Sandawe	Word Order
san	Sango	1	Adjective-Noun	5.0	18.0	Ubangi	Niger-Congo	Word Order
sgu	Sangu	2	Noun-Adjective	-1.5	11.8333333333	Bantu	Niger-Congo	Word Order
sta	Santa	1	Adjective-Noun	31.5	107.5	Mongolic	Altaic	Word Order
stl	Santali	1	Adjective-Noun	24.5	87.0	Munda	Austro-Asiatic	Word Order
snm	Sanuma	2	Noun-Adjective	4.5	-64.6666666667	Yanomam	Yanomam	Word Order
sap	Sapuan	2	Noun-Adjective	15.1666666667	106.833333333	Bahnaric	Austro-Asiatic	Word Order
src	Sarcee	2	Noun-Adjective	52.5	-116.0	Athapaskan	Na-Dene	Word Order
srd	Sardinian	2	Noun-Adjective	40.0	9.0	Romance	Indo-European	Word Order
sar	Sare	1	Adjective-Noun	-4.5	143.166666667	Sepik Hill	Sepik	Word Order
sav	Savi	1	Adjective-Noun	35.0	71.5	Indic	Indo-European	Word Order
svs	Savosavo	1	Adjective-Noun	-9.13333333333	159.8	Savosavo	Solomons East Papuan	Word Order
seb	Sebei	2	Noun-Adjective	1.33333333333	34.5833333333	Southern Nilotic	Eastern Sudanic	Word Order
sec	Secoya	1	Adjective-Noun	-0.333333333333	-76.0	Tucanoan	Tucanoan	Word Order
sed	Sedang	2	Noun-Adjective	14.8333333333	108.0	Bahnaric	Austro-Asiatic	Word Order
see	Seediq	3	No dominant order	24.1666666667	121.416666667	Atayalic	Austronesian	Word Order
slp	Selepet	2	Noun-Adjective	-6.16666666667	147.166666667	Huon	Trans-New Guinea	Word Order
sel	Selknam	1	Adjective-Noun	-53.0	-70.0	Chonan Proper	Chonan	Word Order
skp	Selkup	1	Adjective-Noun	65.0	82.0	Samoyedic	Uralic	Word Order
sem	Sema	2	Noun-Adjective	26.0	94.5	Angami-Pochuri	Sino-Tibetan	Word Order
sme	Seme	2	Noun-Adjective	11.0	-4.91666666667	Siamou	Siamou	Word Order
sml	Semelai	2	Noun-Adjective	3.0	103.0	Aslian	Austro-Asiatic	Word Order
smn	Seminole	2	Noun-Adjective	33.0	-84.0	Muskogean	Muskogean	Word Order
sen	Sena	2	Noun-Adjective	-18.0	35.25	Bantu	Niger-Congo	Word Order
snt	Sentani	2	Noun-Adjective	-2.58333333333	140.583333333	Sentanic	Sentanic	Word Order
scr	Serbian-Croatian	1	Adjective-Noun	44.0	19.0	Slavic	Indo-European	Word Order
ser	Seri	4	Only internally-headed relative clauses	29.0	-112.0	Seri	Hokan	Word Order
ses	Sesotho	2	Noun-Adjective	-28.0	27.0	Bantu	Niger-Congo	Word Order
shb	Shabo	1	Adjective-Noun	7.58333333333	35.4166666667	Shabo	Shabo	Word Order
shm	Shambala	2	Noun-Adjective	-4.25	38.25	Bantu	Niger-Congo	Word Order
sht	Shatt	2	Noun-Adjective	10.8333333333	30.0	Daju	Eastern Sudanic	Word Order
she	Sherpa	2	Noun-Adjective	27.75	86.8333333333	Bodic	Sino-Tibetan	Word Order
shl	Shilluk	2	Noun-Adjective	9.66666666667	31.75	Western Nilotic	Eastern Sudanic	Word Order
sna	Shina	1	Adjective-Noun	36.0	74.0	Indic	Indo-European	Word Order
shk	Shipibo-Konibo	3	No dominant order	-7.5	-75.0	Panoan	Pano-Tacanan	Word Order
shi	Shiriana	2	Noun-Adjective	3.5	-62.8333333333	Yanomam	Yanomam	Word Order
smp	Shompen	1	Adjective-Noun	7.0	93.75	Shompen	Shompen	Word Order
shn	Shona	2	Noun-Adjective	-18.0	31.0	Bantu	Niger-Congo	Word Order
sho	Shoshone	1	Adjective-Noun	41.0	-114.0	Northern Uto-Aztecan	Uto-Aztecan	Word Order
sia	Siane	2	Noun-Adjective	-6.08333333333	145.2	Siane-Yagaria	Trans-New Guinea	Word Order
sir	Siar	1	Adjective-Noun	-4.66666666667	152.916666667	Oceanic	Austronesian	Word Order
sid	Sidaama	1	Adjective-Noun	6.66666666667	38.5	Highland East Cushitic	Afro-Asiatic	Word Order
skk	Sikkimese	2	Noun-Adjective	27.8333333333	88.5	Bodic	Sino-Tibetan	Word Order
sil	Sila	2	Noun-Adjective	12.3333333333	21.75	Daju	Eastern Sudanic	Word Order
sim	Simeulue	2	Noun-Adjective	2.5	96.25	Northwest Sumatra-Barrier Islands	Austronesian	Word Order
sng	Sinaugoro	2	Noun-Adjective	-9.83333333333	147.833333333	Oceanic	Austronesian	Word Order
snh	Sinhala	1	Adjective-Noun	7.0	80.5	Indic	Indo-European	Word Order
sio	Sio	2	Noun-Adjective	-5.95	147.333333333	Oceanic	Austronesian	Word Order
sin	Siona	1	Adjective-Noun	0.333333333333	-76.25	Tucanoan	Tucanoan	Word Order
qum	Sipakapense	1	Adjective-Noun	15.25	-91.75	Mayan	Mayan	Word Order
srn	Sirionó	2	Noun-Adjective	-15.5833333333	-64.0	Maweti-Guarani	Tupian	Word Order
sro	Siroi	2	Noun-Adjective	-5.5	146.0	Rai Coast	Trans-New Guinea	Word Order
sis	Sisiqa	2	Noun-Adjective	-7.0	156.833333333	Oceanic	Austronesian	Word Order
siu	Siuslaw	1	Adjective-Noun	44.0	-124.0	Siuslawan	Oregon Coast	Word Order
sko	Skou	2	Noun-Adjective	-2.66666666667	140.916666667	Western Skou	Skou	Word Order
sla	Slave	2	Noun-Adjective	67.0	-125.0	Athapaskan	Na-Dene	Word Order
slo	Slovene	1	Adjective-Noun	46.0	15.0	Slavic	Indo-European	Word Order
so	So	2	Noun-Adjective	2.58333333333	34.75	Kuliak	Eastern Sudanic	Word Order
sob	Sobei	2	Noun-Adjective	-1.91666666667	138.75	Oceanic	Austronesian	Word Order
sod	Soddo	1	Adjective-Noun	8.5	38.5	Semitic	Afro-Asiatic	Word Order
som	Somali	2	Noun-Adjective	3.0	45.0	Lowland East Cushitic	Afro-Asiatic	Word Order
snn	Soninke	2	Noun-Adjective	15.0	-10.5	Western Mande	Mande	Word Order
son	Sonsorol-Tobi	3	No dominant order	5.33333333333	132.25	Oceanic	Austronesian	Word Order
srb	Sorbian	1	Adjective-Noun	51.5	14.0	Slavic	Indo-European	Word Order
sgb	Sougb	2	Noun-Adjective	-1.5	134.0	East Bird's Head	East Bird's Head	Word Order
sea	Southeast Ambrym	2	Noun-Adjective	-16.3	168.216666667	Oceanic	Austronesian	Word Order
spa	Spanish	2	Noun-Adjective	40.0	-4.0	Romance	Indo-European	Word Order
spi	Spitian	2	Noun-Adjective	32.25	78.0	Bodic	Sino-Tibetan	Word Order
squ	Squamish	1	Adjective-Noun	49.6666666667	-123.166666667	Central Salish	Salishan	Word Order
sre	Sre	2	Noun-Adjective	11.5	108.0	Bahnaric	Austro-Asiatic	Word Order
sti	Stieng	2	Noun-Adjective	11.8333333333	106.75	Bahnaric	Austro-Asiatic	Word Order
sud	Sudest	2	Noun-Adjective	-11.5	153.45	Oceanic	Austronesian	Word Order
sue	Suena	2	Noun-Adjective	-7.75	147.55	Binanderean	Trans-New Guinea	Word Order
suk	Suki	1	Adjective-Noun	-8.0	141.75	Suki	Trans-New Guinea	Word Order
sku	Suku	2	Noun-Adjective	-6.0	17.6666666667	Bantu	Niger-Congo	Word Order
sul	Sulka	2	Noun-Adjective	-5.08333333333	151.916666667	Sulka	Sulka	Word Order
sun	Sundanese	2	Noun-Adjective	-7.0	107.0	Malayo-Sumbawan	Austronesian	Word Order
sug	Sungor	2	Noun-Adjective	13.75	21.5	Taman	Eastern Sudanic	Word Order
sup	Supyire	2	Noun-Adjective	11.5	-5.58333333333	Senufo	Niger-Congo	Word Order
swa	Swahili	2	Noun-Adjective	-6.5	39.0	Bantu	Niger-Congo	Word Order
swt	Swati	3	No dominant order	-26.5	31.0	Bantu	Niger-Congo	Word Order
swe	Swedish	1	Adjective-Noun	60.0	15.0	Germanic	Indo-European	Word Order
tab	Taba	2	Noun-Adjective	0.0	127.5	South Halmahera - West New Guinea	Austronesian	Word Order
tba	Tabare	2	Noun-Adjective	-6.08333333333	145.0	Chimbu-Wahgi	Trans-New Guinea	Word Order
tbl	Tabla	2	Noun-Adjective	-2.45	140.416666667	Sentanic	Sentanic	Word Order
tbw	Tabwa	2	Noun-Adjective	-8.0	29.5	Bantu	Niger-Congo	Word Order
tac	Tacana	3	No dominant order	-13.5	-68.0	Tacanan	Pano-Tacanan	Word Order
tag	Tagalog	3	No dominant order	15.0	121.0	Greater Central Philippine	Austronesian	Word Order
tah	Tahitian	2	Noun-Adjective	-17.6666666667	-149.583333333	Oceanic	Austronesian	Word Order
taf	Taiof	2	Noun-Adjective	-5.53333333333	154.633333333	Oceanic	Austronesian	Word Order
trr	Tairora	3	No dominant order	-6.5	146.0	Tairora	Trans-New Guinea	Word Order
taj	Tajik	2	Noun-Adjective	38.6666666667	70.0	Iranian	Indo-European	Word Order
tkl	Takelma	2	Noun-Adjective	42.5	-123.0	Takelma	Takelma	Word Order
tak	Takia	2	Noun-Adjective	-4.66666666667	146.0	Oceanic	Austronesian	Word Order
tls	Talysh (Southern)	1	Adjective-Noun	37.5	49.0	Iranian	Indo-European	Word Order
tma	Tama	2	Noun-Adjective	14.5	22.0	Taman	Eastern Sudanic	Word Order
tmm	Tamabo	2	Noun-Adjective	-15.6666666667	167.166666667	Oceanic	Austronesian	Word Order
tam	Tamang (Eastern)	1	Adjective-Noun	27.5	85.666666666667	Bodic	Sino-Tibetan	Word Order
tsk	Tamashek	2	Noun-Adjective	20.0	-2.0	Berber	Afro-Asiatic	Word Order
tml	Tamil	1	Adjective-Noun	11.0	78.5	Dravidian	Dravidian	Word Order
tnc	Tanacross	2	Noun-Adjective	63.5	-143.5	Athapaskan	Na-Dene	Word Order
tce	Tarahumara (Central)	1	Adjective-Noun	27.5	-107.5	Tarahumaran	Uto-Aztecan	Word Order
twe	Tarahumara (Western)	1	Adjective-Noun	27.5	-108.0	Tarahumaran	Uto-Aztecan	Word Order
tao	Tarao	2	Noun-Adjective	24.25	94.1666666667	Kuki-Chin	Sino-Tibetan	Word Order
tar	Tariana	3	No dominant order	1.0	-69.1666666667	Japura-Colombia	Arawakan	Word Order
tsm	Tasmanian	2	Noun-Adjective	-42.1666666667	146.5	Tasmanian	Tasmanian	Word Order
tat	Tatana'	2	Noun-Adjective	5.5	115.5	North Borneo	Austronesian	Word Order
tvo	Tatar	1	Adjective-Noun	56.0	49.5	Turkic	Altaic	Word Order
tts	Tati (Southern)	1	Adjective-Noun	36.0	49.6666666667	Iranian	Indo-European	Word Order
tsg	Tausug	2	Noun-Adjective	6.0	121.0	Greater Central Philippine	Austronesian	Word Order
tau	Tauya	2	Noun-Adjective	-5.75	145.333333333	Rai Coast	Trans-New Guinea	Word Order
taw	Tawala	2	Noun-Adjective	-10.3333333333	150.666666667	Oceanic	Austronesian	Word Order
tbo	Tboli	2	Noun-Adjective	6.16666666667	124.5	Bilic	Austronesian	Word Order
tlf	Telefol	2	Noun-Adjective	-5.0	141.75	Ok	Trans-New Guinea	Word Order
tel	Telugu	1	Adjective-Noun	16.0	79.0	Dravidian	Dravidian	Word Order
tmn	Temein	2	Noun-Adjective	11.9166666667	29.4166666667	Temein	Eastern Sudanic	Word Order
tmr	Temiar	2	Noun-Adjective	5.0	101.5	Aslian	Austro-Asiatic	Word Order
tne	Temne	2	Noun-Adjective	8.66666666667	-13.0833333333	Northern Mel	Niger-Congo	Word Order
ten	Tennet	2	Noun-Adjective	4.41666666667	32.5	South Surmic	Eastern Sudanic	Word Order
tny	Tenyer	2	Noun-Adjective	10.6666666667	-4.5	Senufo	Niger-Congo	Word Order
teo	Teop	2	Noun-Adjective	-5.66666666667	155.0	Oceanic	Austronesian	Word Order
tee	Tepehua (Huehuetla)	1	Adjective-Noun	20.5	-98.0	Totonacan	Totonacan	Word Order
tep	Tepehua (Tlachichilco)	1	Adjective-Noun	20.5833333333	-98.25	Totonacan	Totonacan	Word Order
tpn	Tepehuan (Northern)	3	No dominant order	26.3333333333	-107.0	Tepiman	Uto-Aztecan	Word Order
tps	Tepehuan (Southeastern)	2	Noun-Adjective	23.0	-104.5	Tepiman	Uto-Aztecan	Word Order
ter	Tera	2	Noun-Adjective	11.0	11.8333333333	Biu-Mandara	Afro-Asiatic	Word Order
trb	Teribe	2	Noun-Adjective	9.33333333333	-82.6666666667	Western Isthmic Chibchan	Chibchan	Word Order
tes	Teso	2	Noun-Adjective	1.83333333333	33.8333333333	Eastern Nilotic	Eastern Sudanic	Word Order
ttn	Tetun	2	Noun-Adjective	-9.0	126.0	Central Malayo-Polynesian	Austronesian	Word Order
ttd	Tetun Dili	2	Noun-Adjective	-8.58333333333	125.583333333	Central Malayo-Polynesian	Austronesian	Word Order
thd	Thadou	2	Noun-Adjective	24.4166666667	93.9166666667	Kuki-Chin	Sino-Tibetan	Word Order
tha	Thai	2	Noun-Adjective	16.0	101.0	Kam-Tai	Tai-Kadai	Word Order
thk	Thakali	1	Adjective-Noun	29.0	83.75	Bodic	Sino-Tibetan	Word Order
thn	Thangmi	1	Adjective-Noun	27.75	86.0	Himalayish	Sino-Tibetan	Word Order
tho	Thompson	1	Adjective-Noun	49.75	-121.75	Interior Salish	Salishan	Word Order
thu	Thulung	1	Adjective-Noun	27.4166666667	86.5	Himalayish	Sino-Tibetan	Word Order
tdi	Tibetan (Dingri)	2	Noun-Adjective	28.5	86.5	Bodic	Sino-Tibetan	Word Order
tdr	Tibetan (Drokpa)	2	Noun-Adjective	32.25	81.25	Bodic	Sino-Tibetan	Word Order
tmo	Tibetan (Modern Literary)	2	Noun-Adjective	29.8333333333	91.5	Bodic	Sino-Tibetan	Word Order
tis	Tibetan (Shigatse)	3	No dominant order	29.0	89.0	Bodic	Sino-Tibetan	Word Order
tib	Tibetan (Standard Spoken)	2	Noun-Adjective	30.0	91.0	Bodic	Sino-Tibetan	Word Order
tid	Tidore	2	Noun-Adjective	0.75	127.5	North Halmaheran	North Halmaheran	Word Order
tgk	Tigak	2	Noun-Adjective	-2.71666666667	150.8	Oceanic	Austronesian	Word Order
tig	Tigrinya	1	Adjective-Noun	14.5	38.5	Semitic	Afro-Asiatic	Word Order
tgr	Tigré	1	Adjective-Noun	16.5	38.5	Semitic	Afro-Asiatic	Word Order
tja	Tiipay (Jamul)	4	Only internally-headed relative clauses	32.1666666667	-116.5	Yuman	Hokan	Word Order
tik	Tikar	2	Noun-Adjective	5.83333333333	11.6666666667	Tikar	Niger-Congo	Word Order
tia	Tima	2	Noun-Adjective	11.6666666667	29.25	Katla-Tima	Kordofanian	Word Order
tim	Timugon	2	Noun-Adjective	5.0	116.0	North Borneo	Austronesian	Word Order
tni	Tinani	1	Adjective-Noun	32.3333333333	77.1666666667	Bodic	Sino-Tibetan	Word Order
tin	Tinrin	1	Adjective-Noun	-21.6666666667	165.75	Oceanic	Austronesian	Word Order
tiv	Tiv	3	No dominant order	7.5	9.0	Tivoid	Niger-Congo	Word Order
tiw	Tiwi	1	Adjective-Noun	-11.5	131.0	Tiwian	Tiwian	Word Order
tlp	Tlapanec	2	Noun-Adjective	17.0833333333	-99.0	Subtiaba-Tlapanec	Oto-Manguean	Word Order
tli	Tlingit	3	No dominant order	59.0	-135.0	Tlingit	Na-Dene	Word Order
tob	Toba	1	Adjective-Noun	-26.5	-59.0	Qom	Guaicuruan	Word Order
tbt	Tobati	2	Noun-Adjective	-2.58333333333	140.666666667	Oceanic	Austronesian	Word Order
tla	Tolai	3	No dominant order	-4.25	152.083333333	Oceanic	Austronesian	Word Order
tno	Tondano	2	Noun-Adjective	1.25	125.0	Minahasan	Austronesian	Word Order
toz	Tonga (in Zambia)	2	Noun-Adjective	-17.0	27.0	Bantu	Niger-Congo	Word Order
tng	Tongan	2	Noun-Adjective	-21.1666666667	-175.166666667	Oceanic	Austronesian	Word Order
ton	Tonkawa	2	Noun-Adjective	30.25	-96.75	Tonkawa	Tonkawa	Word Order
trw	Torwali	1	Adjective-Noun	34.25	72.0	Indic	Indo-European	Word Order
tot	Totonac (Misantla)	3	No dominant order	19.9166666667	-96.9166666667	Totonacan	Totonacan	Word Order
txj	Totonac (Xicotepec de Juárez)	1	Adjective-Noun	20.4166666667	-97.8333333333	Totonacan	Totonacan	Word Order
tri	Trique (Copala)	2	Noun-Adjective	17.1666666667	-97.9166666667	Trique	Oto-Manguean	Word Order
tru	Trumai	3	No dominant order	-11.9166666667	-53.5833333333	Trumai	Trumai	Word Order
tsf	Tsafiki	1	Adjective-Noun	-1.0	-79.3333333333	Barbacoan	Barbacoan	Word Order
tsz	Tsez	1	Adjective-Noun	42.25	45.75	Avar-Andic-Tsezic	Nakh-Daghestanian	Word Order
tgl	Tshangla	1	Adjective-Noun	27.8333333333	92.1666666667	Bodic	Sino-Tibetan	Word Order
tsi	Tsimshian (Coast)	1	Adjective-Noun	52.5	-129.0	Tsimshianic	Tsimshianic	Word Order
tgo	Tsogo	2	Noun-Adjective	-1.5	11.3333333333	Bantu	Niger-Congo	Word Order
ttu	Tsova-Tush	1	Adjective-Noun	42.5	45.5	Nakh	Nakh-Daghestanian	Word Order
tbu	Tubu	2	Noun-Adjective	16.0	15.0	Western Saharan	Saharan	Word Order
tuc	Tucano	3	No dominant order	0.5	-69.1666666667	Tucanoan	Tucanoan	Word Order
tgn	Tugun	2	Noun-Adjective	-7.71666666667	126.75	Central Malayo-Polynesian	Austronesian	Word Order
tuk	Tukang Besi	2	Noun-Adjective	-5.5	123.5	Celebic	Austronesian	Word Order
tul	Tulu	1	Adjective-Noun	12.75	75.3333333333	Dravidian	Dravidian	Word Order
tum	Tumleo	2	Noun-Adjective	-3.08333333333	142.416666667	Oceanic	Austronesian	Word Order
tnn	Tunen	2	Noun-Adjective	4.75	10.6666666667	Bantu	Niger-Congo	Word Order
tnk	Tungak	2	Noun-Adjective	-2.55	150.25	Oceanic	Austronesian	Word Order
tun	Tunica	2	Noun-Adjective	32.6666666667	-91.0	Tunica	Tunica	Word Order
tpr	Tupuri	2	Noun-Adjective	10.1666666667	14.75	Mbumic	Niger-Congo	Word Order
