Matthew S. Dryer. 2013. Order of Genitive and Noun.
In: Dryer, Matthew S. & Haspelmath, Martin (eds.)
WALS Online (v2020.4) [Data set]. Zenodo.
https://doi.org/10.5281/zenodo.13950591
(Available online at http://wals.info/chapter/86, Accessed on 2025-03-22.)

wals code	name	value	description	latitude	longitude	genus	family	area
xoo	!Xóõ	1	Genitive-Noun	-24.0	21.5	Tu	Tu	Word Order
ani	//Ani	1	Genitive-Noun	-18.9166666667	21.9166666667	Khoe-Kwadi	Khoe-Kwadi	Word Order
xam	/Xam	1	Genitive-Noun	-31.0	21.0	Tu	Tu	Word Order
huc	=|Hoan	1	Genitive-Noun	-25.5	25.0	=|Hoan	Kxa	Word Order
aar	Aari	1	Genitive-Noun	6.0	36.5833333333	South Omotic	Afro-Asiatic	Word Order
aba	Abau	1	Genitive-Noun	-4.0	141.25	Abau	Sepik	Word Order
abi	Abipón	3	No dominant order	-29.0	-61.0	Abipon	Guaicuruan	Word Order
abk	Abkhaz	1	Genitive-Noun	43.0833333333	41.0	Northwest Caucasian	Northwest Caucasian	Word Order
abv	Abui	1	Genitive-Noun	-8.25	124.666666667	Alor-Pantar	Greater West Bomberai	Word Order
abu	Abun	1	Genitive-Noun	-0.5	132.5	Abun	Abun	Word Order
ace	Acehnese	2	Noun-Genitive	5.5	95.5	Malayo-Sumbawan	Austronesian	Word Order
acg	Achagua	1	Genitive-Noun	4.41666666667	-72.25	Japura-Colombia	Arawakan	Word Order
acn	Achang	1	Genitive-Noun	25.0	98.5	Burmese-Lolo	Sino-Tibetan	Word Order
acl	Acholi	2	Noun-Genitive	3.0	32.6666666667	Western Nilotic	Eastern Sudanic	Word Order
acu	Achuar	1	Genitive-Noun	-2.66667	-76.0	Jivaroan	Jivaroan	Word Order
aco	Acoma	1	Genitive-Noun	34.9166666667	-107.583333333	Keresan	Keresan	Word Order
adg	Adang	1	Genitive-Noun	-8.2	124.0	Alor-Pantar	Greater West Bomberai	Word Order
adi	Adioukrou	1	Genitive-Noun	5.41666666667	-4.58333333333	Agneby	Niger-Congo	Word Order
adn	Adynyamathanha	1	Genitive-Noun	-30.5	139.5	Central Pama-Nyungan	Pama-Nyungan	Word Order
adz	Adzera	1	Genitive-Noun	-6.25	146.25	Oceanic	Austronesian	Word Order
awi	Aekyom	1	Genitive-Noun	-5.75	141.416666667	Elevala	Kamula-Elevala	Word Order
aga	Agarabi	1	Genitive-Noun	-6.16666666667	146.0	Gauwa	Trans-New Guinea	Word Order
agh	Aghem	2	Noun-Genitive	6.66666666667	10.0	Wide Grassfields	Niger-Congo	Word Order
agc	Agta (Central)	2	Noun-Genitive	17.9666666667	121.833333333	Greater Central Philippine	Austronesian	Word Order
agd	Agta (Dupaningan)	2	Noun-Genitive	18.0	122.083333333	Greater Central Philippine	Austronesian	Word Order
ain	Ainu	1	Genitive-Noun	43.0	143.0	Ainu	Ainu	Word Order
aja	Aja	2	Noun-Genitive	7.33333333333	25.6666666667	Kresh	Central Sudanic	Word Order
ajg	Ajagbe	3	No dominant order	7.0	1.75	Gbe	Niger-Congo	Word Order
akn	Akan	1	Genitive-Noun	6.5	-1.25	Tano	Niger-Congo	Word Order
akh	Akha	1	Genitive-Noun	21.8333333333	99.8333333333	Burmese-Lolo	Sino-Tibetan	Word Order
all	Ala'ala	1	Genitive-Noun	-8.91666666667	146.75	Oceanic	Austronesian	Word Order
ala	Alamblak	1	Genitive-Noun	-4.66666666667	143.333333333	Sepik Hill	Sepik	Word Order
alb	Albanian	2	Noun-Genitive	41.0	20.0	Albanian	Indo-European	Word Order
als	Alsea	1	Genitive-Noun	44.6666666667	-123.916666667	Alsea	Oregon Coast	Word Order
aln	Alune	1	Genitive-Noun	-3.0	128.333333333	Central Malayo-Polynesian	Austronesian	Word Order
aly	Alyawarra	2	Noun-Genitive	-22.5	135.0	Central Pama-Nyungan	Pama-Nyungan	Word Order
amm	Ama	1	Genitive-Noun	-4.21666666667	141.616666667	Left May	Left May	Word Order
amc	Amahuaca	1	Genitive-Noun	-10.5	-72.5	Panoan	Pano-Tacanan	Word Order
amn	Amanab	1	Genitive-Noun	-3.58333333333	141.25	Border	Border	Word Order
aml	Ambae (Lolovoli Northeast)	2	Noun-Genitive	-15.4166666667	167.883333333	Oceanic	Austronesian	Word Order
amq	Ambai	1	Genitive-Noun	-1.83333333333	136.5	South Halmahera - West New Guinea	Austronesian	Word Order
amb	Ambulas	1	Genitive-Noun	-3.83333333333	143.0	Ndu	Sepik	Word Order
amt	Amdo (Themchen)	1	Genitive-Noun	38.0	98.0	Bodic	Sino-Tibetan	Word Order
ame	Amele	1	Genitive-Noun	-5.25	145.583333333	Mabuso	Trans-New Guinea	Word Order
amh	Amharic	1	Genitive-Noun	10.0	38.0	Semitic	Afro-Asiatic	Word Order
