Matthew S. Dryer. 2013. Position of Case Affixes.
In: Dryer, Matthew S. & Haspelmath, Martin (eds.)
WALS Online (v2020.4) [Data set]. Zenodo.
https://doi.org/10.5281/zenodo.13950591
(Available online at http://wals.info/chapter/51, Accessed on 2025-03-22.)

wals code	name	value	description	latitude	longitude	genus	family	area
ik	Ik	1	Case suffixes	3.75	34.1666666667	Kuliak	Eastern Sudanic	Nominal Categories
ika	Ika	6	Postpositional clitics	10.6666666667	-73.75	Arhuacic	Chibchan	Nominal Categories
imo	Imonda	6	Postpositional clitics	-3.33333333333	141.166666667	Border	Border	Nominal Categories
ina	Inanwatan	6	Postpositional clitics	-2.08333333333	132.083333333	Inanwatan	South Bird's Head	Nominal Categories
ind	Indonesian	9	No case affixes or adpositional clitics	0.0	106.0	Malayo-Sumbawan	Austronesian	Nominal Categories
ing	Ingush	1	Case suffixes	43.1666666667	45.0833333333	Nakh	Nakh-Daghestanian	Nominal Categories
inn	Innamincka	6	Postpositional clitics	-27.75	140.75	Central Pama-Nyungan	Pama-Nyungan	Nominal Categories
iqu	Iquito	1	Case suffixes	-3.25	-74.0	Zaparoan	Zaparoan	Nominal Categories
irx	Iranxe	9	No case affixes or adpositional clitics	-13.0	-58.0	Iranxe	Iranxe	Nominal Categories
irq	Iraqw	9	No case affixes or adpositional clitics	-4.0	35.5	Southern Cushitic	Afro-Asiatic	Nominal Categories
irr	Irarutu	9	No case affixes or adpositional clitics	-3.0	133.5	South Halmahera - West New Guinea	Austronesian	Nominal Categories
iri	Irish	5	Mixed morphological case	53.0	-8.0	Celtic	Indo-European	Nominal Categories
ita	Italian	9	No case affixes or adpositional clitics	43.0	12.0	Romance	Indo-European	Nominal Categories
ite	Itelmen	1	Case suffixes	57.0	157.5	Southern Chukotko-Kamchatkan	Chukotko-Kamchatkan	Nominal Categories
izi	Izi	9	No case affixes or adpositional clitics	6.33333333333	8.0	Igboid	Niger-Congo	Nominal Categories
jab	Jabêm	1	Case suffixes	-6.58333333333	147.783333333	Oceanic	Austronesian	Nominal Categories
jak	Jakaltek	9	No case affixes or adpositional clitics	15.6666666667	-91.6666666667	Mayan	Mayan	Nominal Categories
jms	Jamsay	3	Case tone	14.4166666667	-2.5	Dogon	Dogon	Nominal Categories
jpn	Japanese	6	Postpositional clitics	37.0	140.0	Japanese	Japanese	Nominal Categories
jaq	Jaqaru	1	Case suffixes	-13.0	-76.0	Aymaran	Aymaran	Nominal Categories
jeb	Jebero	1	Case suffixes	-5.41666666667	-76.5	Cahuapanan	Cahuapanan	Nominal Categories
jng	Jingpho	9	No case affixes or adpositional clitics	25.4166666667	97.0	Brahmaputran	Sino-Tibetan	Nominal Categories
jin	Jino	9	No case affixes or adpositional clitics	22.0	101.0	Burmese-Lolo	Sino-Tibetan	Nominal Categories
jiv	Jivaro	1	Case suffixes	-2.5	-78.0	Jivaroan	Jivaroan	Nominal Categories
juk	Jukun	9	No case affixes or adpositional clitics	6.91666666667	10.4166666667	Jukunoid	Niger-Congo	Nominal Categories
jmo	Jur Mödö	9	No case affixes or adpositional clitics	6.0	30.0	Bongo-Bagirmi	Central Sudanic	Nominal Categories
juh	Ju|'hoan	9	No case affixes or adpositional clitics	-19.0	21.0	Ju-Kung	Kxa	Nominal Categories
kab	Kabardian	1	Case suffixes	43.5	43.5	Northwest Caucasian	Northwest Caucasian	Nominal Categories
kac	Kachari	1	Case suffixes	26.5	91.0	Brahmaputran	Sino-Tibetan	Nominal Categories
kdz	Kadazan	9	No case affixes or adpositional clitics	5.91666666667	117.166666667	North Borneo	Austronesian	Nominal Categories
krr	Kairiru	9	No case affixes or adpositional clitics	-3.33333333333	143.583333333	Oceanic	Austronesian	Nominal Categories
klq	Kalam	9	No case affixes or adpositional clitics	-5.25	144.583333333	Kalam-Kobon	Trans-New Guinea	Nominal Categories
kls	Kalispel	2	Case prefixes	48.0	-117.0	Interior Salish	Salishan	Nominal Categories
kgu	Kalkatungu	1	Case suffixes	-21.0	139.5	Northern Pama-Nyungan	Pama-Nyungan	Nominal Categories
kmk	Kalmyk	1	Case suffixes	44.0	83.0	Mongolic	Altaic	Nominal Categories
kll	Kaluli	6	Postpositional clitics	-6.5	142.75	Bosavi	Trans-New Guinea	Nominal Categories
kma	Kamaiurá	1	Case suffixes	-12.0833333333	-52.5833333333	Maweti-Guarani	Tupian	Nominal Categories
kmz	Kamasau	9	No case affixes or adpositional clitics	-3.91666666667	143.666666667	Marienberg	Torricelli	Nominal Categories
kms	Kamass	1	Case suffixes	52.0	92.0	Samoyedic	Uralic	Nominal Categories
kmr	Kamoro	1	Case suffixes	-4.33333333333	136.0	Asmat-Kamrau Bay	Asmat-Kamrau Bay	Nominal Categories
kmw	Kamu	6	Postpositional clitics	-13.5833333333	130.833333333	Eastern Daly	Eastern Daly	Nominal Categories
kan	Kana	2	Case prefixes	4.75	7.41666666667	Ogonoid	Niger-Congo	Nominal Categories
knk	Kanakuru	9	No case affixes or adpositional clitics	10.0	12.0	West Chadic	Afro-Asiatic	Nominal Categories
kbu	Kanembu	1	Case suffixes	14.0	15.0	Western Saharan	Saharan	Nominal Categories
knd	Kannada	1	Case suffixes	14.0	76.0	Dravidian	Dravidian	Nominal Categories
kno	Kanoê	1	Case suffixes	-13.25	-61.0	Kapixana	Kapixana	Nominal Categories
knr	Kanuri	6	Postpositional clitics	12.0	13.0	Western Saharan	Saharan	Nominal Categories
kar	Kara (in Central African Republic)	9	No case affixes or adpositional clitics	10.0	23.0	Bongo-Bagirmi	Central Sudanic	Nominal Categories
krc	Karachay-Balkar	1	Case suffixes	43.5	42.0	Turkic	Altaic	Nominal Categories
krj	Karadjeri	1	Case suffixes	-19.0	122.0	Western Pama-Nyungan	Pama-Nyungan	Nominal Categories
kkp	Karakalpak	1	Case suffixes	43.0	60.0	Turkic	Altaic	Nominal Categories
kkw	Karankawa	9	No case affixes or adpositional clitics	28.0	-97.0	Karankawa	Karankawa	Nominal Categories
kbw	Karen (Bwe)	9	No case affixes or adpositional clitics	19.5	97.0	Karen	Sino-Tibetan	Nominal Categories
ksg	Karen (Sgaw)	9	No case affixes or adpositional clitics	18.0	97.0	Karen	Sino-Tibetan	Nominal Categories
kmj	Karimojong	9	No case affixes or adpositional clitics	3.0	34.1666666667	Eastern Nilotic	Eastern Sudanic	Nominal Categories
krk	Karok	6	Postpositional clitics	41.6666666667	-123.0	Karok	Hokan	Nominal Categories
kaa	Karó (Arára)	9	No case affixes or adpositional clitics	-10.3333333333	-62.0	Ramarama	Tupian	Nominal Categories
ktc	Katcha	9	No case affixes or adpositional clitics	10.8333333333	29.6666666667	Kadugli	Kadu	Nominal Categories
ktl	Katla	9	No case affixes or adpositional clitics	11.8333333333	29.3333333333	Katla-Tima	Kordofanian	Nominal Categories
kws	Kawaiisu	1	Case suffixes	36.0	-117.5	Northern Uto-Aztecan	Uto-Aztecan	Nominal Categories
kyl	Kayah Li (Eastern)	9	No case affixes or adpositional clitics	19.0	97.5	Karen	Sino-Tibetan	Nominal Categories
kyp	Kayapó	1	Case suffixes	-9.0	-52.0	Je Setentrional	Macro-Ge	Nominal Categories
kay	Kayardild	1	Case suffixes	-17.05	139.5	Tangkic	Tangkic	Nominal Categories
kel	Kele	9	No case affixes or adpositional clitics	-2.08333333333	147.083333333	Oceanic	Austronesian	Nominal Categories
kem	Kemant	1	Case suffixes	12.6666666667	37.4166666667	Central Cushitic	Afro-Asiatic	Nominal Categories
ken	Kenga	1	Case suffixes	12.0	18.0	Bongo-Bagirmi	Central Sudanic	Nominal Categories
ker	Kera	1	Case suffixes	9.83333333333	15.0833333333	East Chadic	Afro-Asiatic	Nominal Categories
ksa	Keresan (Santa Ana)	6	Postpositional clitics	35.4166666667	-106.666666667	Keresan	Keresan	Nominal Categories
ket	Ket	1	Case suffixes	64.0	87.0	Yeniseian	Yeniseian	Nominal Categories
kew	Kewa	6	Postpositional clitics	-6.5	143.833333333	Enga_Kewa-Huli	Trans-New Guinea	Nominal Categories
khl	Khalaj	1	Case suffixes	35.0	50.0	Turkic	Altaic	Nominal Categories
khg	Khaling	1	Case suffixes	27.5	86.6666666667	Himalayish	Sino-Tibetan	Nominal Categories
kha	Khalkha	1	Case suffixes	47.0	105.0	Mongolic	Altaic	Nominal Categories
kmh	Kham	1	Case suffixes	28.5	82.75	Himalayish	Sino-Tibetan	Nominal Categories
khd	Kham (Dege)	6	Postpositional clitics	31.8333333333	98.5833333333	Bodic	Sino-Tibetan	Nominal Categories
kty	Khanty	1	Case suffixes	65.0	65.0	Ugric	Uralic	Nominal Categories
khr	Kharia	6	Postpositional clitics	22.5	84.3333333333	Munda	Austro-Asiatic	Nominal Categories
khs	Khasi	9	No case affixes or adpositional clitics	25.5	92.0	Khasian	Austro-Asiatic	Nominal Categories
khi	Khinalug	1	Case suffixes	41.1666666667	48.0833333333	Khinalug	Nakh-Daghestanian	Nominal Categories
khm	Khmer	9	No case affixes or adpositional clitics	12.5	105.0	Khmer	Austro-Asiatic	Nominal Categories
kmu	Khmu'	9	No case affixes or adpositional clitics	21.0	102.0	Khmuic	Austro-Asiatic	Nominal Categories
klv	Kilivila	9	No case affixes or adpositional clitics	-8.5	151.083333333	Oceanic	Austronesian	Nominal Categories
klw	Kiliwa	1	Case suffixes	31.3333333333	-115.666666667	Yuman	Hokan	Nominal Categories
knn	Kinnauri	1	Case suffixes	31.5	78.0	Bodic	Sino-Tibetan	Nominal Categories
kin	Kinyarwanda	7	Prepositional clitics	-2.0	30.0	Bantu	Niger-Congo	Nominal Categories
kio	Kiowa	1	Case suffixes	37.0	-99.0	Kiowa-Tanoan	Kiowa-Tanoan	Nominal Categories
kri	Kipea	9	No case affixes or adpositional clitics	-10.0	-37.0	Kariri	Kariri	Nominal Categories
kgz	Kirghiz	1	Case suffixes	42.0	75.0	Turkic	Altaic	Nominal Categories
krb	Kiribati	9	No case affixes or adpositional clitics	1.33333333333	173.0	Oceanic	Austronesian	Nominal Categories
kis	Kisi	9	No case affixes or adpositional clitics	8.83333333333	-10.1666666667	Southern Mel	Niger-Congo	Nominal Categories
kiw	Kiwai (Southern)	1	Case suffixes	-8.0	143.5	Kiwaian	Trans-New Guinea	Nominal Categories
klm	Klamath	1	Case suffixes	42.5	-121.5	Klamath-Modoc	Penutian	Nominal Categories
shp	Klikitat	1	Case suffixes	46.5	-120.0	Sahaptian	Penutian	Nominal Categories
koa	Koasati	6	Postpositional clitics	34.8333333333	-85.1666666667	Muskogean	Muskogean	Nominal Categories
kob	Kobon	9	No case affixes or adpositional clitics	-5.16666666667	144.333333333	Kalam-Kobon	Trans-New Guinea	Nominal Categories
koe	Koegu	9	No case affixes or adpositional clitics	7.0	36.0833333333	South Surmic	Eastern Sudanic	Nominal Categories
kmo	Koiali (Mountain)	1	Case suffixes	-9.0	147.5	Koiarian	Trans-New Guinea	Nominal Categories
kta	Koita	1	Case suffixes	-9.33333333333	147.083333333	Koiarian	Trans-New Guinea	Nominal Categories
kok	Kokborok	1	Case suffixes	24.3333333333	92.5	Brahmaputran	Sino-Tibetan	Nominal Categories
kkt	Kokota	9	No case affixes or adpositional clitics	-8.0	159.133333333	Oceanic	Austronesian	Nominal Categories
kol	Kolami	1	Case suffixes	20.0	78.5	Dravidian	Dravidian	Nominal Categories
kmb	Kombai	9	No case affixes or adpositional clitics	-5.58333333333	140.0	Ndeiram	Trans-New Guinea	Nominal Categories
xbi	Kombio	1	Case suffixes	-3.5	142.75	Kombio-Arapesh	Torricelli	Nominal Categories
kop	Komi-Permyak	1	Case suffixes	59.5	54.5	Permic	Uralic	Nominal Categories
kzy	Komi-Zyrian	1	Case suffixes	65.0	55.0	Permic	Uralic	Nominal Categories
kom	Komo	9	No case affixes or adpositional clitics	8.75	33.75	Koman	Koman	Nominal Categories
kon	Kongo	9	No case affixes or adpositional clitics	-5.0	15.0	Bantu	Niger-Congo	Nominal Categories
knw	Konkow	1	Case suffixes	39.5	-121.5	Maiduan	Penutian	Nominal Categories
kni	Konni	9	No case affixes or adpositional clitics	10.25	-1.58333333333	Oti-Volta	Niger-Congo	Nominal Categories
krn	Korana	1	Case suffixes	-29.5	20.5	Khoe-Kwadi	Khoe-Kwadi	Nominal Categories
kor	Korean	1	Case suffixes	37.5	128.0	Korean	Korean	Nominal Categories
kje	Koreguaje	1	Case suffixes	1.0	-75.5	Tucanoan	Tucanoan	Nominal Categories
kku	Korku	1	Case suffixes	22.5	78.5	Munda	Austro-Asiatic	Nominal Categories
kfe	Koromfe	9	No case affixes or adpositional clitics	14.25	-0.916666666667	Koromfe	Niger-Congo	Nominal Categories
krw	Korowai	1	Case suffixes	-5.25	140.0	Becking-Dawi	Trans-New Guinea	Nominal Categories
kry	Koryak	1	Case suffixes	61.0	167.0	Northern Chukotko-Kamchatkan	Chukotko-Kamchatkan	Nominal Categories
kos	Kosraean	9	No case affixes or adpositional clitics	5.3	163.0	Oceanic	Austronesian	Nominal Categories
koy	Koya	1	Case suffixes	17.5	81.3333333333	Dravidian	Dravidian	Nominal Categories
kch	Koyra Chiini	9	No case affixes or adpositional clitics	17.0	-3.0	Songhay	Songhay	Nominal Categories
kse	Koyraboro Senni	9	No case affixes or adpositional clitics	16.0	0.0	Songhay	Songhay	Nominal Categories
kre	Kresh	9	No case affixes or adpositional clitics	8.5	24.5	Kresh	Central Sudanic	Nominal Categories
kro	Krongo	2	Case prefixes	10.5	30.0	Kadugli	Kadu	Nominal Categories
knc	Kugu Nganhcara	6	Postpositional clitics	-14.4166666667	142.0	Northern Pama-Nyungan	Pama-Nyungan	Nominal Categories
kya	Kuku-Yalanji	1	Case suffixes	-16.0	145.0	Northern Pama-Nyungan	Pama-Nyungan	Nominal Categories
klg	Kulung	1	Case suffixes	27.5	87.0	Himalayish	Sino-Tibetan	Nominal Categories
kmn	Kuman	9	No case affixes or adpositional clitics	-5.91666666667	145.0	Chimbu-Wahgi	Trans-New Guinea	Nominal Categories
kum	Kumauni	1	Case suffixes	30.0	80.0	Indic	Indo-European	Nominal Categories
knm	Kunama	6	Postpositional clitics	14.5	37.0	Kunama	Kunama	Nominal Categories
kmp	Kunimaipa	1	Case suffixes	-8.0	146.833333333	Core Goilalan	Trans-New Guinea	Nominal Categories
kuo	Kuot	9	No case affixes or adpositional clitics	-3.05	151.5	Kuot	Kuot	Nominal Categories
krd	Kurdish (Central)	9	No case affixes or adpositional clitics	36.0	44.0	Iranian	Indo-European	Nominal Categories
kut	Kutenai	9	No case affixes or adpositional clitics	49.5	-116.0	Kutenai	Kutenai	Nominal Categories
thy	Kuuk Thaayorre	8	Inpositional clitics	-14.5833333333	141.833333333	Northern Pama-Nyungan	Pama-Nyungan	Nominal Categories
kuv	Kuvi	1	Case suffixes	18.75	82.6666666667	Dravidian	Dravidian	Nominal Categories
kwz	Kwaza	1	Case suffixes	-12.5833333333	-60.6666666667	Kwaza	Kwaza	Nominal Categories
kwo	Kwoma	6	Postpositional clitics	-4.16666666667	142.75	Nukuma	Sepik	Nominal Categories
kwt	Kwomtari	6	Postpositional clitics	-3.5	141.5	Kwomtari	Kwomtari	Nominal Categories
kyk	Kyaka	6	Postpositional clitics	-5.55	144.083333333	Enga_Kewa-Huli	Trans-New Guinea	Nominal Categories
kgy	Kyirong	6	Postpositional clitics	28.4166666667	85.3333333333	Bodic	Sino-Tibetan	Nominal Categories
lad	Ladakhi	1	Case suffixes	34.0	78.0	Bodic	Sino-Tibetan	Nominal Categories
laf	Lafofa	9	No case affixes or adpositional clitics	10.25	31.25	Lafofa	Kordofanian	Nominal Categories
lah	Lahu	9	No case affixes or adpositional clitics	20.0	98.1666666667	Burmese-Lolo	Sino-Tibetan	Nominal Categories
lai	Lai	9	No case affixes or adpositional clitics	22.6666666667	93.6666666667	Kuki-Chin	Sino-Tibetan	Nominal Categories
lak	Lak	1	Case suffixes	42.1666666667	47.1666666667	Lak	Nakh-Daghestanian	Nominal Categories
lkt	Lakhota	9	No case affixes or adpositional clitics	43.8333333333	-101.833333333	Mississippi Valley Siouan	Siouan	Nominal Categories
lal	Lalo	9	No case affixes or adpositional clitics	25.0	100.25	Burmese-Lolo	Sino-Tibetan	Nominal Categories
lmh	Lamaholot	9	No case affixes or adpositional clitics	-8.25	122.916666667	Central Malayo-Polynesian	Austronesian	Nominal Categories
lmg	Lamang	9	No case affixes or adpositional clitics	11.25	13.5833333333	Biu-Mandara	Afro-Asiatic	Nominal Categories
lmn	Lamani	1	Case suffixes	17.0	77.0	Indic	Indo-European	Nominal Categories
lmp	Lampung	9	No case affixes or adpositional clitics	-5.0	105.0	Lampungic	Austronesian	Nominal Categories
lan	Lango	9	No case affixes or adpositional clitics	2.16666666667	33.0	Western Nilotic	Eastern Sudanic	Nominal Categories
lao	Lao	9	No case affixes or adpositional clitics	18.0	103.0	Kam-Tai	Tai-Kadai	Nominal Categories
lar	Laragia	9	No case affixes or adpositional clitics	-12.6666666667	130.833333333	Laragiya	Darwin Region	Nominal Categories
lat	Latvian	1	Case suffixes	57.0	24.0	Baltic	Indo-European	Nominal Categories
lav	Lavukaleve	1	Case suffixes	-9.08333333333	159.2	Lavukaleve	Solomons East Papuan	Nominal Categories
lec	Leko	1	Case suffixes	-15.0	-67.9166666667	Leko	Leko	Nominal Categories
lel	Lele	9	No case affixes or adpositional clitics	9.08333333333	15.5833333333	East Chadic	Afro-Asiatic	Nominal Categories
llm	Lelemi	9	No case affixes or adpositional clitics	7.33333333333	0.5	Na-Togo	Niger-Congo	Nominal Categories
len	Lenakel	9	No case affixes or adpositional clitics	-19.45	169.25	Oceanic	Austronesian	Nominal Categories
ldu	Lendu	9	No case affixes or adpositional clitics	2.0	30.5	Lendu	Central Sudanic	Nominal Categories
lep	Lepcha	9	No case affixes or adpositional clitics	27.1666666667	88.5	Himalayish	Sino-Tibetan	Nominal Categories
lew	Lewo	9	No case affixes or adpositional clitics	-16.75	168.333333333	Oceanic	Austronesian	Nominal Categories
lez	Lezgian	1	Case suffixes	41.6666666667	47.8333333333	Lezgic	Nakh-Daghestanian	Nominal Categories
lho	Lhomi	1	Case suffixes	27.6666666667	87.4166666667	Bodic	Sino-Tibetan	Nominal Categories
lim	Limbu	1	Case suffixes	27.1666666667	87.75	Himalayish	Sino-Tibetan	Nominal Categories
lml	Limilngan	1	Case suffixes	-12.5	131.916666667	Limilngan	Darwin Region	Nominal Categories
lnd	Linda	9	No case affixes or adpositional clitics	6.5	20.75	Ubangi	Niger-Congo	Nominal Categories
lis	Lisu	9	No case affixes or adpositional clitics	26.0	98.0	Burmese-Lolo	Sino-Tibetan	Nominal Categories
lit	Lithuanian	1	Case suffixes	55.0	24.0	Baltic	Indo-European	Nominal Categories
lgt	Logoti	9	No case affixes or adpositional clitics	3.5	30.0	Moru-Ma'di	Central Sudanic	Nominal Categories
ara	Lokono	9	No case affixes or adpositional clitics	5.5	-55.1666666667	Antillean Arawakan	Arawakan	Nominal Categories
lgu	Longgu	9	No case affixes or adpositional clitics	-9.75	160.666666667	Oceanic	Austronesian	Nominal Categories
lon	Loniu	9	No case affixes or adpositional clitics	-2.06666666667	147.333333333	Oceanic	Austronesian	Nominal Categories
lot	Lotha	6	Postpositional clitics	26.5	94.25	Central Naga	Sino-Tibetan	Nominal Categories
luc	Lucazi	2	Case prefixes	-14.0	20.0	Bantu	Niger-Congo	Nominal Categories
lda	Luganda	7	Prepositional clitics	0.5	32.1666666667	Bantu	Niger-Congo	Nominal Categories
lug	Lugbara	9	No case affixes or adpositional clitics	3.08333333333	30.9166666667	Moru-Ma'di	Central Sudanic	Nominal Categories
lui	Luiseño	1	Case suffixes	33.3333333333	-117.166666667	Northern Uto-Aztecan	Uto-Aztecan	Nominal Categories
lbu	Lunda	2	Case prefixes	-10.6666666667	24.0	Bantu	Niger-Congo	Nominal Categories
luo	Luo	9	No case affixes or adpositional clitics	-0.5	34.75	Western Nilotic	Eastern Sudanic	Nominal Categories
kkv	Lusi	9	No case affixes or adpositional clitics	-5.58333333333	149.666666667	Oceanic	Austronesian	Nominal Categories
mad	Ma'di	9	No case affixes or adpositional clitics	3.25	31.5	Moru-Ma'di	Central Sudanic	Nominal Categories
maa	Maasai	3	Case tone	-3.0	36.0	Eastern Nilotic	Eastern Sudanic	Nominal Categories
mab	Maba	3	Case tone	13.75	20.8333333333	Maban	Maban	Nominal Categories
mch	Machiguenga	1	Case suffixes	-12.0	-72.6666666667	Pre-Andine Arawakan	Arawakan	Nominal Categories
mac	Macushi	1	Case suffixes	4.0	-60.0	Cariban	Cariban	Nominal Categories
mdm	Madimadi	1	Case suffixes	-34.5	143.5	Southeastern Pama-Nyungan	Pama-Nyungan	Nominal Categories
mae	Mae	9	No case affixes or adpositional clitics	-16.0	167.25	Oceanic	Austronesian	Nominal Categories
mgh	Magahi	1	Case suffixes	23.5	85.5	Indic	Indo-European	Nominal Categories
mag	Magar	1	Case suffixes	28.0	83.0	Himalayish	Sino-Tibetan	Nominal Categories
mne	Maidu (Northeast)	1	Case suffixes	40.0	-120.666666667	Maiduan	Penutian	Nominal Categories
mpr	Maipure	9	No case affixes or adpositional clitics	5.5	-67.5	Alto-Orinoco	Arawakan	Nominal Categories
