Matthew S. Dryer. 2013. Position of Polar Question Particles.
In: Dryer, Matthew S. & Haspelmath, Martin (eds.)
WALS Online (v2020.4) [Data set]. Zenodo.
https://doi.org/10.5281/zenodo.13950591
(Available online at http://wals.info/chapter/92, Accessed on 2025-03-23.)

wals code	name	value	description	latitude	longitude	genus	family	area
xoo	!Xóõ	1	Initial	-24.0	21.5	Tu	Tu	Word Order
ani	//Ani	2	Final	-18.9166666667	21.9166666667	Khoe-Kwadi	Khoe-Kwadi	Word Order
aar	Aari	6	No question particle	6.0	36.5833333333	South Omotic	Afro-Asiatic	Word Order
abk	Abkhaz	6	No question particle	43.0833333333	41.0	Northwest Caucasian	Northwest Caucasian	Word Order
abu	Abun	2	Final	-0.5	132.5	Abun	Abun	Word Order
ace	Acehnese	5	In either of two positions	5.5	95.5	Malayo-Sumbawan	Austronesian	Word Order
acn	Achang	2	Final	25.0	98.5	Burmese-Lolo	Sino-Tibetan	Word Order
acu	Achuar	6	No question particle	-2.66667	-76.0	Jivaroan	Jivaroan	Word Order
adi	Adioukrou	2	Final	5.41666666667	-4.58333333333	Agneby	Niger-Congo	Word Order
adz	Adzera	6	No question particle	-6.25	146.25	Oceanic	Austronesian	Word Order
aga	Agarabi	6	No question particle	-6.16666666667	146.0	Gauwa	Trans-New Guinea	Word Order
agc	Agta (Central)	1	Initial	17.9666666667	121.833333333	Greater Central Philippine	Austronesian	Word Order
agd	Agta (Dupaningan)	3	Second position	18.0	122.083333333	Greater Central Philippine	Austronesian	Word Order
ain	Ainu	2	Final	43.0	143.0	Ainu	Ainu	Word Order
ajg	Ajagbe	2	Final	7.0	1.75	Gbe	Niger-Congo	Word Order
akn	Akan	5	In either of two positions	6.5	-1.25	Tano	Niger-Congo	Word Order
akh	Akha	2	Final	21.8333333333	99.8333333333	Burmese-Lolo	Sino-Tibetan	Word Order
all	Ala'ala	1	Initial	-8.91666666667	146.75	Oceanic	Austronesian	Word Order
ala	Alamblak	6	No question particle	-4.66666666667	143.333333333	Sepik Hill	Sepik	Word Order
alb	Albanian	1	Initial	41.0	20.0	Albanian	Indo-European	Word Order
amc	Amahuaca	3	Second position	-10.5	-72.5	Panoan	Pano-Tacanan	Word Order
amn	Amanab	5	In either of two positions	-3.58333333333	141.25	Border	Border	Word Order
aml	Ambae (Lolovoli Northeast)	6	No question particle	-15.4166666667	167.883333333	Oceanic	Austronesian	Word Order
amq	Ambai	2	Final	-1.83333333333	136.5	South Halmahera - West New Guinea	Austronesian	Word Order
ame	Amele	2	Final	-5.25	145.583333333	Mabuso	Trans-New Guinea	Word Order
amo	Amo	2	Final	10.3333333333	8.66666666667	Central Kainji	Niger-Congo	Word Order
anj	Anejom	2	Final	-20.2	169.8	Oceanic	Austronesian	Word Order
agm	Angami	2	Final	25.6666666667	94.5	Angami-Pochuri	Sino-Tibetan	Word Order
anc	Angas	2	Final	9.5	9.5	West Chadic	Afro-Asiatic	Word Order
ang	Anggor	6	No question particle	-3.75	141.166666667	Senagi	Senagi	Word Order
ano	Anong	6	No question particle	27.3333333333	98.75	Nungish	Sino-Tibetan	Word Order
anu	Anufo	2	Final	10.0833333333	0.25	Tano	Niger-Congo	Word Order
ao	Ao	2	Final	26.5833333333	94.6666666667	Central Naga	Sino-Tibetan	Word Order
apw	Apache (Western)	6	No question particle	33.75	-110.0	Athapaskan	Na-Dene	Word Order
apl	Apalaí	6	No question particle	0.0	-54.0	Cariban	Cariban	Word Order
apt	Apatani	2	Final	27.5	93.75	Tani	Sino-Tibetan	Word Order
api	Apinayé	1	Initial	-5.5	-48.0	Je Setentrional	Macro-Ge	Word Order
apu	Apurinã	6	No question particle	-9.0	-67.0	Purus	Arawakan	Word Order
aeg	Arabic (Egyptian)	1	Initial	30.0	31.0	Semitic	Afro-Asiatic	Word Order
arg	Arabic (Gulf)	6	No question particle	26.0	49.0	Semitic	Afro-Asiatic	Word Order
ams	Arabic (Modern Standard)	1	Initial	25.0	42.0	Semitic	Afro-Asiatic	Word Order
amr	Arabic (Moroccan)	1	Initial	34.0	-6.0	Semitic	Afro-Asiatic	Word Order
asy	Arabic (Syrian)	2	Final	34.0	38.0	Semitic	Afro-Asiatic	Word Order
ana	Araona	6	No question particle	-12.3333333333	-67.75	Tacanan	Pano-Tacanan	Word Order
aab	Arapesh (Abu)	2	Final	-3.45	142.95	Kombio-Arapesh	Torricelli	Word Order
arp	Arapesh (Mountain)	2	Final	-3.46666666667	143.166666667	Kombio-Arapesh	Torricelli	Word Order
arc	Archi	6	No question particle	42.0	46.8333333333	Lezgic	Nakh-Daghestanian	Word Order
arm	Armenian (Eastern)	6	No question particle	40.0	45.0	Armenian	Indo-European	Word Order
