Matthew S. Dryer. 2013. Position of Negative Morpheme With Respect to Subject, Object, and Verb.
In: Dryer, Matthew S. & Haspelmath, Martin (eds.)
WALS Online (v2020.4) [Data set]. Zenodo.
https://doi.org/10.5281/zenodo.13950591
(Available online at http://wals.info/chapter/144, Accessed on 2025-03-22.)

wals code	name	value	description	latitude	longitude	genus	family	area
mxj	Mixtec (Jicaltepec)	9	NegVSO	16.3333333333	-98.0	Mixtec	Oto-Manguean	Word Order
mxo	Mixtec (Ocotepec)	9	NegVSO	17.1666666667	-97.75	Mixtec	Oto-Manguean	Word Order
mxp	Mixtec (Peñoles)	9	NegVSO	17.0833333333	-96.9166666667	Mixtec	Oto-Manguean	Word Order
miy	Miya	18	ObligDoubleNeg	10.9166666667	9.66666666667	West Chadic	Afro-Asiatic	Word Order
miz	Mizo	8	SOVNeg	23.1666666667	92.8333333333	Kuki-Chin	Sino-Tibetan	Word Order
mcv	Mocoví	20	MorphNeg	-28.0	-60.5	Qom	Guaicuruan	Word Order
mog	Moghol	21	Other	35.0	62.0	Mongolic	Altaic	Word Order
mok	Mokilese	2	SNegVO	6.66666666667	159.75	Oceanic	Austronesian	Word Order
mom	Mombum	18	ObligDoubleNeg	-8.25	138.75	Mombum	Mombum	Word Order
mon	Mon	2	SNegVO	14.8333333333	100.5	Monic	Austro-Asiatic	Word Order
mga	Mondunga	16	More than one position	2.25	21.5	Ubangi	Niger-Congo	Word Order
mkh	Mongol (Khamnigan)	16	More than one position	49.0	117.0	Mongolic	Altaic	Word Order
mni	Moni	21	Other	-3.66666666667	137.0	Paniai Lakes	Trans-New Guinea	Word Order
mno	Mono (in United States)	5	NegSOV	38.0	-119.0	Northern Uto-Aztecan	Uto-Aztecan	Word Order
moo	Mooré	18	ObligDoubleNeg	12.8333333333	-1.25	Oti-Volta	Niger-Congo	Word Order
mor	Mor	4	SVONeg	-2.95	135.75	South Halmahera - West New Guinea	Austronesian	Word Order
mri	Moraori	21	Other	-8.58333333333	140.666666667	Moraori	Moraori	Word Order
moe	Mordvin (Erzya)	21	Other	53.0	45.5	Mordvin	Uralic	Word Order
mro	Moro	2	SNegVO	11.0	30.1666666667	Heiban	Kordofanian	Word Order
mou	Moru	16	More than one position	4.75	29.75	Moru-Ma'di	Central Sudanic	Word Order
mos	Mosetén	16	More than one position	-14.75	-67.8333333333	Mosetenan	Mosetenan	Word Order
mtu	Motu	16	More than one position	-9.33333333333	147.0	Oceanic	Austronesian	Word Order
mot	Motuna	20	MorphNeg	-6.61666666667	155.416666667	South Bougainville	South Bougainville	Word Order
mov	Movima	16	More than one position	-13.8333333333	-65.6666666667	Movima	Movima	Word Order
mpu	Mpur	4	SVONeg	-0.75	133.25	Mpur	Mpur	Word Order
aoj	Mufian	18	ObligDoubleNeg	-3.5	143.0	Kombio-Arapesh	Torricelli	Word Order
mui	Muinane	20	MorphNeg	-1.0	-72.5	Boran	Boran	Word Order
msc	Muisca	20	MorphNeg	5.0	-74.0	Chibcha-Duit	Chibchan	Word Order
mum	Mumuye	19	OptDoubleNeg	9.0	11.6666666667	Mumuye-Yandang	Niger-Congo	Word Order
mna	Muna	2	SNegVO	-5.0	122.5	Celebic	Austronesian	Word Order
mdg	Mundang	4	SVONeg	9.66666666667	14.5	Mbumic	Niger-Congo	Word Order
mun	Mundari	7	SONegV	23.0	84.6666666667	Munda	Austro-Asiatic	Word Order
mgk	Mungaka	19	OptDoubleNeg	5.91666666667	10.0	Wide Grassfields	Niger-Congo	Word Order
mup	Mupun	19	OptDoubleNeg	9.5	8.83333333333	West Chadic	Afro-Asiatic	Word Order
mrl	Murle	9	NegVSO	6.5	33.5	South Surmic	Eastern Sudanic	Word Order
mpa	Murrinh-Patha	7	SONegV	-14.6666666667	129.666666667	Murrinh-Patha	Southern Daly	Word Order
mur	Mursi	7	SONegV	5.58333333333	36.0833333333	South Surmic	Eastern Sudanic	Word Order
mrw	Muruwari	21	Other	-28.75	147.0	Southeastern Pama-Nyungan	Pama-Nyungan	Word Order
mgu	Musgu	4	SVONeg	10.8333333333	14.9166666667	Biu-Mandara	Afro-Asiatic	Word Order
msm	Musom	21	Other	-6.58333333333	147.0	Oceanic	Austronesian	Word Order
msq	Musqueam	9	NegVSO	49.1666666667	-123.0	Central Salish	Salishan	Word Order
mus	Mussau	2	SNegVO	-1.45	149.616666667	Oceanic	Austronesian	Word Order
mut	Mutsun	2	SNegVO	36.8333333333	-121.5	Costanoan	Penutian	Word Order
mwe	Mwera	20	MorphNeg	-9.0	39.0	Bantu	Niger-Congo	Word Order
mwo	Mwotlap	18	ObligDoubleNeg	-13.5833333333	167.583333333	Oceanic	Austronesian	Word Order
nab	Nabak	7	SONegV	-6.41666666667	147.0	Huon	Trans-New Guinea	Word Order
ndr	Nadroga	21	Other	-18.0833333333	177.416666667	Oceanic	Austronesian	Word Order
nad	Nadëb	16	More than one position	-1.0	-66.5	Nadahup	Nadahup	Word Order
nma	Naga (Mao)	8	SOVNeg	25.5	94.3333333333	Angami-Pochuri	Sino-Tibetan	Word Order
ngt	Naga (Tangkhul)	20	MorphNeg	25.0	94.5	Tangkhul-Maring	Sino-Tibetan	Word Order
nze	Naga (Zeme)	21	Other	25.1666666667	93.5	Zemeic	Sino-Tibetan	Word Order
nag	Nagatman	16	More than one position	-3.75	141.5	Yale	Yale	Word Order
nhh	Nahuatl (Huasteca)	9	NegVSO	22.0	-99.0	Aztecan	Uto-Aztecan	Word Order
nhm	Nahuatl (Michoacán)	2	SNegVO	18.5	-103.0	Aztecan	Uto-Aztecan	Word Order
nht	Nahuatl (Tetelcingo)	21	Other	19.6666666667	-99.0	Aztecan	Uto-Aztecan	Word Order
bio	Nai	20	MorphNeg	-3.71666666667	141.266666667	Kwomtari	Kwomtari	Word Order
nak	Nakanai	2	SNegVO	-5.58333333333	150.583333333	Oceanic	Austronesian	Word Order
nal	Nalik	2	SNegVO	-2.95	151.333333333	Oceanic	Austronesian	Word Order
kho	Nama	8	SOVNeg	-25.5	18.0	Khoe-Kwadi	Khoe-Kwadi	Word Order
nmb	Nambikuára (Southern)	20	MorphNeg	-14.0	-59.5	Nambikuaran	Nambikuaran	Word Order
nam	Namia	20	MorphNeg	-3.83333333333	141.75	Yellow River	Sepik	Word Order
nan	Nandi	20	MorphNeg	0.25	35.0	Eastern Nilotic	Eastern Sudanic	Word Order
nnk	Nankina	8	SOVNeg	-5.78333333333	146.45	Finisterre	Trans-New Guinea	Word Order
nph	Nar-Phu	19	OptDoubleNeg	28.6666666667	84.25	Bodic	Sino-Tibetan	Word Order
nar	Nara (in Ethiopia)	7	SONegV	15.0833333333	37.5833333333	Nara	Eastern Sudanic	Word Order
nas	Nasioi	16	More than one position	-6.33333333333	155.583333333	South Bougainville	South Bougainville	Word Order
nav	Navajo	16	More than one position	36.1666666667	-108.0	Athapaskan	Na-Dene	Word Order
ncm	Ncàm	2	SNegVO	9.33333333333	0.666666666667	Oti-Volta	Niger-Congo	Word Order
ndb	Ndebele	20	MorphNeg	-25.3333333333	29.0	Bantu	Niger-Congo	Word Order
ndj	Ndjébbana	21	Other	-12.1666666667	134.116666667	Ndjébbana	Mangrida	Word Order
ndo	Ndonga	21	Other	-18.0	17.0	Bantu	Niger-Congo	Word Order
ndu	Ndumu	18	ObligDoubleNeg	-1.66666666667	13.5833333333	Bantu	Niger-Congo	Word Order
ndt	Ndut	20	MorphNeg	14.9166666667	-16.9166666667	Cangin	Niger-Congo	Word Order
ndy	Ndyuka	2	SNegVO	4.5	-54.5	Creoles and Pidgins	other	Word Order
neh	Nehan	2	SNegVO	-4.5	154.2	Oceanic	Austronesian	Word Order
ntu	Nenets	7	SONegV	70.0	76.0	Samoyedic	Uralic	Word Order
nne	Nengone	2	SNegVO	-21.5	168.0	Oceanic	Austronesian	Word Order
naj	Neo-Aramaic (Arbel Jewish)	7	SONegV	36.3833	44.0	Semitic	Afro-Asiatic	Word Order
nep	Nepali	20	MorphNeg	28.0	85.0	Indic	Indo-European	Word Order
nev	Nevome	21	Other	31.0	-112.5	Tepiman	Uto-Aztecan	Word Order
nwd	Newar (Dolakha)	20	MorphNeg	27.3333333333	86.0	Himalayish	Sino-Tibetan	Word Order
new	Newari (Kathmandu)	20	MorphNeg	27.6666666667	85.5	Himalayish	Sino-Tibetan	Word Order
nez	Nez Perce	21	Other	46.0	-116.0	Sahaptian	Penutian	Word Order
ntj	Ngaanyatjarra	20	MorphNeg	-26.0	126.5	Western Pama-Nyungan	Pama-Nyungan	Word Order
ngd	Ngad'a	21	Other	-8.83333333333	121.0	Central Malayo-Polynesian	Austronesian	Word Order
ngj	Ngadjumaja	21	Other	-32.3333333333	123.833333333	Western Pama-Nyungan	Pama-Nyungan	Word Order
ngm	Ngambay	4	SVONeg	8.66666666667	16.0	Bongo-Bagirmi	Central Sudanic	Word Order
nga	Nganasan	7	SONegV	71.0	93.0	Samoyedic	Uralic	Word Order
ngn	Ngandi	20	MorphNeg	-13.8333333333	135.0	Eastern Gunwinyguan	Gunwinyguan	Word Order
ngw	Ngawun	1	NegSVO	-19.0	141.5	Northern Pama-Nyungan	Pama-Nyungan	Word Order
nbm	Ngbaka (Ma'bo)	4	SVONeg	3.56	18.36	Ubangi	Niger-Congo	Word Order
nti	Ngiti	16	More than one position	1.33333333333	30.25	Lendu	Central Sudanic	Word Order
ngi	Ngiyambaa	21	Other	-31.75	145.5	Southeastern Pama-Nyungan	Pama-Nyungan	Word Order
ngz	Ngizim	4	SVONeg	12.0833333333	10.9166666667	West Chadic	Afro-Asiatic	Word Order
ngo	Ngoni	16	More than one position	-11.0	36.0	Bantu	Niger-Congo	Word Order
ngu	Nguna	2	SNegVO	-16.9166666667	168.5	Oceanic	Austronesian	Word Order
nbr	Ngäbere	21	Other	8.66666666667	-82.0	Guaymiic	Chibchan	Word Order
nia	Nias	12	NegVOS	1.0	97.75	Northwest Sumatra-Barrier Islands	Austronesian	Word Order
nca	Nicobarese (Car)	12	NegVOS	9.0	93.0	Nicobarese	Austro-Asiatic	Word Order
nsn	Nisenan	20	MorphNeg	39.0	-121.0	Maiduan	Penutian	Word Order
nsg	Nisgha	9	NegVSO	55.0	-130.0	Tsimshianic	Tsimshianic	Word Order
nif	Niuafo'ou	9	NegVSO	-15.5666666667	-175.616666667	Oceanic	Austronesian	Word Order
niu	Niuean	9	NegVSO	-19.05	-170.116666667	Oceanic	Austronesian	Word Order
niv	Nivkh	19	OptDoubleNeg	53.3333333333	142.0	Nivkh	Nivkh	Word Order
nke	Nkem	19	OptDoubleNeg	6.58333333333	8.58333333333	Ekoid-Mbe	Niger-Congo	Word Order
nkn	Nkonya	20	MorphNeg	7.16666666667	0.25	Tano	Niger-Congo	Word Order
nko	Nkore-Kiga	20	MorphNeg	-0.916666666667	29.8333333333	Bantu	Niger-Congo	Word Order
noc	Nocte	20	MorphNeg	27.0	95.5	Brahmaputran	Sino-Tibetan	Word Order
non	Noni	18	ObligDoubleNeg	6.41666666667	10.5833333333	Beboid	Niger-Congo	Word Order
noo	Noon	20	MorphNeg	14.8333333333	-16.8333333333	Cangin	Niger-Congo	Word Order
nor	Norwegian	16	More than one position	61.0	8.0	Germanic	Indo-European	Word Order
nse	Nsenga	16	More than one position	-14.5	30.8333333333	Bantu	Niger-Congo	Word Order
nto	Ntomba	20	MorphNeg	-2.0	18.3333333333	Bantu	Niger-Congo	Word Order
nua	Nuaulu	4	SVONeg	-3.25	129.166666667	Central Malayo-Polynesian	Austronesian	Word Order
nbd	Nubian (Dongolese)	20	MorphNeg	18.25	30.75	Nubian	Eastern Sudanic	Word Order
nku	Nubian (Kunuz)	20	MorphNeg	23.0	33.0	Nubian	Eastern Sudanic	Word Order
nue	Nuer	5	NegSOV	8.33333333333	32.0	Western Nilotic	Eastern Sudanic	Word Order
nun	Nung (in Vietnam)	2	SNegVO	21.9166666667	106.416666667	Kam-Tai	Tai-Kadai	Word Order
nug	Nunggubuyu	21	Other	-13.75	135.666666667	Nunggubuyu	Gunwinyguan	Word Order
yi	Nuosu	21	Other	28.0	103.0	Burmese-Lolo	Sino-Tibetan	Word Order
nup	Nupe	4	SVONeg	9.16666666667	5.41666666667	Nupoid	Niger-Congo	Word Order
nyk	Nyamkad	21	Other	32.0	78.5	Bodic	Sino-Tibetan	Word Order
nyi	Nyimang	7	SONegV	12.1666666667	29.3333333333	Nyimang	Eastern Sudanic	Word Order
nis	Nyishi	20	MorphNeg	27.5	93.5	Tani	Sino-Tibetan	Word Order
nza	Nzakara	4	SVONeg	5.0	23.0	Ubangi	Niger-Congo	Word Order
ood	O'odham	21	Other	32.0	-112.0	Tepiman	Uto-Aztecan	Word Order
obo	Obolo	20	MorphNeg	4.58333333333	7.83333333333	Lower Cross	Niger-Congo	Word Order
ocu	Ocuilteco	20	MorphNeg	18.9166666667	-99.6666666667	Matlatzincan	Oto-Manguean	Word Order
obg	Ogbronuagum	20	MorphNeg	4.75	6.86666666667	Central Delta	Niger-Congo	Word Order
oir	Oirat	21	Other	37.5	93.0	Mongolic	Altaic	Word Order
oji	Ojibwa (Eastern)	16	More than one position	46.0	-80.0	Algonquian	Algic	Word Order
oks	Oksapmin	7	SONegV	-5.16666666667	142.166666667	Oksapmin	Trans-New Guinea	Word Order
olo	Olo	4	SVONeg	-3.41666666667	142.0	Central Wapei	Torricelli	Word Order
omh	Omaha	20	MorphNeg	42.0	-97.25	Mississippi Valley Siouan	Siouan	Word Order
one	One	19	OptDoubleNeg	-3.25	141.916666667	West Wapei	Torricelli	Word Order
ond	Oneida	21	Other	43.0	-75.6666666667	Northern Iroquoian	Iroquoian	Word Order
ong	Onge	8	SOVNeg	10.75	92.4166666667	South Andamanese	South Andamanese	Word Order
ori	Orig	20	MorphNeg	12.1666666667	30.8333333333	Rashad	Kordofanian	Word Order
oya	Oriya	20	MorphNeg	21.0	85.0	Indic	Indo-European	Word Order
ork	Orok	20	MorphNeg	49.5	143.5	Tungusic	Altaic	Word Order
oro	Orokaiva	16	More than one position	-8.83333333333	148.25	Binanderean	Trans-New Guinea	Word Order
orh	Oromo (Harar)	18	ObligDoubleNeg	9.0	42.0	Lowland East Cushitic	Afro-Asiatic	Word Order
orw	Oromo (Waata)	18	ObligDoubleNeg	-3.33333333333	39.8333333333	Lowland East Cushitic	Afro-Asiatic	Word Order
osa	Osage	8	SOVNeg	37.0	-94.0	Mississippi Valley Siouan	Siouan	Word Order
oss	Ossetic	21	Other	43.0	44.0	Iranian	Indo-European	Word Order
otm	Otomí (Mezquital)	12	NegVOS	20.1666666667	-99.1666666667	Otomian	Oto-Manguean	Word Order
otr	Otoro	18	ObligDoubleNeg	11.1666666667	30.5	Heiban	Kordofanian	Word Order
paa	Pa'a	19	OptDoubleNeg	11.0	9.25	West Chadic	Afro-Asiatic	Word Order
pkn	Paakantyi	1	NegSVO	-32.5	142.5	Central Pama-Nyungan	Pama-Nyungan	Word Order
pms	Paamese	20	MorphNeg	-16.5	168.25	Oceanic	Austronesian	Word Order
pno	Paiute (Northern)	5	NegSOV	42.0	-118.0	Northern Uto-Aztecan	Uto-Aztecan	Word Order
pai	Paiwan	16	More than one position	22.5	120.833333333	Paiwan	Austronesian	Word Order
pal	Palauan	2	SNegVO	7.5	134.583333333	Palauan	Austronesian	Word Order
plg	Palaung	2	SNegVO	22.6666666667	96.6666666667	Palaungic	Austro-Asiatic	Word Order
pnn	Pangasinan	9	NegVSO	15.9166666667	120.333333333	Northern Luzon	Austronesian	Word Order
png	Pangwa	20	MorphNeg	-10.0	34.75	Bantu	Niger-Congo	Word Order
pan	Panjabi	7	SONegV	31.0	74.0	Indic	Indo-European	Word Order
pre	Pare	20	MorphNeg	-4.0	36.5	Bantu	Niger-Congo	Word Order
psh	Pashto	20	MorphNeg	33.0	67.0	Iranian	Indo-European	Word Order
pat	Patep	4	SVONeg	-6.91666666667	146.583333333	Oceanic	Austronesian	Word Order
ptt	Pattani	20	MorphNeg	32.75	76.75	Bodic	Sino-Tibetan	Word Order
ptw	Patwin	20	MorphNeg	39.0	-122.333333333	Wintuan	Penutian	Word Order
plh	Paulohi	19	OptDoubleNeg	-3.25	128.75	Central Malayo-Polynesian	Austronesian	Word Order
pau	Paumarí	16	More than one position	-6.0	-64.0	Arauan	Arauan	Word Order
paw	Pawaian	16	More than one position	-7.0	145.083333333	Pawaian	Teberan-Pawaian	Word Order
per	Pero	18	ObligDoubleNeg	9.58333333333	11.0	West Chadic	Afro-Asiatic	Word Order
prs	Persian	20	MorphNeg	32.0	54.0	Iranian	Indo-European	Word Order
pia	Piaroa	20	MorphNeg	5.0	-67.0	Maco-Piaroa	Sáliban	Word Order
pga	Pilagá	20	MorphNeg	-25.0	-60.0	Qom	Guaicuruan	Word Order
pba	Pima Bajo	16	More than one position	29.0	-111.0	Tepiman	Uto-Aztecan	Word Order
pip	Pipil	21	Other	13.8333333333	-89.5833333333	Aztecan	Uto-Aztecan	Word Order
prh	Pirahã	20	MorphNeg	-7.0	-62.0	Mura	Mura	Word Order
pis	Pisa	18	ObligDoubleNeg	-5.16666666667	139.166666667	Awju	Trans-New Guinea	Word Order
pit	Pitjantjatjara	21	Other	-26.0	130.0	Western Pama-Nyungan	Pama-Nyungan	Word Order
pod	Podoko	11	VSONeg	11.0	14.0833333333	Biu-Mandara	Afro-Asiatic	Word Order
pog	Pogoro	21	Other	-8.75	36.5	Bantu	Niger-Congo	Word Order
poh	Pohnpeian	2	SNegVO	6.88333333333	158.25	Oceanic	Austronesian	Word Order
pkt	Pokot	19	OptDoubleNeg	1.5	35.5	Southern Nilotic	Eastern Sudanic	Word Order
pol	Polish	2	SNegVO	52.0	20.0	Slavic	Indo-European	Word Order
pme	Pomo (Eastern)	20	MorphNeg	39.0	-122.666666667	Pomoan	Hokan	Word Order
pso	Pomo (Southeastern)	18	ObligDoubleNeg	39.0	-122.5	Pomoan	Hokan	Word Order
zqs	Popoluca (Sierra)	2	SNegVO	18.3333333333	-95.1666666667	Mixe-Zoque	Mixe-Zoque	Word Order
psw	Port Sandwich	20	MorphNeg	-16.5	167.75	Oceanic	Austronesian	Word Order
por	Portuguese	2	SNegVO	39.0	-8.0	Romance	Indo-European	Word Order
pra	Prasuni	16	More than one position	35.5	71.0	Nuristani	Indo-European	Word Order
pul	Puluwat	2	SNegVO	7.33333333333	149.333333333	Oceanic	Austronesian	Word Order
pum	Pumi	20	MorphNeg	28.0	101.0	Na-Qiangic	Sino-Tibetan	Word Order
pun	Pungupungu	21	Other	-13.5	130.416666667	Wandjiginy	Wandjiginy	Word Order
prk	Purki	20	MorphNeg	34.6666666667	76.0	Bodic	Sino-Tibetan	Word Order
pur	Purépecha	21	Other	19.5	-101.666666667	Tarascan	Tarascan	Word Order
pae	Páez	20	MorphNeg	2.66666666667	-76.0	Páezan	Páezan	Word Order
par	Päri	21	Other	5.0	32.5	Western Nilotic	Eastern Sudanic	Word Order
qaw	Qawasqar	21	Other	-49.0	-75.0	Alacalufan	Alacalufan	Word Order
qhu	Quechua (Huallaga)	18	ObligDoubleNeg	-9.5	-75.5	Quechuan	Quechuan	Word Order
qim	Quechua (Imbabura)	16	More than one position	0.333333333333	-78.0	Quechuan	Quechuan	Word Order
qui	Quileute	9	NegVSO	47.9166666667	-124.25	Chimakuan	Chimakuan	Word Order
rag	Raga	18	ObligDoubleNeg	-15.5	168.166666667	Oceanic	Austronesian	Word Order
ram	Rama	16	More than one position	11.75	-83.75	Rama	Chibchan	Word Order
rpa	Rang Pas	21	Other	30.3333333333	79.3333333333	Bodic	Sino-Tibetan	Word Order
rao	Rao	20	MorphNeg	-4.75	144.5	Rao	Ramu-Lower Sepik	Word Order
rap	Rapanui	19	OptDoubleNeg	-27.1166666667	-109.366666667	Oceanic	Austronesian	Word Order
ras	Rashad	20	MorphNeg	11.8333333333	31.05	Rashad	Kordofanian	Word Order
rwa	Rawa	21	Other	-5.83333333333	146.0	Finisterre	Trans-New Guinea	Word Order
raw	Rawang	7	SONegV	27.5	97.5	Nungish	Sino-Tibetan	Word Order
rem	Remo	20	MorphNeg	18.0	82.0	Munda	Austro-Asiatic	Word Order
res	Resígaro	5	NegSOV	-2.41666666667	-71.5	Japura-Colombia	Arawakan	Word Order
ret	Retuarã	20	MorphNeg	-0.5	-70.6666666667	Tucanoan	Tucanoan	Word Order
rik	Rikbaktsa	21	Other	-11.8333333333	-57.5	Rikbaktsa	Macro-Ge	Word Order
rim	Rimi	20	MorphNeg	-5.0	34.6666666667	Bantu	Niger-Congo	Word Order
rwe	Romani (Welsh)	19	OptDoubleNeg	52.0	-4.0	Indic	Indo-European	Word Order
