dictionary	noun	辞書
dictionary	noun	字書
dictionary	noun	辞典
dictionary	noun	字典
dictionary	noun	字引
free	adjective	自由
free	adjective	自由
free	adjective	そのままの
free	adjective	自由
free	adjective	自由
free	verb	解放
thesaurus	noun	シソーラス
thesaurus	noun	類語辞典
encyclopedia	noun	百科事典
encyclopedia	noun	百科全書
word	noun	言葉
word	noun	単語
word	noun	語
word	noun	言語
word	noun	約束
word	noun	誓い
word	noun	福音
pound	noun	ポンド
pound	noun	ポンド
gdp	noun	GDP
rain cats and dogs	verb	土砂降りになる
pond	noun	池
nonsense	noun	無意味
nonsense	noun	ナンセンス
nonsense	noun	馬鹿げた事
nonsense	noun	でたらめ
pie	noun	パイ
crow	noun	烏
crow	noun	慈鳥
raven	noun	渡り鴉
raven	noun	大鴉
elephant	noun	象
elephant	noun	ゾウ
brown	noun	茶色
brown	noun	褐色
brown	adjective	茶色い
brown	adjective	褐色
month	noun	月
month	noun	月間
march	noun	行進
march	noun	行進曲
march	verb	行軍
may	verb	してもいい
may	verb	多分
may	verb	かも知れない
multiculturalism	noun	多元文化論
multiculturalism	noun	多文化
multiculturalism	noun	多文化主義
multiculturalism	noun	マルチカルチュラリズム
current events	noun	時事
monday	noun	月曜日
monday	noun	月曜
tuesday	noun	火曜日
tuesday	noun	火曜
wednesday	noun	水曜日
wednesday	noun	水曜
thursday	noun	木曜日
thursday	noun	木曜
friday	noun	金曜日
friday	noun	金曜
saturday	noun	土曜日
saturday	noun	土曜
sunday	noun	日曜日
sunday	noun	日曜
sunday	noun	日曜版
lexicography	noun	辞書編集
lexicography	noun	辞書学
antonym	noun	対義語
antonym	noun	反意語
antonym	noun	反対語
connotation	noun	含意
synonym	noun	同義語
synonym	noun	類義語
synonym	noun	シノニム
synonym	noun	異名
synonym	noun	シノニム 
synonym	noun	 異名
dialect	noun	方言
dialect	noun	弁
hyponym	noun	下位語
semantics	noun	意味論
false friend	noun	偽りの友
noun	noun	名詞
hour	noun	時
hour	noun	時間
hour	noun	時
alphabetical	adjective	アルファベットの
alphabetical	adjective	アルファベット順の
minute	noun	分
minute	noun	議事録
minute	adjective	綿密
barter	noun	物々交換
barter	noun	バーター
etymology	noun	語源学
etymology	noun	語源
swap	verb	取り替える
swap	verb	交換
swap	noun	取り替え
swap	noun	スワップ
swap	noun	交換
swap	noun	スワップ
trade	noun	貿易
trade	noun	交易
trade	noun	商売
trade	noun	貿易
trade	noun	貿易風
verb	noun	動詞
adjective	noun	形容詞
adjective	noun	形容動詞
adjective	adjective	非独立性
adjective	adjective	依存性
adjective	adjective	手続き上
craft	noun	職業
adjectival	adjective	形容詞
deal	verb	取引
deal	verb	対処
deal	verb	扱う
deal	noun	取引
deal	noun	合意
merchandise	noun	品物
merchandise	noun	商品
merchandise	noun	物品
merchandise	noun	品
merchandise	noun	商材
product	noun	商品
product	noun	製品
product	noun	生成物
product	noun	結果
product	noun	生成物
product	noun	積
eagle	noun	鷲
eagle	noun	鵰
pneumonoultramicroscopicsilicovolcanoconiosis	noun	ニューモノウルトラマイクロスコーピックシリコヴォルケーノコニオシス
pneumonoultramicroscopicsilicovolcanoconiosis	noun	塵肺
head	adjective	頭の
head	verb	指導する
head	verb	ヘディングする
head	verb	頭突きする
head	verb	向かう
head	adjective	チーフ
head	adjective	先頭の
head	adjective	向かい
pumpkin	noun	南瓜
pumpkin	noun	カボチャ
pumpkin	noun	南瓜
pumpkin	noun	カボチャ
name	noun	名前
name	noun	名
name	noun	名前
name	noun	芳名
name	noun	名称
name	noun	評判
name	verb	名付ける
name	verb	命名
name	verb	名前をつける
name	verb	選ぶ
name	verb	明示する
name	verb	任命する
name	verb	命じる
portmanteau word	noun	鞄語
portmanteau word	noun	混成語
fa	noun	ファ
fable	noun	寓言
fable	noun	寓話
aardvark	noun	土豚
aardwolf	noun	アードウルフ
aardwolf	noun	土狼
ab	noun	腹筋
abaca	noun	マニラ麻
abaca	noun	マニラ糸芭蕉
aback	adverb	後方
abacus	noun	算盤
abacus	noun	頂板
abalone	noun	鮑
abalone	noun	アワビ
abandon	verb	放棄
abandon	verb	断念
abandon	verb	手放す
abandon	verb	放置
abandon	verb	見捨てる
abandon	verb	見捨てる
abandon	verb	捨てる
abandon	verb	明け渡す
abandon	verb	放棄
