gdp	noun
犬	noun
馬	noun
馬	noun
国	noun
国	noun
数	noun
数	noun
西	noun
西	noun
車	noun
gui	noun
os	noun
isbn	noun
ram	noun
dvd	noun
aa	noun
sms	noun
aids	noun
new	noun
ufo	noun
hiv	noun
dna	noun
いぬ	noun
いぬ	verb
月	noun
月	noun
月	noun
月	adjective
月	noun
wiktionary:about han script	noun
ac	noun
es	noun
mt	noun
pr	noun
se	noun
ci	noun
cm	noun
si	noun
sl	noun
ca	noun
ks	noun
ky	adjective
ok	noun
ok	adjective
ok	interjection
sd	noun
あい	noun
あい	noun
あか	noun
そう	adverb
そう	interjection
そう	adjective
そう	noun
そう	verb
ぞう	noun
そこ	pronoun
愛	noun
愛	noun
間	noun
青	noun
青	noun
青	noun
赤	noun
秋	noun
明日	noun
明日	noun
明日	noun
明日	noun
朝	noun
朝	noun
朝	noun
新しい	adjective
蟻	noun
蟻	noun
安心	noun
安心	verb
安全	noun
狗	noun
猫	noun
猫	noun
人	noun
人	pronoun
人	noun
水	noun
水	noun
水	noun
蛇	noun
蛇	noun
蛇	noun
蛇	noun
花園	noun
米	noun
米	noun
米	noun
米	noun
大豆	noun
零	noun
零	numeral
零	noun
零	noun
零	noun
零	numeral
漢	noun
漢	noun
漢	noun
氷	noun
氷	noun
エイト	noun
あく	noun
あく	verb
悪	noun
悪	noun
説	noun
ま	noun
ま	noun
ま	noun
城	noun
城	noun
城	noun
城	noun
城	noun
ぼく	pronoun
ぼく	noun
僕	noun
僕	pronoun
僕	noun
くん	interjection
君	noun
君	pronoun
君	pronoun
姫	noun
今	adverb
今	noun
引退	noun
引退	verb
引力	noun
一	numeral
一	noun
一	noun
一	numeral
一	numeral
一	numeral
一	numeral
位置	noun
位置	verb
空	noun
空	noun
空	noun
底	noun
底	noun
送信	noun
送信	verb
倉庫	noun
象牙	noun
爽快	noun
象	noun
象	noun
象	noun
戦	noun
戦	noun
し	particle
し	pronoun
し	noun
士	noun
千	numeral
千	numeral
ひゃく	numeral
百	noun
百	noun
百	noun
百	noun
じゅう	noun
十	numeral
十	noun
十	numeral
十	numeral
十	numeral
億	noun
by	particle
gnp	noun
乙	noun
乙	adjective
乙	interjection
二	noun
二	numeral
二	noun
八	numeral
八	noun
八	noun
url	noun
js	noun
rom	noun
rom	noun
伝	noun
つて	noun
てん	noun
丁	noun
丁	noun
紋章	noun
紋	noun
ページ	noun
ボール	noun
ボール	noun
ボール	noun
ボール	noun
げき	noun
とう	adverb
とう	noun
とう	noun
とう	verb
界	noun
界	noun
かい	particle
しょう	adjective
しょう	noun
しょう	noun
しょう	pronoun
しょう	verb
章	noun
へん	noun
編	noun
神	noun
神	noun
神	noun
神	noun
東京	noun
三	numeral
三	numeral
三	numeral
三	numeral
四	numeral
四	numeral
四	numeral
四	noun
四	numeral
五	noun
五	noun
五	noun
