appear	infinitive	infinitive	infinitive	a părea	a părea	a părea	a părea	a părea
appear	gerund	gerund	gerund	părând	părând	părând	părând	părând
appear	past participle	past participle	past participle	părut	părut	părut	părut	părut
appear	number	number	singular	singular	singular	plural	plural	plural
appear	person	person	1st person	2nd person	3rd person	1st person	2nd person	3rd person
appear	indicative		eu	tu	el/ea	noi	voi	ei/ele
appear	indicative	present	par	pari	pare	părem	păreți	par
appear	indicative	imperfect	păream	păreai	părea	păream	păreați	păreau
appear	indicative	simple perfect	părui	păruși	păru	părurăm	părurăți	părură
appear	indicative	pluperfect	părusem	păruseși	păruse	păruserăm	păruserăți	păruseră
appear	subjunctive		eu	tu	el/ea	noi	voi	ei/ele
appear	subjunctive	present	să par	să pari	să pară	să părem	să păreți	să pară
appear	imperative		—	tu	—	—	voi	—
appear	imperative	affirmative		pari			păreți	
appear	imperative	negative		nu părea			nu păreți	
change	infinitive	infinitive	infinitive	a schimba	a schimba	a schimba	a schimba	a schimba
change	gerund	gerund	gerund	schimbând	schimbând	schimbând	schimbând	schimbând
change	past participle	past participle	past participle	schimbat	schimbat	schimbat	schimbat	schimbat
change	number	number	singular	singular	singular	plural	plural	plural
change	person	person	1st person	2nd person	3rd person	1st person	2nd person	3rd person
change	indicative		eu	tu	el/ea	noi	voi	ei/ele
change	indicative	present	schimb	schimbi	schimbă	schimbăm	schimbați	schimbă
change	indicative	imperfect	schimbam	schimbai	schimba	schimbam	schimbați	schimbau
change	indicative	simple perfect	schimbai	schimbași	schimbă	schimbarăm	schimbarăți	schimbară
change	indicative	pluperfect	schimbasem	schimbaseși	schimbase	schimbaserăm	schimbaserăți	schimbaseră
change	subjunctive		eu	tu	el/ea	noi	voi	ei/ele
change	subjunctive	present	să schimb	să schimbi	să schimbe	să schimbăm	să schimbați	să schimbe
change	imperative		—	tu	—	—	voi	—
change	imperative	affirmative		schimbă			schimbați	
change	imperative	negative		nu schimba			nu schimbați	
climb	infinitive	infinitive	infinitive	a urca	a urca	a urca	a urca	a urca
climb	gerund	gerund	gerund	urcând	urcând	urcând	urcând	urcând
climb	past participle	past participle	past participle	urcat	urcat	urcat	urcat	urcat
climb	number	number	singular	singular	singular	plural	plural	plural
climb	person	person	1st person	2nd person	3rd person	1st person	2nd person	3rd person
climb	indicative		eu	tu	el/ea	noi	voi	ei/ele
climb	indicative	present	urc	urci	urcă	urcăm	urcați	urcă
climb	indicative	imperfect	urcam	urcai	urca	urcam	urcați	urcau
climb	indicative	simple perfect	urcai	urcași	urcă	urcarăm	urcarăți	urcară
climb	indicative	pluperfect	urcasem	urcaseși	urcase	urcaserăm	urcaserăți	urcaseră
climb	subjunctive		eu	tu	el/ea	noi	voi	ei/ele
climb	subjunctive	present	să urc	să urci	să urce	să urcăm	să urcați	să urce
climb	imperative		—	tu	—	—	voi	—
climb	imperative	affirmative		urcă			urcați	
climb	imperative	negative		nu urca			nu urcați	
crawl	infinitive	infinitive	infinitive	a târî	a târî	a târî	a târî	a târî
crawl	gerund	gerund	gerund	târând	târând	târând	târând	târând
crawl	past participle	past participle	past participle	târât	târât	târât	târât	târât
crawl	number	number	singular	singular	singular	plural	plural	plural
crawl	person	person	1st person	2nd person	3rd person	1st person	2nd person	3rd person
crawl	indicative		eu	tu	el/ea	noi	voi	ei/ele
crawl	indicative	present	târăsc	târăști	târăște	târâm	târâți	târăsc
crawl	indicative	imperfect	târam	târai	târa	târam	târați	târau
crawl	indicative	simple perfect	târâi	târâși	târî	târârăm	târârăți	târâră
crawl	indicative	pluperfect	târâsem	târâseși	târâse	târâserăm	târâserăți	târâseră
crawl	subjunctive		eu	tu	el/ea	noi	voi	ei/ele
crawl	subjunctive	present	să târăsc	să târăști	să târască	să târâm	să târâți	să târască
crawl	imperative		—	tu	—	—	voi	—
crawl	imperative	affirmative		târăște			târâți	
crawl	imperative	negative		nu târî			nu târâți	
cool	infinitive	infinitive	infinitive	a răci	a răci	a răci	a răci	a răci
