*	*	*	*	case	preposition	postposition	#																																										
#	subjectivity	motion	role				#	attic greek																																									
	subject			nominative	∅	∅	#																																										
	addressee			vocative	∅	∅	#																																										
	direct-object			accusative	∅	∅	#																																										
	indirect-object			dative	∅	∅	#																																										
	adnominal			genitive	∅	∅	#																																										
	adverbial	departed	agent	genitive	διά	∅	#																																										
	adverbial	associated	agent	genitive	διά	∅	#																																										
	adverbial	acquired	agent	genitive	διά	∅	#																																										
	adverbial	approached	agent	genitive	διά	∅	#																																										
	adverbial	surpassed	agent	genitive	διά	∅	#																																										
	adverbial	leveraged	agent	genitive	διά	∅	#																																										
	adverbial	departed	force	accusative	διά	∅	#																																										
	adverbial	associated	force	accusative	διά	∅	#																																										
	adverbial	acquired	force	accusative	διά	∅	#																																										
	adverbial	approached	force	accusative	διά	∅	#																																										
	adverbial	surpassed	force	accusative	διά	∅	#																																										
	adverbial	leveraged	force	accusative	διά	∅	#																																										
	adverbial		patient	accusative	❕	∅	#																																										
	adverbial		theme	accusative	❕	∅	#																																										
	adverbial		experiencer	nominative	❕	∅	#																																										
	adverbial		stimulus	accusative	❕	∅	#																																										
	adverbial		predicate	accusative	❕	∅	#																																										
	adverbial		predicand	nominative	❕	∅	#																																										
	adverbial	departed	location	genitive	ἀπό	∅	#																																										
	adverbial	associated	location	dative	ἐν	∅	#																																										
	adverbial	acquired	location		❕	∅	#																																										
	adverbial	approached	location	accusative	πρός	∅	#																																										
	adverbial	surpassed	location		❕	∅	#																																										
	adverbial	leveraged	location	genitive	διά	∅	#																																										
	adverbial	departed	extent		❕	∅	#																																										
	adverbial	associated	extent		❕	∅	#																																										
	adverbial	acquired	extent		❕	∅	#																																										
	adverbial	approached	extent		❕	∅	#																																										
	adverbial	surpassed	extent		❕	∅	#																																										
	adverbial	leveraged	extent		❕	∅	#																																										
	adverbial	departed	vicinity		❕	∅	#																																										
	adverbial	associated	vicinity	dative	ἐπί	∅	#																																										
	adverbial	acquired	vicinity		❕	∅	#																																										
	adverbial	approached	vicinity		❕	∅	#																																										
	adverbial	surpassed	vicinity		❕	∅	#																																										
	adverbial	leveraged	vicinity		❕	∅	#																																										
	adverbial	departed	interior	genitive	ἐκ 	∅	#																																										
	adverbial	associated	interior	dative	ἐν	∅	#																																										
	adverbial	acquired	interior	accusative	εἰς	∅	#																																										
	adverbial	approached	interior	accusative	εἰς	∅	#																																										
	adverbial	surpassed	interior		❕	∅	#																																										
	adverbial	leveraged	interior	genitive	διά	∅	#																																										
	adverbial	departed	surface		❕	∅	#																																										
	adverbial	associated	surface	genitive	ἐπί	∅	#																																										
	adverbial	acquired	surface		❕	∅	#																																										
	adverbial	approached	surface		❕	∅	#																																										
	adverbial	surpassed	surface		❕	∅	#																																										
	adverbial	leveraged	surface	accusative	ῠ̔πέρ	∅	#																																										
	adverbial	departed	subsurface		❕	∅	#																																										
	adverbial	associated	subsurface	dative	ὑπό 	∅	#																																										
	adverbial	acquired	subsurface		❕	∅	#																																										
	adverbial	approached	subsurface		❕	∅	#																																										
	adverbial	surpassed	subsurface		❕	∅	#																																										
	adverbial	leveraged	subsurface	accusative	ὑπό 	∅	#																																										
	adverbial	departed	presence		❕	∅	#																																										
	adverbial	associated	presence		❕	∅	#																																										
	adverbial	acquired	presence		❕	∅	#																																										
	adverbial	approached	presence		❕	∅	#																																										
	adverbial	surpassed	presence		❕	∅	#																																										
	adverbial	leveraged	presence		❕	∅	#																																										
	adverbial	departed	aid		❕	∅	#																																										
	adverbial	associated	aid	genitive	ἀπό	∅	#																																										
	adverbial	acquired	aid		❕	∅	#																																										
	adverbial	approached	aid		❕	∅	#																																										
	adverbial	surpassed	aid		❕	∅	#																																										
	adverbial	leveraged	aid	genitive	διά	∅	#																																										
	adverbial	departed	lack		❕	∅	#																																										
	adverbial	associated	lack		❕	∅	#																																										
	adverbial	acquired	lack		❕	∅	#																																										
	adverbial	approached	lack		❕	∅	#																																										
	adverbial	surpassed	lack		❕	∅	#																																										
	adverbial	leveraged	lack		❕	∅	#																																										
	adverbial	departed	interest		❕	∅	#																																										
	adverbial	associated	interest	genitive	ῠ̔πέρ	∅	#																																										
	adverbial	acquired	interest		❕	∅	#																																										
	adverbial	approached	interest		❕	∅	#																																										
	adverbial	surpassed	interest		❕	∅	#																																										
	adverbial	leveraged	interest		❕	∅	#																																										
	adverbial	departed	time	genitive	ἀπό	∅	#																																										
	adverbial	associated	time	dative	ἐν	∅	#																																										
	adverbial	acquired	time	accusative	εἰς	∅	#																																										
	adverbial	approached	time	accusative	πρός	∅	#																																										
	adverbial	surpassed	time	genitive	ἀπό	∅	#																																										
	adverbial	leveraged	time	genitive	διά	∅	#																																										
	adverbial	departed	topic		❕	∅	#																																										
	adverbial	associated	topic	genitive	περί 	∅	#																																										
	adverbial	acquired	topic		❕	∅	#																																										
	adverbial	approached	topic		❕	∅	#																																										
	adverbial	surpassed	topic		❕	∅	#																																										
	adverbial	leveraged	topic		❕	∅	#																																										
	adverbial	departed	company		❕	∅	#																																										
	adverbial	associated	company	genitive	μετά 	∅	#																																										
	adverbial	acquired	company		❕	∅	#																																										
	adverbial	approached	company		❕	∅	#																																										
	adverbial	surpassed	company		❕	∅	#																																										
	adverbial	leveraged	company		❕	∅	#																																										
