🧘	verb	avere	7007590	to be
📥	verb	essere	6595158	to stay; to get; to be
∧	conjunction	e	5880828	and
🧍?	pronoun	che	4853738	what; which
¬	adverb	non	4822816	not
∃🤌	determiner	che	4669735	some; what
←	conjunction	che	4669735	that
→🕳️	preposition	di	4523863	into; from; at
🧍🧍🐍	pronoun	la	3000913	it
	pronoun	un	2755678	
→🕳️	preposition	a	2663207	into; at; on
🧍🧍👫	pronoun	si	2497783	they; you
	preposition	per	2190239	via; per
	pronoun	uno	1935436	
🧍🧍	pronoun	tu	1745839	you
→🕳️	preposition	in	1658246	in
🧘	verb	stare	1602822	to stay; to be
🧍	pronoun	mi	1556967	me
👂	verb	dare	1351771	to deal; to hand; to listen
∧	conjunction	ma	1254692	but
🧍🧍🧍‍♂️	pronoun	lo	1166229	him
?	pronoun	cosa	1126445	what
🧍🧍	preposition	con	1110876	with; by; on
🧍<sub>💎</sub>	pronoun	mio	1106215	mine
	pronoun	le	1101894	
🧍🧍🐍	pronoun	sé	1030897	itself
→	conjunction	se	1025721	if
→	preposition	da	1009939	after; as; from
::	conjunction	come	963539	as; how
	verb	andare	933807	to go
🏋️	verb	sapere	896587	to can; to know
🧍	pronoun	io	893890	i
🧑‍🤝‍🧑	pronoun	ci	870078	us
	verb	fare	854582	to do
	verb	dovere	819109	to ought; to owe; to must
🗺️←	adverb	qui	716767	here
6	numeral	sei	711436	six
🏋️	verb	potere	672287	to might; to may; to can
🔩	noun	coso	619774	thing
	conjunction	solo	608358	
🧑‍🏫	verb	dire	588911	to say; tell
	preposition	al	573573	per
🧍	pronoun	me	572848	me
	pronoun	suo	569039	
∀	pronoun	tutto	540068	everything
	pronoun	te	524636	
🧓	noun	dio	510961	god
	noun	era	510629	era; age
←	pronoun	questo	509764	this
🧘	noun	essere	445847	being
::	conjunction	quando	435027	when
🧍🧍🧍‍♀️	pronoun	lei	434491	she
🧍🧍🧍‍♂️	pronoun	gli	426694	him
	conjunction	ora	426561	
	pronoun	ne	424009	
	noun	stato	415273	state
💬	noun	detto	408293	saying
	verb	dettare	407348	to prompt; to dictate
¬∃🕐	adverb	mai	369256	never
👀	verb	vedere	367416	to see
	pronoun	altro	362744	
🏠←🚶	preposition	alla	361757	to
1<sup>st</sup>	adjective	primo	361730	first
∨	conjunction	o	359474	or
