*	*	foreign	native	foreign	emoji	#		
*	*	participle	argument	argument		#	group	descendants                 
be	active	h₁sónts       	well	kóylom	\nx{🧘\cx\gx}	#	root-athematic                  	english 'was', spanish 'estar'
become	active	ónts          	well	kóylom	\nx{🏋\cx\gx}	#	root-athematic-perfective       	english 'be', spanish 'fuere' 
carry	active	bʰéronts      	the stone         	h₂éḱmonm̥      	←\nx{\raised{🪨}🚶\cx\gx}	#	root-thematic                   	                            
carry	middle	bʰéromnos     	by the wind	h₂wéh₁n̥tead	💨\nx{🪂}→	#	root-thematic                   	                            
leave	active	linkʷónts     	the house         	dṓm            	<span style='font-size:60%'>←\nx{🚶\cx\gx}</span><big>🛖</big>	#	nasal-infix                     	                            
leave	middle	linkʷm̥h₁nós  	by the man	ǵʰm̥nés	←🚶\c4\m\nx{🧍\cx\gx}	#	nasal-infix                     	                            
work	active	wr̥ǵyónts     	                  	               	\nx{🧑\gx\cx\🌾}	#	ye-suffix                       	                            
work	middle	wr̥ǵyómnos    	                  	               	\nx{🧑\gx\cx\🌾}🤴\c4	#	ye-suffix                       	                            
do	active	dʰédʰh₁n̥ts   	the work          	wérǵom         	\nx{🧑\gx\cx\🌾}	#	reduplicated-athematic          	                            
do	middle	dʰédʰh₁m̥h₁nos	                  		\nx{🧑\gx\cx\🌾}	#	reduplicated-athematic      	
ask	active	pr̥sḱónts     	the man	ǵʰmónm̥	💁\c4\m\nx{🤷\cx\gx}<sup>💬</sup>	#	ske-suffix                      	                            
ask	middle	pr̥sḱómnos    	by the man	ǵʰm̥nés	\nx{💁\cx\gx}🤷\c4\m<sup>💬</sup>	#	ske-suffix                      	                            
stretch	active	tnn̥wónts     	the rope	roypnóm	\nx{🧑\gx\cx}↕🪢	#	nu-suffix                       	                            
stretch	middle	tnn̥wm̥h₁nós  	                  	               	\nx{🤸\cx\gx}	#	nu-suffix                       	                            
know	active	widwṓs        	                  	               	\nx{🙋\cx\gx}<sup>💡</sup>	#	root-stative                    	english 'wit',latin 'vidi'  
sit	active	sísdonts      	                  	               	\nx{🧘\cx\gx}	#	reduplicated-                   	thematic                    
protect	active	h₂léksonts    	the man	ǵʰmónm̥	\nx{💂\cx\gx}🧑\c4\m	#	se-suffix                       	                            
protect	middle	h₂léksomnos   	by the man	ǵʰm̥nés	\nx{🧑\gx\cx}💂\c4\m	#	se-suffix                       	                            
be red	active	h₁rudʰéh₁n̥ts 	                  	               	<span style='filter: hue-rotate(-45deg)'>\nx{🧑\gx\cx}</span>	#	eh₁-stative                     	                            
set down	active	sodéyonts     	the stone	h₂éḱmonm̥      	\nx{\raised{↓🪨}🚶\cx\gx}	#	éye-causative/iterative         	                            
set down	middle	sodéyomnos    	by the wind	h₂wéh₁n̥tead	💨↓\nx{🪂}	#	éye-causative/iterative         	                            
want to see	active	wéydsonts     	the house         	dṓm            	\nx{🙋\cx\gx}<big>🛖</big>	#	(h₁)se-desiderative             	                            
want to see	middle	wéydsomnos    	                  	               	\nx{🙍\cx\gx}🙋\c4	#	(h₁)se-desiderative             	                            
renew	active	néweh₂n̥ts    	the oath          	h₁óytom        	⟳\nx{🧎\cx\gx}<sup>💬</sup>	#	h₂-factitive                    	                            
renew	middle	néweh₂m̥h₁nos 	                  		⟳\nx{🧘\cx\gx}	#	h₂-factitive                    	                            
arrive	active	h₁ludʰónts    	at the house      	démey          	<big>🛖</big><span style='font-size:60%'>←\nx{🚶\cx\gx}</span>	#	root-thematic-perfective        	                            
say	active	wéwkonts      	the prayer	gʷʰodʰyām	\nx{🧎\cx\gx}<sup>💬</sup>	#	reduplicated-thematic-perfective	                            
say	middle	wéwkomnos     	the prayer	gʷʰodʰyām	\nx{🧍\cx\gx}🧎\c4<sup>💬</sup>	#	reduplicated-thematic-perfective	                            
point out	active	déyḱsn̥ts     	the way           	stóygʰom       	<span style='font-size:60%'>\nx{🙋\cx\gx}→</span><big>🏞️</big>	#	s-suffix-perfective             	english 'teach'             
point out	middle	déyḱsm̥h₁nos  	the way           	stóygʰom       	<span style='font-size:60%'>\nx{🤷\cx\gx}🙋\c4→</span><big>🏞️</big>	#	s-suffix-perfective             	english 'teach'             
